"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"	"gender"
"WTAP"	1.57955055546658e-11	-1.02693374087749	0.394	0.547	3.65634362579404e-07	"Mig"	"WTAP"	"70-80"	"male"
"TRAPPC2"	1.92456648023037e-11	-0.982626037046574	0.042	0.142	4.45498648843727e-07	"Mig"	"TRAPPC2"	"70-80"	"male"
"ANKRD10"	1.92623702250039e-11	-1.13031589691981	0.255	0.415	4.45885345968391e-07	"Mig"	"ANKRD10"	"70-80"	"male"
"RHOB"	2.08600861262863e-11	-0.768651393607862	0.024	0.109	4.82869273651276e-07	"Mig"	"RHOB"	"70-80"	"male"
"SH3BGRL3"	2.13916035693591e-11	0.951923023411891	0.115	0.026	4.95172839423524e-07	"Mig"	"SH3BGRL3"	"70-80"	"male"
"ATP5ME"	2.24544996082286e-11	0.653288951701295	0.157	0.051	5.19776756931275e-07	"Mig"	"ATP5ME"	"70-80"	"male"
"MIR1244-3"	2.30714219784967e-11	0.13198727364285	0.124	0.03	5.34057275958242e-07	"Mig"	"MIR1244-3"	"70-80"	"male"
"SUSD6"	3.55625675980943e-11	-1.38366030349978	0.145	0.28	8.23202314760687e-07	"Mig"	"SUSD6"	"70-80"	"male"
"HS3ST1"	3.76850514163142e-11	-1.55700656588623	0.073	0.182	8.7233357018484e-07	"Mig"	"HS3ST1"	"70-80"	"male"
"PRPF39"	3.79708924468608e-11	-1.12359037823993	0.269	0.417	8.78950218359935e-07	"Mig"	"PRPF39"	"70-80"	"male"
"SON"	4.2795122051608e-11	0.74695723015348	0.533	0.38	9.90621485250622e-07	"Mig"	"SON"	"70-80"	"male"
"HLA-DMB"	4.59316044319408e-11	0.622144281009752	0.184	0.07	1.06322477939057e-06	"Mig"	"HLA-DMB"	"70-80"	"male"
"EPB41L2"	4.61987572308924e-11	0.816751851695944	0.247	0.115	1.0694088323807e-06	"Mig"	"EPB41L2"	"70-80"	"male"
"ARRDC3"	5.24007527485811e-11	-1.39403814391299	0.02	0.1	1.21297262462415e-06	"Mig"	"ARRDC3"	"70-80"	"male"
"OAZ1"	5.45589348966805e-11	1.13630624747047	0.261	0.131	1.26293022498836e-06	"Mig"	"OAZ1"	"70-80"	"male"
"HERC2P2"	5.70859461590145e-11	0.940615093226364	0.127	0.034	1.32142548168887e-06	"Mig"	"HERC2P2"	"70-80"	"male"
"IFITM3"	5.72140787320321e-11	1.10544117926411	0.117	0.029	1.32439149448908e-06	"Mig"	"IFITM3"	"70-80"	"male"
"HNRNPA1"	5.89297035517643e-11	0.696589875452259	0.228	0.101	1.36410477781624e-06	"Mig"	"HNRNPA1"	"70-80"	"male"
"HNRNPLL"	6.79857727801099e-11	-1.31016210026066	0.032	0.12	1.57373466831398e-06	"Mig"	"HNRNPLL"	"70-80"	"male"
"MIR1244-2"	7.00866708792656e-11	0.068183464083754	0.128	0.034	1.62236625751324e-06	"Mig"	"MIR1244-2"	"70-80"	"male"
"HNRNPA2B1"	7.98966135423566e-11	0.920052425034729	0.31	0.174	1.84944681027847e-06	"Mig"	"HNRNPA2B1"	"70-80"	"male"
"ARGLU1"	9.36698805427939e-11	-0.718506946034776	0.382	0.529	2.16827039480459e-06	"Mig"	"ARGLU1"	"70-80"	"male"
"IFRD1"	9.72155818478063e-11	-1.17182143153113	0.027	0.111	2.25034628861302e-06	"Mig"	"IFRD1"	"70-80"	"male"
"FKBP5"	1.05880535692402e-10	1.16439160052884	0.17	0.064	2.45092264020772e-06	"Mig"	"FKBP5"	"70-80"	"male"
"SET"	1.27710965844278e-10	-0.890213941269082	0.442	0.572	2.95625343736334e-06	"Mig"	"SET"	"70-80"	"male"
"SPATA6"	1.34070970452525e-10	1.21218879101268	0.102	0.022	3.10347482403505e-06	"Mig"	"SPATA6"	"70-80"	"male"
"GOLGA4"	1.432747137199e-10	1.37590517593708	0.163	0.059	3.31652307318825e-06	"Mig"	"GOLGA4"	"70-80"	"male"
"TUBAP2"	1.43718466845182e-10	0.409118389198002	0.142	0.044	3.32679507053227e-06	"Mig"	"TUBAP2"	"70-80"	"male"
"NPIPB13"	1.45821917935978e-10	0.680102438569661	0.205	0.088	3.37548575638202e-06	"Mig"	"NPIPB13"	"70-80"	"male"
"B4GALT1"	1.49082285938046e-10	-0.807914124785249	0.411	0.564	3.45095675489389e-06	"Mig"	"B4GALT1"	"70-80"	"male"
"CFL1"	1.53091601951753e-10	0.607209568259924	0.298	0.157	3.54376440197918e-06	"Mig"	"CFL1"	"70-80"	"male"
"NCL"	1.56932248442056e-10	0.885766585588743	0.215	0.094	3.63266768693672e-06	"Mig"	"NCL"	"70-80"	"male"
"TOB1"	1.70566221794048e-10	-1.07338633853585	0.077	0.189	3.94826690208862e-06	"Mig"	"TOB1"	"70-80"	"male"
"RUNX1"	1.76553469641021e-10	1.09780189037231	0.128	0.037	4.08685971525034e-06	"Mig"	"RUNX1"	"70-80"	"male"
"LOC100506403"	1.76553469641021e-10	1.09780189037231	0.128	0.037	4.08685971525034e-06	"Mig"	"LOC100506403"	"70-80"	"male"
"NPIPB4"	2.02778012438691e-10	0.729768179616126	0.214	0.094	4.69390543193081e-06	"Mig"	"NPIPB4"	"70-80"	"male"
"ITGB2"	2.07483912084765e-10	0.528230701673294	0.257	0.126	4.80283759693813e-06	"Mig"	"ITGB2"	"70-80"	"male"
"CXADR"	2.25911266167782e-10	-1.3187664539953	0.045	0.14	5.22939398925182e-06	"Mig"	"CXADR"	"70-80"	"male"
"IL17RA"	2.79081267911606e-10	0.454316734285896	0.165	0.06	6.46017318961785e-06	"Mig"	"IL17RA"	"70-80"	"male"
"SNHG12"	3.01342539570829e-10	-1.13629520130005	0.032	0.116	6.97547710598556e-06	"Mig"	"SNHG12"	"70-80"	"male"
"MTND4P12"	3.17216529733192e-10	0.323856102877278	0.168	0.063	7.34292823026393e-06	"Mig"	"MTND4P12"	"70-80"	"male"
"PRPF4B"	3.25370187492864e-10	1.41999169036917	0.196	0.085	7.53166910008481e-06	"Mig"	"PRPF4B"	"70-80"	"male"
"CBWD6"	3.36158515312826e-10	0.377558791044827	0.302	0.157	7.78139731246129e-06	"Mig"	"CBWD6"	"70-80"	"male"
"RAB12"	3.94250390390153e-10	-0.856439357735245	0.635	0.703	9.12610803675125e-06	"Mig"	"RAB12"	"70-80"	"male"
"SGK1"	4.08335736132376e-10	-0.583537973085316	0.038	0.127	9.45215561999223e-06	"Mig"	"SGK1"	"70-80"	"male"
"TMEM33"	5.58090608106611e-10	-0.982740129076373	0.19	0.332	1.29186813964518e-05	"Mig"	"TMEM33"	"70-80"	"male"
"CTSD"	5.96928798666474e-10	0.677915452385071	0.125	0.037	1.38177078315315e-05	"Mig"	"CTSD"	"70-80"	"male"
"APBB1IP"	6.2777516491528e-10	1.09712795923247	0.205	0.092	1.45317395174589e-05	"Mig"	"APBB1IP"	"70-80"	"male"
"HLA-A"	6.65252061743493e-10	0.660948005193821	0.22	0.104	1.53992547252384e-05	"Mig"	"HLA-A"	"70-80"	"male"
"OLFML3"	7.37944684295347e-10	-1.01262521502086	0.321	0.461	1.70819435520687e-05	"Mig"	"OLFML3"	"70-80"	"male"
"PRMT2"	7.46488439970844e-10	0.872629645339344	0.152	0.055	1.72797144084451e-05	"Mig"	"PRMT2"	"70-80"	"male"
"CEBPB"	8.07501871510104e-10	0.564887919136143	0.147	0.051	1.86920533217159e-05	"Mig"	"CEBPB"	"70-80"	"male"
"GPX1"	1.0199074585086e-09	0.681350422060011	0.195	0.083	2.36088178495572e-05	"Mig"	"GPX1"	"70-80"	"male"
"BAZ2B"	1.0248087791896e-09	0.922906971339407	0.307	0.172	2.37222736206809e-05	"Mig"	"BAZ2B"	"70-80"	"male"
"ATP5F1E"	1.03583698156664e-09	0.961234098223821	0.236	0.118	2.39775544493046e-05	"Mig"	"ATP5F1E"	"70-80"	"male"
"NPIPB11"	1.04060308140012e-09	0.650546724747381	0.182	0.077	2.408788012825e-05	"Mig"	"NPIPB11"	"70-80"	"male"
"SMG1"	1.08189033848186e-09	0.479969735957533	0.219	0.103	2.50435975551782e-05	"Mig"	"SMG1"	"70-80"	"male"
"ATP1B1"	1.16129408499259e-09	-1.36172651878508	0.091	0.197	2.68816354794085e-05	"Mig"	"ATP1B1"	"70-80"	"male"
"ND1"	1.21223705263017e-09	1.40298220261911	0.305	0.179	2.80608632942831e-05	"Mig"	"ND1"	"70-80"	"male"
"PRDM1"	1.28264612725288e-09	-1.31900770126723	0.07	0.171	2.96906925536498e-05	"Mig"	"PRDM1"	"70-80"	"male"
"EPM2AIP1"	1.42654070292088e-09	-0.927555764716665	0.054	0.148	3.30215641912126e-05	"Mig"	"EPM2AIP1"	"70-80"	"male"
"MARCKS"	1.42815404726106e-09	-0.682756020040951	0.777	0.832	3.3058909885999e-05	"Mig"	"MARCKS"	"70-80"	"male"
"NFIA"	1.48817630963537e-09	-1.21379981733879	0.055	0.149	3.44483052154396e-05	"Mig"	"NFIA"	"70-80"	"male"
"EEF1B2"	1.7161538240575e-09	1.09249906603873	0.132	0.044	3.9725528719283e-05	"Mig"	"EEF1B2"	"70-80"	"male"
"SKAP2"	1.8472378316813e-09	0.505478733735873	0.179	0.074	4.27598613277588e-05	"Mig"	"SKAP2"	"70-80"	"male"
"GLS"	1.86175726824838e-09	0.353266248735431	0.241	0.122	4.30959572454136e-05	"Mig"	"GLS"	"70-80"	"male"
"MEF2A"	1.86428411948961e-09	0.459669582379416	0.278	0.148	4.31544487979455e-05	"Mig"	"MEF2A"	"70-80"	"male"
"EIF2S2"	1.94494388306218e-09	0.475658716203184	0.205	0.094	4.50215610051233e-05	"Mig"	"EIF2S2"	"70-80"	"male"
"FGL2"	1.97837952260094e-09	1.0427971085813	0.229	0.118	4.57955291891665e-05	"Mig"	"FGL2"	"70-80"	"male"
"ATP6V0B"	2.22729183809242e-09	0.626440326334479	0.161	0.063	5.15573514681633e-05	"Mig"	"ATP6V0B"	"70-80"	"male"
"CCR1"	2.33532917777149e-09	1.07133235498435	0.114	0.033	5.40581998070544e-05	"Mig"	"CCR1"	"70-80"	"male"
"CCNDBP1"	2.35077433911844e-09	-1.14277275096407	0.111	0.23	5.44157244019136e-05	"Mig"	"CCNDBP1"	"70-80"	"male"
"TK2"	2.62724017849346e-09	-0.853031196506443	0.033	0.112	6.08153556517666e-05	"Mig"	"TK2"	"70-80"	"male"
"SLC2A5"	2.83299232364675e-09	0.804701286410509	0.227	0.114	6.55781063077749e-05	"Mig"	"SLC2A5"	"70-80"	"male"
"AFMID"	2.90684545250247e-09	-1.17616764132679	0.086	0.19	6.72876585345272e-05	"Mig"	"AFMID"	"70-80"	"male"
"ETV5"	2.97268538470826e-09	0.5216469347341	0.334	0.197	6.88117212852268e-05	"Mig"	"ETV5"	"70-80"	"male"
"KCNMB1"	2.98563726654141e-09	0.592701104539536	0.273	0.146	6.91115314459005e-05	"Mig"	"KCNMB1"	"70-80"	"male"
"MCF2L"	2.9936506309909e-09	1.3902158203343	0.108	0.03	6.92970248061773e-05	"Mig"	"MCF2L"	"70-80"	"male"
"CD81"	3.27016675994495e-09	0.968262855346657	0.214	0.104	7.56978201592058e-05	"Mig"	"CD81"	"70-80"	"male"
"EEF1B2P6"	3.50785727463944e-09	0.909707828339909	0.102	0.027	8.11998801933537e-05	"Mig"	"EEF1B2P6"	"70-80"	"male"
"BHLHE41"	4.14863644498941e-09	0.159909634107318	0.507	0.343	9.60326364286149e-05	"Mig"	"BHLHE41"	"70-80"	"male"
"APMAP"	4.28868879959838e-09	1.08744088933259	0.164	0.068	9.92745683331032e-05	"Mig"	"APMAP"	"70-80"	"male"
"ZC3H4"	4.47663956896217e-09	-1.17129243647466	0.17	0.3	0.000103625252742336	"Mig"	"ZC3H4"	"70-80"	"male"
"NACA2"	4.68693987066527e-09	0.339341705042773	0.105	0.029	0.00010849328412616	"Mig"	"NACA2"	"70-80"	"male"
"BRD3"	4.78706439939644e-09	-1.03005764548184	0.038	0.119	0.000110810966717229	"Mig"	"BRD3"	"70-80"	"male"
"MIR1244-4"	4.99016961396226e-09	0.0075712913468311	0.115	0.034	0.000115512446223998	"Mig"	"MIR1244-4"	"70-80"	"male"
"ZEB2"	5.10985478380443e-09	0.484069081002105	0.388	0.254	0.000118282918535505	"Mig"	"ZEB2"	"70-80"	"male"
"PDZD8"	5.25419140555447e-09	-1.26969636719823	0.108	0.209	0.000121624022655775	"Mig"	"PDZD8"	"70-80"	"male"
"SPATA13"	5.50141212457882e-09	0.770277236782912	0.193	0.088	0.000127346687859751	"Mig"	"SPATA13"	"70-80"	"male"
"TSPO"	5.72454512926246e-09	1.03583054774962	0.102	0.027	0.000132511770652167	"Mig"	"TSPO"	"70-80"	"male"
"CST3"	5.99040196141386e-09	0.880972420268001	0.275	0.155	0.000138665824602808	"Mig"	"CST3"	"70-80"	"male"
"DDX5"	6.0834886167496e-09	0.609072060758328	0.355	0.223	0.00014082059450052	"Mig"	"DDX5"	"70-80"	"male"
"HSPA4"	6.33035527235411e-09	-1.14826374813903	0.134	0.246	0.000146535063844453	"Mig"	"HSPA4"	"70-80"	"male"
"BRWD1"	6.85920941960373e-09	1.18003033159025	0.131	0.045	0.000158776979644987	"Mig"	"BRWD1"	"70-80"	"male"
"NOP10"	7.72881717632585e-09	0.996622948975526	0.132	0.047	0.000178906659997591	"Mig"	"NOP10"	"70-80"	"male"
"NPIPB12"	8.45270703836697e-09	0.841476226476153	0.197	0.094	0.000195663262524119	"Mig"	"NPIPB12"	"70-80"	"male"
"SRGN"	9.16710221298557e-09	0.585120039375642	0.177	0.078	0.00021220008202619	"Mig"	"SRGN"	"70-80"	"male"
"ARHGDIB"	9.25077537027118e-09	0.847646192534346	0.257	0.141	0.000214136948271037	"Mig"	"ARHGDIB"	"70-80"	"male"
"MYL6"	9.82997709090892e-09	0.920575022960181	0.234	0.12	0.00022754430970036	"Mig"	"MYL6"	"70-80"	"male"
"LCP1"	1.08970167789095e-08	0.842025946157471	0.127	0.044	0.000252244144398196	"Mig"	"LCP1"	"70-80"	"male"
"PDCD4"	1.10816125933455e-08	-0.970968104196386	0.146	0.264	0.000256517168310761	"Mig"	"PDCD4"	"70-80"	"male"
"ATXN7"	1.13209684174848e-08	-1.06578778055555	0.228	0.354	0.000262057776927937	"Mig"	"ATXN7"	"70-80"	"male"
"CBWD3"	1.34567444691059e-08	0.27808364371422	0.31	0.178	0.000311496720970863	"Mig"	"CBWD3"	"70-80"	"male"
"BLOC1S3"	1.49777835200935e-08	-0.87450654718194	0.031	0.104	0.000346705732923124	"Mig"	"BLOC1S3"	"70-80"	"male"
"RASSF4"	1.58924825189872e-08	1.15111834683618	0.152	0.063	0.000367879185349517	"Mig"	"RASSF4"	"70-80"	"male"
"C3AR1"	1.61133363376658e-08	0.91081578469462	0.165	0.071	0.000372991509544287	"Mig"	"C3AR1"	"70-80"	"male"
"SNX13"	1.66290650328422e-08	0.694775927463923	0.119	0.04	0.000384929597380231	"Mig"	"SNX13"	"70-80"	"male"
"HERC2P9"	1.69674627114192e-08	0.948937510620352	0.111	0.036	0.000392762826843933	"Mig"	"HERC2P9"	"70-80"	"male"
"NAV3"	1.7219297882239e-08	0.539105414940337	0.268	0.149	0.000398592307378067	"Mig"	"NAV3"	"70-80"	"male"
"NPIPB3"	1.74869915783232e-08	0.761406871443381	0.207	0.104	0.000404788881055025	"Mig"	"NPIPB3"	"70-80"	"male"
"EEF1A1P19"	1.78070070833572e-08	0.109974414691799	0.164	0.067	0.000412196599965552	"Mig"	"EEF1A1P19"	"70-80"	"male"
"SLA"	1.80557475761141e-08	1.06384536252077	0.134	0.051	0.000417954444891889	"Mig"	"SLA"	"70-80"	"male"
"HNRNPL"	1.89162249636531e-08	-0.895185529753151	0.716	0.735	0.000437872775458642	"Mig"	"HNRNPL"	"70-80"	"male"
"CNPY3"	1.91160521447372e-08	0.603100616473662	0.138	0.053	0.000442498375046377	"Mig"	"CNPY3"	"70-80"	"male"
"PDIA3"	2.21915308658043e-08	0.904901425709358	0.136	0.051	0.000513689556481638	"Mig"	"PDIA3"	"70-80"	"male"
"ND3"	2.22092879175285e-08	1.06889605282908	0.161	0.07	0.00051410059671495	"Mig"	"ND3"	"70-80"	"male"
"NBPF19"	2.25627789945423e-08	0.341236845387292	0.156	0.066	0.000522283208165665	"Mig"	"NBPF19"	"70-80"	"male"
"CTSS"	2.29508163084257e-08	1.05080350654848	0.178	0.082	0.000531265495907438	"Mig"	"CTSS"	"70-80"	"male"
"PARP9"	2.33540714562779e-08	0.511740967437247	0.184	0.083	0.00054060004606992	"Mig"	"PARP9"	"70-80"	"male"
"SH3KBP1"	2.43483077706809e-08	-1.58509843714329	0.471	0.599	0.000563614628275722	"Mig"	"SH3KBP1"	"70-80"	"male"
"ATM"	2.4393174080308e-08	0.993873664248943	0.292	0.178	0.000564653193610969	"Mig"	"ATM"	"70-80"	"male"
"ZFP36L1"	2.44775633218565e-08	-0.699862665358512	0.443	0.568	0.000566606635774333	"Mig"	"ZFP36L1"	"70-80"	"male"
"FAU"	2.50866272316141e-08	0.593635620791794	0.108	0.033	0.000580705247157403	"Mig"	"FAU"	"70-80"	"male"
"ERO1A"	2.55616187410731e-08	-0.850358837157653	0.081	0.178	0.000591700350618359	"Mig"	"ERO1A"	"70-80"	"male"
"CBWD1"	2.64243159121415e-08	0.351943122834609	0.287	0.161	0.000611670064734252	"Mig"	"CBWD1"	"70-80"	"male"
"PYGL"	3.20409199162294e-08	1.11378848876833	0.138	0.055	0.000741683214220877	"Mig"	"PYGL"	"70-80"	"male"
"TUBA1A"	3.21359170214045e-08	0.189358556762587	0.168	0.071	0.00074388220721147	"Mig"	"TUBA1A"	"70-80"	"male"
"RNF213"	3.26280048405721e-08	1.09004647414135	0.225	0.119	0.000755273056049564	"Mig"	"RNF213"	"70-80"	"male"
"IFI16"	3.37449293326338e-08	0.475647258072285	0.282	0.163	0.000781127624191806	"Mig"	"IFI16"	"70-80"	"male"
"NPIPB5"	3.50598106451465e-08	0.629500233097267	0.234	0.127	0.000811564496813852	"Mig"	"NPIPB5"	"70-80"	"male"
"C2orf68"	4.00017863324756e-08	-0.952599147108031	0.241	0.373	0.000925961350024144	"Mig"	"C2orf68"	"70-80"	"male"
"CBWD5"	4.25721762592482e-08	0.28858874292608	0.311	0.183	0.000985460736049077	"Mig"	"CBWD5"	"70-80"	"male"
"NBPF10"	4.44922777997673e-08	0.787634170486539	0.118	0.041	0.00102990724650901	"Mig"	"NBPF10"	"70-80"	"male"
"PTPRC"	4.68407570394289e-08	0.530107355709442	0.271	0.155	0.0010842698439487	"Mig"	"PTPRC"	"70-80"	"male"
"RAP2B"	5.21411694243338e-08	-1.02497764706193	0.166	0.282	0.00120696378983448	"Mig"	"RAP2B"	"70-80"	"male"
"SLC25A45"	5.21770363436804e-08	-1.12617566490243	0.035	0.105	0.00120779403728351	"Mig"	"SLC25A45"	"70-80"	"male"
"ACTB"	5.76161180257463e-08	-0.450335223624746	0.91	0.899	0.00133369790005998	"Mig"	"ACTB"	"70-80"	"male"
"SAMHD1"	5.90505812387661e-08	0.783416838167229	0.146	0.06	0.00136690285451496	"Mig"	"SAMHD1"	"70-80"	"male"
"SH3BGRL"	6.02950682250155e-08	1.16467807050156	0.105	0.034	0.00139571023927266	"Mig"	"SH3BGRL"	"70-80"	"male"
"GTF2H2C"	6.31713374366962e-08	0.839807352732104	0.11	0.038	0.00146229011898464	"Mig"	"GTF2H2C"	"70-80"	"male"
"CRLF3"	6.42133249307243e-08	-0.883821321319232	0.09	0.185	0.00148641004549641	"Mig"	"CRLF3"	"70-80"	"male"
"POMP"	7.73153745442759e-08	0.657652626051348	0.129	0.049	0.0017896962899509	"Mig"	"POMP"	"70-80"	"male"
"STOM"	7.98853941444586e-08	0.590707273881553	0.193	0.096	0.00184918710365593	"Mig"	"STOM"	"70-80"	"male"
"NUDT19"	8.06597907095903e-08	-0.881887078205004	0.051	0.13	0.0018671128353456	"Mig"	"NUDT19"	"70-80"	"male"
"MAST3"	8.28531228581105e-08	-1.12336607176387	0.044	0.118	0.00191788408791954	"Mig"	"MAST3"	"70-80"	"male"
"UPF2"	9.16163909594065e-08	1.22987012117489	0.152	0.067	0.00212073621792834	"Mig"	"UPF2"	"70-80"	"male"
"USP15"	9.29049363755454e-08	0.448127503782049	0.269	0.155	0.00215056346722112	"Mig"	"USP15"	"70-80"	"male"
"P2RY13"	9.51881023038045e-08	-0.922554983926409	0.118	0.22	0.00220341419212847	"Mig"	"P2RY13"	"70-80"	"male"
"PSME1"	9.57518366781235e-08	0.758722043450795	0.129	0.051	0.0022164635154252	"Mig"	"PSME1"	"70-80"	"male"
"COTL1"	9.97622452898279e-08	1.08332068793946	0.138	0.057	0.00230929645396894	"Mig"	"COTL1"	"70-80"	"male"
"H2BC8"	1.01135141964892e-07	-0.881115111292787	0.035	0.104	0.00234107626620332	"Mig"	"H2BC8"	"70-80"	"male"
"PCBD2"	1.02042171998514e-07	-0.175301243152757	0.038	0.109	0.0023620721974216	"Mig"	"PCBD2"	"70-80"	"male"
"TNRC6B"	1.03700074450218e-07	-0.755036351441011	0.425	0.535	0.00240044932337366	"Mig"	"TNRC6B"	"70-80"	"male"
"SDR42E1"	1.08580375821535e-07	-0.124374657816203	0.05	0.126	0.00251341853951689	"Mig"	"SDR42E1"	"70-80"	"male"
"KCTD12"	1.09794609000923e-07	0.42544456775264	0.262	0.153	0.00254152560915337	"Mig"	"KCTD12"	"70-80"	"male"
"CD74"	1.12704289238187e-07	0.31202387612884	0.903	0.818	0.00260887888728555	"Mig"	"CD74"	"70-80"	"male"
"IFITM2"	1.28316371508512e-07	0.631353738110257	0.117	0.042	0.00297026736767904	"Mig"	"IFITM2"	"70-80"	"male"
"PTPRE"	1.35274484578535e-07	1.11310289301892	0.157	0.071	0.00313133376902393	"Mig"	"PTPRE"	"70-80"	"male"
"HLA-DMA"	1.36559203979119e-07	0.320894376305432	0.202	0.101	0.00316107245370865	"Mig"	"HLA-DMA"	"70-80"	"male"
"EWSR1"	1.42612710221965e-07	0.911585486542875	0.124	0.048	0.00330119901621805	"Mig"	"EWSR1"	"70-80"	"male"
"DNAJC13"	1.75295260518049e-07	1.19294325158981	0.1	0.033	0.0040577346904718	"Mig"	"DNAJC13"	"70-80"	"male"
"BRD2"	1.80029829203113e-07	1.11461172513657	0.127	0.049	0.00416733048639365	"Mig"	"BRD2"	"70-80"	"male"
"TBL1XR1"	1.87066987168173e-07	-0.771832257660614	0.213	0.334	0.00433022661896887	"Mig"	"TBL1XR1"	"70-80"	"male"
"GLDN"	1.88227849124424e-07	0.790212874607854	0.275	0.164	0.00435709825153217	"Mig"	"GLDN"	"70-80"	"male"
"TRIM38"	1.92449141704887e-07	-0.861283309024107	0.179	0.297	0.00445481273218473	"Mig"	"TRIM38"	"70-80"	"male"
"SEPTIN7"	2.06487568626887e-07	0.760321281800223	0.109	0.038	0.00477977423857518	"Mig"	"SEPTIN7"	"70-80"	"male"
"HP1BP3"	2.18435310406685e-07	0.66220341750613	0.301	0.19	0.00505634056529394	"Mig"	"HP1BP3"	"70-80"	"male"
"DYNC1H1"	2.24629723307705e-07	1.13163007337033	0.1	0.033	0.00519972883512675	"Mig"	"DYNC1H1"	"70-80"	"male"
"STK17B"	2.26074731276363e-07	-1.17245856369284	0.058	0.135	0.00523317787958526	"Mig"	"STK17B"	"70-80"	"male"
"IL13RA1"	2.43863090107792e-07	0.645658060058997	0.183	0.092	0.00564494280981518	"Mig"	"IL13RA1"	"70-80"	"male"
"CRIPT"	2.57788373389242e-07	-1.26047934820876	0.049	0.122	0.00596728526721416	"Mig"	"CRIPT"	"70-80"	"male"
"LPAR6"	2.6497342220807e-07	0.715576839881452	0.369	0.248	0.0061336047772724	"Mig"	"LPAR6"	"70-80"	"male"
"SSR4"	2.66023656199582e-07	0.739265213781222	0.114	0.042	0.00615791559370793	"Mig"	"SSR4"	"70-80"	"male"
"C1orf174"	3.14343057624343e-07	-1.22011450370019	0.051	0.126	0.00727641309788828	"Mig"	"C1orf174"	"70-80"	"male"
"OGFRL1"	3.44419025458934e-07	0.64552500136679	0.16	0.075	0.00797261160132341	"Mig"	"OGFRL1"	"70-80"	"male"
"CPSF6"	3.61431335012041e-07	-1.10056009645196	0.155	0.256	0.00836641254285873	"Mig"	"CPSF6"	"70-80"	"male"
"YWHAE"	3.70733635633919e-07	-0.754257624177723	0.481	0.581	0.00858174219765396	"Mig"	"YWHAE"	"70-80"	"male"
"HNRNPC"	3.77049192398571e-07	0.561034351562551	0.124	0.049	0.00872793470564212	"Mig"	"HNRNPC"	"70-80"	"male"
"CTNNB1"	3.99965928674155e-07	-0.699310006536147	0.691	0.769	0.00925841131694935	"Mig"	"CTNNB1"	"70-80"	"male"
"SERPINB6"	4.27857883015604e-07	1.19957928280698	0.108	0.04	0.0099040542760452	"Mig"	"SERPINB6"	"70-80"	"male"
"EEF1B2P3"	4.28997678841705e-07	0.434309046240913	0.1	0.034	0.00993043826982779	"Mig"	"EEF1B2P3"	"70-80"	"male"
"RRBP1"	4.85831316425905e-07	1.36881257615541	0.108	0.04	0.0112460233126269	"Mig"	"RRBP1"	"70-80"	"male"
"ARHGAP26"	4.99123504488737e-07	1.11693702644518	0.109	0.041	0.0115537108819053	"Mig"	"ARHGAP26"	"70-80"	"male"
"FLCN"	5.09997368329124e-07	-1.05724309694128	0.359	0.465	0.0118054190820826	"Mig"	"FLCN"	"70-80"	"male"
"KLF6"	5.10038355609937e-07	0.260282301787623	0.497	0.349	0.0118063678556588	"Mig"	"KLF6"	"70-80"	"male"
"PRPS2"	5.87683390336119e-07	-1.2635766549494	0.036	0.1	0.0136036951195005	"Mig"	"PRPS2"	"70-80"	"male"
"GLG1"	5.95283049862874e-07	-0.749302223881144	0.087	0.175	0.0137796120382258	"Mig"	"GLG1"	"70-80"	"male"
"WWTR1"	6.33911305857051e-07	-1.03973753073674	0.129	0.22	0.014673778907979	"Mig"	"WWTR1"	"70-80"	"male"
"EIF3A"	6.41933482541069e-07	0.736001360893187	0.11	0.041	0.0148594762538607	"Mig"	"EIF3A"	"70-80"	"male"
"DNMT3A"	6.5245196707626e-07	-1.53271504967758	0.794	0.844	0.0151029581338813	"Mig"	"DNMT3A"	"70-80"	"male"
"ZNF638"	7.72906084965566e-07	0.847772298047981	0.12	0.049	0.0178912300547829	"Mig"	"ZNF638"	"70-80"	"male"
"APLP2"	7.84238071037453e-07	0.431133122706806	0.228	0.127	0.018153542868375	"Mig"	"APLP2"	"70-80"	"male"
"ETNK1"	8.21529199714313e-07	-0.727657236311607	0.278	0.393	0.0190167579149869	"Mig"	"ETNK1"	"70-80"	"male"
"CD99"	8.26613062347775e-07	0.553657904257137	0.105	0.038	0.0191344391672263	"Mig"	"CD99"	"70-80"	"male"
"HLA-DQB1"	8.57011814661078e-07	0.572192634135853	0.133	0.057	0.0198381094857746	"Mig"	"HLA-DQB1"	"70-80"	"male"
"CPVL"	1.00133326531544e-06	0.671237345408958	0.163	0.081	0.0231788624255219	"Mig"	"CPVL"	"70-80"	"male"
"JAK3"	1.05793765547054e-06	0.811476284880699	0.151	0.073	0.0244891408488321	"Mig"	"JAK3"	"70-80"	"male"
"POGZ"	1.11960683118627e-06	-1.15826590994481	0.085	0.167	0.0259166589282998	"Mig"	"POGZ"	"70-80"	"male"
"NAIPP3"	1.12735810780728e-06	0.34390212784514	0.101	0.037	0.026096085479523	"Mig"	"NAIPP3"	"70-80"	"male"
"TREM2"	1.24816805535017e-06	0.856002015886205	0.154	0.075	0.0288925941452458	"Mig"	"TREM2"	"70-80"	"male"
