"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"
"IRF2BP2"	2.38932497653107e-10	0.729351671547477	0.162	0.086	5.53080945567412e-06	"Mig"	"IRF2BP2"	"female"
"DNMT3A"	2.46444954042545e-10	-0.522957267067613	0.802	0.703	5.70470779617682e-06	"Mig"	"DNMT3A"	"female"
"SLC38A2"	2.50199140969e-10	0.839522640977864	0.182	0.106	5.79160971515041e-06	"Mig"	"SLC38A2"	"female"
"P2RY12"	2.53820822162897e-10	0.577240556472625	0.184	0.101	5.87544439142674e-06	"Mig"	"P2RY12"	"female"
"GLRX"	2.70941095067717e-10	-0.36855864312213	0.066	0.131	6.27174446862751e-06	"Mig"	"GLRX"	"female"
"MPHOSPH8"	3.08912002481881e-10	0.832992077769465	0.198	0.115	7.15069503345057e-06	"Mig"	"MPHOSPH8"	"female"
"COLGALT1"	3.22534507467879e-10	-0.51943207615517	0.2	0.3	7.46602877886647e-06	"Mig"	"COLGALT1"	"female"
"EIF1P5"	3.40445008636175e-10	-0.463059862584857	0.065	0.126	7.88062105991017e-06	"Mig"	"EIF1P5"	"female"
"GOLGA4"	4.54667551289324e-10	-0.644737099786574	0.141	0.227	1.05246444772453e-05	"Mig"	"GOLGA4"	"female"
"YWHAH"	5.10442717685668e-10	0.177781137554552	0.547	0.444	1.18157280289878e-05	"Mig"	"YWHAH"	"female"
"APOC1P1"	5.79683971651047e-10	-0.179778378757237	0.053	0.109	1.34185245757784e-05	"Mig"	"APOC1P1"	"female"
"MTCO2P12"	6.1363476894156e-10	0.549120118477221	0.372	0.274	1.42044176314592e-05	"Mig"	"MTCO2P12"	"female"
"CNOT9"	6.37633615207855e-10	-0.729914610598235	0.122	0.202	1.47599429248314e-05	"Mig"	"CNOT9"	"female"
"SESN3"	6.6810835418537e-10	0.248481896712243	0.12	0.054	1.54653721826829e-05	"Mig"	"SESN3"	"female"
"ARF6"	6.86556259469565e-10	-0.473009902796654	0.151	0.239	1.58924042942015e-05	"Mig"	"ARF6"	"female"
"ATXN7"	7.07030990525728e-10	0.584338041768115	0.265	0.174	1.63663533686895e-05	"Mig"	"ATXN7"	"female"
"MTCO3P12"	7.29949717116934e-10	0.428788780241209	0.405	0.293	1.68968760518228e-05	"Mig"	"MTCO3P12"	"female"
"SHTN1"	8.3962576661309e-10	0.815840591652876	0.199	0.117	1.94356572455598e-05	"Mig"	"SHTN1"	"female"
"NEAT1"	8.51209866002713e-10	0.396929006976942	0.766	0.7	1.97038059782308e-05	"Mig"	"NEAT1"	"female"
"NPIPB12"	8.57513962618495e-10	0.709021787134072	0.192	0.113	1.98497332066929e-05	"Mig"	"NPIPB12"	"female"
"CALM2"	8.92044227414964e-10	-0.441261431312303	0.433	0.558	2.06490397762016e-05	"Mig"	"CALM2"	"female"
"SORL1"	1.00377942327278e-09	0.36796123786689	0.458	0.374	2.32354860899184e-05	"Mig"	"SORL1"	"female"
"GAB3"	1.0151223451253e-09	-0.518474420116466	0.065	0.127	2.34980520449605e-05	"Mig"	"GAB3"	"female"
"HCLS1"	1.35336637520252e-09	-0.46578286239914	0.182	0.274	3.1327724853188e-05	"Mig"	"HCLS1"	"female"
"FTH1"	1.42276914787901e-09	-0.207205934361243	0.088	0.157	3.29342602351033e-05	"Mig"	"FTH1"	"female"
"CTSB"	1.42428559086377e-09	-0.55285952005908	0.54	0.621	3.29693628573147e-05	"Mig"	"CTSB"	"female"
"TOB1"	1.4336436263977e-09	0.739150900455847	0.118	0.054	3.31859826638541e-05	"Mig"	"TOB1"	"female"
"H2BC8"	1.50263750058032e-09	-0.26339908353036	0.059	0.119	3.47830528634334e-05	"Mig"	"H2BC8"	"female"
"SLIRP"	1.72864534681127e-09	-0.417892532994882	0.046	0.1	4.00146824879872e-05	"Mig"	"SLIRP"	"female"
"ATP5MD"	1.80692476114475e-09	-0.576503104696599	0.054	0.111	4.18266943709786e-05	"Mig"	"ATP5MD"	"female"
"ATP2C1"	1.87210060281201e-09	0.631756629303676	0.105	0.046	4.33353847538924e-05	"Mig"	"ATP2C1"	"female"
"PSMA7"	1.92884944491438e-09	-0.702787293022966	0.127	0.205	4.4649006950878e-05	"Mig"	"PSMA7"	"female"
"MYL6"	2.77677717814002e-09	-0.509643995276705	0.165	0.254	6.42768381195853e-05	"Mig"	"MYL6"	"female"
"COX7A2"	2.7840344663846e-09	-0.509516387284669	0.065	0.126	6.44448298278707e-05	"Mig"	"COX7A2"	"female"
"BTF3"	2.80434956629798e-09	-0.73021885993573	0.089	0.157	6.49150837606657e-05	"Mig"	"BTF3"	"female"
"GNAS"	2.89560588964561e-09	0.741262529316923	0.359	0.277	6.70274851335166e-05	"Mig"	"GNAS"	"female"
"DOCK4"	2.95344076838139e-09	0.527300042971292	0.248	0.163	6.83662469064925e-05	"Mig"	"DOCK4"	"female"
"SMURF2"	3.29088258578542e-09	0.819712732942946	0.134	0.068	7.6177350095761e-05	"Mig"	"SMURF2"	"female"
"NPIPB4"	4.80492009777473e-09	0.685244291204607	0.206	0.13	0.00011122429042329	"Mig"	"NPIPB4"	"female"
"GATM"	6.02346077622838e-09	0.813909647610415	0.103	0.046	0.000139431070048134	"Mig"	"GATM"	"female"
"MAF"	6.10760206345111e-09	-0.326091041529808	0.608	0.507	0.000141378772564766	"Mig"	"MAF"	"female"
"ANKRD12"	6.45229077096415e-09	0.559842687309765	0.182	0.111	0.000149357626766278	"Mig"	"ANKRD12"	"female"
"RBM5"	6.68145634845142e-09	0.427955212747098	0.143	0.077	0.000154662351553953	"Mig"	"RBM5"	"female"
"TLR5"	7.31217913642291e-09	0.845994514318138	0.21	0.136	0.000169262322649918	"Mig"	"TLR5"	"female"
"ETV6"	8.39812466648905e-09	-0.127150878600002	0.052	0.106	0.000194399789779888	"Mig"	"ETV6"	"female"
"EIF2S3"	8.56963511798346e-09	-0.634336533882111	0.321	0.423	0.000198369913711081	"Mig"	"EIF2S3"	"female"
"GSTP1"	9.17728112752888e-09	-0.65343706394479	0.068	0.127	0.000212435703540039	"Mig"	"GSTP1"	"female"
"DIP2A"	9.25855465287156e-09	0.902326862822542	0.144	0.078	0.000214317023104671	"Mig"	"DIP2A"	"female"
"SRPRB"	1.1069445156712e-08	-0.339789260644962	0.064	0.121	0.000256235516487568	"Mig"	"SRPRB"	"female"
"NAP1L1"	1.14582660566711e-08	0.408511116049489	0.208	0.131	0.000265235942679822	"Mig"	"NAP1L1"	"female"
"OTULINL"	1.38170923709994e-08	0.760483775290192	0.115	0.056	0.000319838054203894	"Mig"	"OTULINL"	"female"
"XPO1"	1.55350241116963e-08	0.55900863303648	0.119	0.06	0.000359604738137545	"Mig"	"XPO1"	"female"
"PYGL"	1.81381549100803e-08	-0.282389682616829	0.087	0.151	0.00041986200985854	"Mig"	"PYGL"	"female"
"SFMBT2"	2.24176487735244e-08	1.16782425440823	0.119	0.061	0.000518923733809542	"Mig"	"SFMBT2"	"female"
"SRGAP2C"	2.86211617675941e-08	0.0833306717278299	0.765	0.677	0.000662522652596267	"Mig"	"SRGAP2C"	"female"
"NDUFV3"	2.90014001914825e-08	-0.445275710146223	0.092	0.157	0.000671324411632438	"Mig"	"NDUFV3"	"female"
"PFKFB3"	2.96831698286469e-08	-0.78888143462015	0.065	0.121	0.000687106015193519	"Mig"	"PFKFB3"	"female"
"RBM6"	2.97118534115402e-08	0.434481604894124	0.588	0.504	0.000687769982770332	"Mig"	"RBM6"	"female"
"HLA-DRB6"	3.2715880119107e-08	-0.261641113523425	0.146	0.22	0.000757307192997089	"Mig"	"HLA-DRB6"	"female"
"FOS"	3.56095539142775e-08	1.02602863182257	0.144	0.082	0.000824289954007695	"Mig"	"FOS"	"female"
"PPIA"	4.07525555621786e-08	-0.37937812410424	0.111	0.181	0.00094334015615331	"Mig"	"PPIA"	"female"
"ANKRD36B"	4.27502100422757e-08	0.486959252571978	0.24	0.16	0.000989581862058599	"Mig"	"ANKRD36B"	"female"
"RASSF4"	4.7630393931878e-08	-0.811108834813417	0.097	0.16	0.00110254835873511	"Mig"	"RASSF4"	"female"
"BIN1"	4.93051641255131e-08	-0.407323026787958	0.171	0.253	0.00114131593917738	"Mig"	"BIN1"	"female"
"ANKRD44"	4.99889573296243e-08	0.105752549323499	0.275	0.191	0.00115714438426614	"Mig"	"ANKRD44"	"female"
"COX6A1"	5.05076099706546e-08	-0.678533800987562	0.071	0.129	0.00116915015560071	"Mig"	"COX6A1"	"female"
"LST1"	5.38923249756839e-08	-0.442430712895057	0.148	0.225	0.00124749953853713	"Mig"	"LST1"	"female"
"CORO1A"	5.85304597322824e-08	-0.417478586442365	0.09	0.152	0.00135486308188287	"Mig"	"CORO1A"	"female"
"MTCO2P2"	5.85660249608279e-08	0.641869778934954	0.285	0.204	0.00135568634579325	"Mig"	"MTCO2P2"	"female"
"CHORDC1"	5.86439359051739e-08	0.543135064985591	0.182	0.114	0.00135748982833297	"Mig"	"CHORDC1"	"female"
"LPAR6"	5.91849366111945e-08	0.792075654948169	0.338	0.263	0.00137001291267593	"Mig"	"LPAR6"	"female"
"RBX1"	7.18349890019803e-08	-0.589116530640936	0.065	0.119	0.00166283632541784	"Mig"	"RBX1"	"female"
"HLA-DPA1"	7.83902982965447e-08	-0.542223202284045	0.254	0.344	0.00181457862496842	"Mig"	"HLA-DPA1"	"female"
"CFL1"	8.19902892080306e-08	-0.257482501406843	0.188	0.27	0.00189791121458749	"Mig"	"CFL1"	"female"
"ST13"	9.39111775708347e-08	0.839674521956968	0.119	0.063	0.00217385593840968	"Mig"	"ST13"	"female"
"FCGR2A"	9.82249647615472e-08	-0.353901616355147	0.231	0.32	0.0022737114843003	"Mig"	"FCGR2A"	"female"
"DTX3L"	9.85758012731058e-08	-0.671965365112349	0.068	0.121	0.00228183264786985	"Mig"	"DTX3L"	"female"
"DNAJA1"	9.93685777756375e-08	0.360822076199043	0.109	0.056	0.00230018383835046	"Mig"	"DNAJA1"	"female"
"CREBRF"	1.00321863948757e-07	0.543684367068077	0.105	0.052	0.00232225050668583	"Mig"	"CREBRF"	"female"
"UQCRQ"	1.15735225957191e-07	-0.532318803889797	0.067	0.121	0.00267903901045705	"Mig"	"UQCRQ"	"female"
"HSBP1"	1.32398650252578e-07	-0.444514287735364	0.071	0.126	0.00306476395604667	"Mig"	"HSBP1"	"female"
"FXR1"	1.3918838128479e-07	0.257243978980411	0.133	0.075	0.00322193264998032	"Mig"	"FXR1"	"female"
"HMGB1"	1.43636550877825e-07	0.63313341792237	0.345	0.267	0.00332489887971988	"Mig"	"HMGB1"	"female"
"SH3KBP1"	1.45909447108995e-07	-0.131284152753472	0.575	0.478	0.00337751188167902	"Mig"	"SH3KBP1"	"female"
"TBXAS1"	1.47382256560794e-07	-0.364664210011214	0.095	0.156	0.00341160447486926	"Mig"	"TBXAS1"	"female"
"NPIPB3"	1.50617496557234e-07	0.636424535350534	0.182	0.116	0.00348649381030685	"Mig"	"NPIPB3"	"female"
"PLSCR1"	1.6900796297165e-07	-0.425456099812162	0.088	0.147	0.00391219632686775	"Mig"	"PLSCR1"	"female"
"COX4I1"	1.78744375225333e-07	-0.467731328322668	0.081	0.138	0.00413757479771602	"Mig"	"COX4I1"	"female"
"PSIP1"	1.8032865738528e-07	0.769716590552688	0.125	0.068	0.00417424776115447	"Mig"	"PSIP1"	"female"
"GNG5"	2.10442265694467e-07	-0.110294995550556	0.066	0.119	0.00487131756629553	"Mig"	"GNG5"	"female"
"ID2"	2.13409623329066e-07	-0.217364948402019	0.07	0.125	0.00494000596082122	"Mig"	"ID2"	"female"
"CYTB"	2.71423076718031e-07	0.466053826135009	0.56	0.484	0.00628290137986898	"Mig"	"CYTB"	"female"
"KMT2A"	2.85453009987554e-07	1.29257843858417	0.106	0.055	0.00660766627519191	"Mig"	"KMT2A"	"female"
"LYST"	2.87067753269751e-07	0.945508314380427	0.101	0.051	0.0066450443526882	"Mig"	"LYST"	"female"
"CCDC117"	3.04713080245146e-07	0.765557689853972	0.119	0.064	0.00705349838151464	"Mig"	"CCDC117"	"female"
"CFLAR"	3.23364979318377e-07	0.688847195292901	0.139	0.082	0.00748525254126178	"Mig"	"CFLAR"	"female"
"CRLF3"	3.36457781540025e-07	0.355008894311225	0.14	0.082	0.00778832472708849	"Mig"	"CRLF3"	"female"
"SOCS6"	3.53672411876529e-07	0.463062838455658	0.114	0.061	0.00818680899011788	"Mig"	"SOCS6"	"female"
"SBNO1"	3.55404240124951e-07	0.420101222264695	0.178	0.114	0.00822689735041237	"Mig"	"SBNO1"	"female"
"PGK1"	3.72232038288129e-07	-0.409296307751155	0.057	0.106	0.00861642722229361	"Mig"	"PGK1"	"female"
"SEC62"	3.76813509973115e-07	-0.306512026427994	0.114	0.181	0.00872247912885766	"Mig"	"SEC62"	"female"
"MSR1"	4.30586928732366e-07	-0.672608630663791	0.274	0.356	0.0099672262262968	"Mig"	"MSR1"	"female"
"ATP5MG"	4.46318348703856e-07	-0.239448437940239	0.098	0.159	0.0103313771357969	"Mig"	"ATP5MG"	"female"
"SKIL"	4.83444998895356e-07	0.296787043609295	0.434	0.353	0.0111907848344297	"Mig"	"SKIL"	"female"
"PNRC1"	4.99813142442934e-07	0.452768503715344	0.142	0.084	0.011569674621269	"Mig"	"PNRC1"	"female"
"KIAA1109"	5.10763996340047e-07	0.693533767449909	0.141	0.084	0.0118231649872794	"Mig"	"KIAA1109"	"female"
"HLA-DRA"	5.46638741234708e-07	-0.63785811803731	0.449	0.537	0.012653593582101	"Mig"	"HLA-DRA"	"female"
"NHSL1"	5.90014515041543e-07	0.513403417826083	0.211	0.141	0.0136576559941816	"Mig"	"NHSL1"	"female"
"CSF3R"	7.88506549366213e-07	-0.0533487280474665	0.117	0.183	0.0182523496047291	"Mig"	"CSF3R"	"female"
"PPP3CA"	8.03172021672892e-07	0.420083764319821	0.396	0.318	0.0185918259576841	"Mig"	"PPP3CA"	"female"
"HMGB1P5"	8.23262975497695e-07	0.54568512987545	0.266	0.194	0.0190568913568206	"Mig"	"HMGB1P5"	"female"
"VAPA"	8.36918453909576e-07	-0.340995087542572	0.101	0.161	0.0193729883710989	"Mig"	"VAPA"	"female"
"GLDN"	8.43959905787793e-07	-0.728024187190306	0.241	0.324	0.0195359838991758	"Mig"	"GLDN"	"female"
"TAF1D"	8.46767527145042e-07	-0.610635098813155	0.093	0.149	0.0196009747183534	"Mig"	"TAF1D"	"female"
"ERO1A"	9.40792235036158e-07	-0.605290600566913	0.072	0.123	0.021777458656617	"Mig"	"ERO1A"	"female"
"SRSF7"	9.5430927945881e-07	0.0478218052366042	0.059	0.106	0.0220903512009125	"Mig"	"SRSF7"	"female"
"TACC1"	9.66222783087974e-07	0.714291752908342	0.135	0.081	0.0223661249829204	"Mig"	"TACC1"	"female"
"BRD4"	9.69543957999904e-07	0.389413734573139	0.25	0.181	0.0224430035397818	"Mig"	"BRD4"	"female"
"NIPBL"	1.0103248669196e-06	0.621344951806767	0.166	0.106	0.0233870000194549	"Mig"	"NIPBL"	"female"
"TNRC6B"	1.06801488137907e-06	0.339175776988779	0.43	0.354	0.0247224084741628	"Mig"	"TNRC6B"	"female"
"VPS29"	1.08461164030606e-06	-0.273052830885228	0.071	0.121	0.0251065902498046	"Mig"	"VPS29"	"female"
"EEF1B2"	1.12183351315392e-06	-0.446591665632388	0.109	0.169	0.025968202162487	"Mig"	"EEF1B2"	"female"
"TLN2"	1.15729068061824e-06	-0.468124999198684	0.089	0.144	0.026788964674951	"Mig"	"TLN2"	"female"
"DHRS7"	1.18004736965697e-06	-0.40772829595227	0.068	0.117	0.0273157365128196	"Mig"	"DHRS7"	"female"
"WASF2"	1.30007698345878e-06	0.711952683267089	0.168	0.107	0.0300941820131039	"Mig"	"WASF2"	"female"
"PRR13"	1.3044695023778e-06	-0.456452149038086	0.075	0.126	0.0301958600410413	"Mig"	"PRR13"	"female"
"IFNGR2"	1.4570495334703e-06	-0.357615164094377	0.161	0.231	0.0337277826007706	"Mig"	"IFNGR2"	"female"
"LSM12"	1.45788462392852e-06	-0.459481648091275	0.057	0.102	0.0337471132746974	"Mig"	"LSM12"	"female"
"BPTF"	1.52077687934428e-06	0.600217575909684	0.147	0.092	0.0352029432030615	"Mig"	"BPTF"	"female"
"GPBP1L1"	1.63709699025295e-06	0.370924763154855	0.125	0.072	0.0378955211303752	"Mig"	"GPBP1L1"	"female"
"ATF6"	1.63851377452811e-06	-0.387348501612159	0.077	0.127	0.0379283168527767	"Mig"	"ATF6"	"female"
"TAPBP"	1.71159540938111e-06	-0.270250514762428	0.104	0.161	0.0396200105363539	"Mig"	"TAPBP"	"female"
"EZR"	1.8276846581482e-06	-0.445001850571949	0.087	0.14	0.0423072444668145	"Mig"	"EZR"	"female"
"HNRNPL"	1.90769964267752e-06	-0.327908741249819	0.637	0.564	0.0441594313286993	"Mig"	"HNRNPL"	"female"
"LRRFIP1"	1.9218820507469e-06	-0.171329011376152	0.134	0.199	0.0444877257106892	"Mig"	"LRRFIP1"	"female"
"ST6GAL1"	1.98315612803151e-06	-0.760363175268105	0.146	0.215	0.0459060980516734	"Mig"	"ST6GAL1"	"female"
"CEBPB"	2.03424666089447e-06	-0.566177217315668	0.106	0.163	0.0470887417063851	"Mig"	"CEBPB"	"female"
"FKBP1A"	2.05515170762484e-06	-0.413816572414899	0.115	0.175	0.0475726517280999	"Mig"	"FKBP1A"	"female"
"DNAJB6"	2.14408962663289e-06	1.01041358998606	0.155	0.101	0.0496313866772981	"Mig"	"DNAJB6"	"female"
"CNOT7"	2.25106658832167e-06	0.634392578988865	0.195	0.132	0.05210768938647	"Mig"	"CNOT7"	"female"
"HSPA8"	2.29975019750024e-06	0.68001725787504	0.276	0.21	0.0532346175717355	"Mig"	"HSPA8"	"female"
"ARID1B"	2.35214367975168e-06	0.628706292057839	0.203	0.141	0.054447421898892	"Mig"	"ARID1B"	"female"
"ATP5MC2"	2.43248179563463e-06	-0.300309337135727	0.075	0.126	0.0563070886053504	"Mig"	"ATP5MC2"	"female"
"ATP5ME"	2.50930785288327e-06	-0.435410388752991	0.096	0.151	0.0580854581785419	"Mig"	"ATP5ME"	"female"
"MTDH"	2.95966302117444e-06	-0.57274749913418	0.122	0.182	0.0685102796141459	"Mig"	"MTDH"	"female"
"YIPF4"	3.01941031871219e-06	0.564101043665504	0.101	0.055	0.0698933100575498	"Mig"	"YIPF4"	"female"
"TSPYL1"	3.87999853577189e-06	-0.630473488571989	0.158	0.222	0.0898142061060478	"Mig"	"TSPYL1"	"female"
"CD53"	3.91587405415261e-06	-0.480715466194513	0.145	0.208	0.0906446526055247	"Mig"	"CD53"	"female"
"AKAP9"	4.49147369007333e-06	0.844654335468261	0.216	0.157	0.103968632977817	"Mig"	"AKAP9"	"female"
"PREX1"	4.51944420755186e-06	-0.286754433834941	0.083	0.134	0.10461609451641	"Mig"	"PREX1"	"female"
"DAD1"	4.55195796264327e-06	-0.330968814147268	0.057	0.1	0.105368722919267	"Mig"	"DAD1"	"female"
"ANKRD36"	4.62545440808289e-06	0.368102776271082	0.264	0.195	0.107070018638303	"Mig"	"ANKRD36"	"female"
"RGPD6"	4.76678023661016e-06	0.504885844373511	0.127	0.077	0.110341428917052	"Mig"	"RGPD6"	"female"
"AFMID"	5.23214744207627e-06	-0.570463670161563	0.095	0.146	0.121113748989182	"Mig"	"AFMID"	"female"
"MALAT1"	5.47317859011427e-06	0.0290323823086522	1	0.996	0.126693138003965	"Mig"	"MALAT1"	"female"
"MTND1P23"	5.51898680015252e-06	0.511043250436547	0.283	0.217	0.127753506449931	"Mig"	"MTND1P23"	"female"
"GAS5"	6.12925904523221e-06	-0.661799471406494	0.064	0.108	0.141880088379035	"Mig"	"GAS5"	"female"
"SLC4A7"	7.82641088755448e-06	0.63113829714166	0.226	0.167	0.181165759225111	"Mig"	"SLC4A7"	"female"
"CBWD5"	7.89917261182225e-06	-0.305467651554861	0.26	0.331	0.182850047618461	"Mig"	"CBWD5"	"female"
"RGPD5"	8.51344178311884e-06	0.59648744430754	0.155	0.101	0.197069150395635	"Mig"	"RGPD5"	"female"
"PIAS2"	9.16768608433544e-06	0.57414054745881	0.111	0.064	0.212213597480197	"Mig"	"PIAS2"	"female"
"MIS18BP1"	9.21390171591367e-06	0.902741533882391	0.19	0.135	0.21328339691997	"Mig"	"MIS18BP1"	"female"
"SPP1"	9.76092347449897e-06	-0.0593822574664413	0.879	0.755	0.225945856587702	"Mig"	"SPP1"	"female"
"SLA"	1.01744418789464e-05	-0.0321365852121616	0.092	0.144	0.235517980613851	"Mig"	"SLA"	"female"
"ALOX5"	1.02986773912376e-05	0.303238405825109	0.064	0.109	0.238393784252368	"Mig"	"ALOX5"	"female"
"SAFB2"	1.03886142296735e-05	0.156987326228078	0.111	0.064	0.240475642188482	"Mig"	"SAFB2"	"female"
"SEL1L"	1.08356881626983e-05	-0.579851275143953	0.179	0.241	0.25082450959014	"Mig"	"SEL1L"	"female"
"TGFBR1"	1.10169693373303e-05	-0.702726330134821	0.153	0.213	0.255020806220521	"Mig"	"TGFBR1"	"female"
"PRPF4B"	1.11127373974667e-05	0.491160135751081	0.169	0.116	0.257237645276559	"Mig"	"PRPF4B"	"female"
"GPBP1"	1.12855188162752e-05	0.685061097261474	0.102	0.058	0.261237189559138	"Mig"	"GPBP1"	"female"
"PDS5B"	1.16254034710007e-05	0.51816235885904	0.132	0.083	0.269104839546725	"Mig"	"PDS5B"	"female"
"CLTC"	1.17633896888977e-05	-0.538175803344223	0.112	0.168	0.272298944518603	"Mig"	"CLTC"	"female"
"MOB1B"	1.25155391834914e-05	0.217652672321704	0.135	0.086	0.289709701019458	"Mig"	"MOB1B"	"female"
"BOD1L1"	1.26178558718991e-05	0.128977912897716	0.224	0.165	0.29207812772272	"Mig"	"BOD1L1"	"female"
"RHOB"	1.33564097284806e-05	0.527064553622896	0.106	0.062	0.309174172394868	"Mig"	"RHOB"	"female"
"C3"	1.37685915073347e-05	0.0376843737231654	0.515	0.436	0.318715356211784	"Mig"	"C3"	"female"
"RICTOR"	1.39742436930516e-05	0.41556773337229	0.102	0.059	0.323475793006758	"Mig"	"RICTOR"	"female"
"ATRX"	1.47409313202817e-05	0.786152223388668	0.22	0.162	0.341223078201881	"Mig"	"ATRX"	"female"
"ATP6V0B"	1.56144398912758e-05	-0.282229796775486	0.108	0.161	0.361443054603252	"Mig"	"ATP6V0B"	"female"
"RANBP2"	1.5735744813151e-05	0.483538287798401	0.149	0.097	0.36425102093482	"Mig"	"RANBP2"	"female"
"MTA2"	1.72962013689018e-05	0.37314432523776	0.332	0.266	0.400372469287338	"Mig"	"MTA2"	"female"
"PDZD8"	1.74332242337372e-05	0.615763287392046	0.112	0.068	0.40354427456255	"Mig"	"PDZD8"	"female"
"HNRNPA1"	1.88764526370145e-05	-0.374183365088501	0.139	0.197	0.436952125641611	"Mig"	"HNRNPA1"	"female"
"PSMA3-AS1"	2.09112869130061e-05	-0.611577726343774	0.238	0.312	0.484054469462265	"Mig"	"PSMA3-AS1"	"female"
"INPP5D"	2.11270519162108e-05	0.391740404601847	0.178	0.125	0.489048997756449	"Mig"	"INPP5D"	"female"
"TMEM19"	2.14515336385676e-05	0.389661961422839	0.13	0.083	0.496560100665563	"Mig"	"TMEM19"	"female"
"TSC22D2"	2.18078124609853e-05	0.0661532737592569	0.189	0.131	0.504807242846889	"Mig"	"TSC22D2"	"female"
"ARPC3"	2.26229844452064e-05	-0.127605240475196	0.108	0.162	0.523676843937638	"Mig"	"ARPC3"	"female"
"NDUFB2"	2.27562417655595e-05	-0.401830826762205	0.102	0.153	0.52676148438917	"Mig"	"NDUFB2"	"female"
"UBE2B"	2.41642908885397e-05	0.636952805602641	0.207	0.152	0.559355005487918	"Mig"	"UBE2B"	"female"
"ELMO1"	2.52319621442728e-05	0.250320681237257	0.331	0.268	0.584069459715626	"Mig"	"ELMO1"	"female"
"VPS13C"	2.65039218413505e-05	0.354430780400601	0.287	0.23	0.613512782783582	"Mig"	"VPS13C"	"female"
"JMJD1C"	2.81278001867646e-05	0.0984689975794444	0.161	0.11	0.651102318723227	"Mig"	"JMJD1C"	"female"
"MERTK"	2.82843462538333e-05	-0.310371915154464	0.091	0.14	0.654726047083734	"Mig"	"MERTK"	"female"
"SIGLEC14"	3.06216236773813e-05	0.570255885574336	0.267	0.213	0.708829344884022	"Mig"	"SIGLEC14"	"female"
"RAC1"	3.12506060243646e-05	-0.512124408821661	0.227	0.294	0.723389028251992	"Mig"	"RAC1"	"female"
"ATP1B1"	3.17073716551147e-05	0.137723131482684	0.146	0.095	0.733962239072595	"Mig"	"ATP1B1"	"female"
"MBNL1"	3.191356578774e-05	0.71007608433766	0.16	0.11	0.738735220854606	"Mig"	"MBNL1"	"female"
"HMGN3"	3.2756047616016e-05	-0.631012392621563	0.069	0.111	0.758236990215539	"Mig"	"HMGN3"	"female"
"RACK1"	3.32462080248904e-05	-0.657108002207348	0.154	0.213	0.769583223360164	"Mig"	"RACK1"	"female"
"ADGRG1"	3.44482239542713e-05	-0.268605165394395	0.231	0.299	0.797407488093472	"Mig"	"ADGRG1"	"female"
"ETS2"	3.54233338231771e-05	0.0565138759310775	0.077	0.121	0.819979331338904	"Mig"	"ETS2"	"female"
"TUBAP2"	3.64185684754758e-05	-0.486370938190388	0.08	0.121	0.843017023070314	"Mig"	"TUBAP2"	"female"
"IL18"	3.83163132263701e-05	-0.40375216442672	0.095	0.142	0.886946018564015	"Mig"	"IL18"	"female"
"USP34"	3.85134540225339e-05	0.605833077318824	0.113	0.07	0.891509433713615	"Mig"	"USP34"	"female"
"YWHAE"	4.05535511668138e-05	-0.390398505924403	0.386	0.471	0.938733602409406	"Mig"	"YWHAE"	"female"
"THAP5"	4.08174691230413e-05	-0.460269952017018	0.072	0.114	0.944842775260159	"Mig"	"THAP5"	"female"
"ARID4A"	4.24393161936023e-05	0.726020880729782	0.143	0.097	0.982385291249505	"Mig"	"ARID4A"	"female"
"OGFRL1"	4.38907826756521e-05	0.658247476505588	0.2	0.15	1	"Mig"	"OGFRL1"	"female"
"CCNL1"	4.52089957479561e-05	0.157838386808777	0.095	0.144	1	"Mig"	"CCNL1"	"female"
"PHIP"	4.53382801798115e-05	0.647864336188317	0.136	0.09	1	"Mig"	"PHIP"	"female"
"TMED2"	4.57089502748034e-05	-0.85014607122643	0.229	0.3	1	"Mig"	"TMED2"	"female"
"ANKRD36C"	5.12329073851577e-05	0.3530678440033	0.244	0.181	1	"Mig"	"ANKRD36C"	"female"
"EEF1A1P19"	5.54361918507794e-05	-0.127000797011687	0.141	0.196	1	"Mig"	"EEF1A1P19"	"female"
"SSU72"	5.61173409600935e-05	-0.853642751141824	0.064	0.102	1	"Mig"	"SSU72"	"female"
"HLA-DMB"	5.98203155096404e-05	-0.408317396613033	0.132	0.188	1	"Mig"	"HLA-DMB"	"female"
"PFDN5"	6.51035222769423e-05	-0.954823392800902	0.119	0.169	1	"Mig"	"PFDN5"	"female"
"PDIA4"	6.93504690849107e-05	-0.410422346879832	0.168	0.224	1	"Mig"	"PDIA4"	"female"
"SPCS3"	7.08985517665497e-05	-0.232500891272943	0.146	0.201	1	"Mig"	"SPCS3"	"female"
"MT1X"	7.4732826070868e-05	0.397452756910351	0.125	0.082	1	"Mig"	"MT1X"	"female"
"KLF6"	7.82648232027081e-05	-0.0572388322179136	0.396	0.333	1	"Mig"	"KLF6"	"female"
"HNRNPDL"	7.84609571228399e-05	-0.568419748721157	0.172	0.227	1	"Mig"	"HNRNPDL"	"female"
"SEC22B"	8.93905592032773e-05	-0.696704016447417	0.16	0.215	1	"Mig"	"SEC22B"	"female"
"SETD5"	9.16141445676601e-05	0.290256558405689	0.114	0.072	1	"Mig"	"SETD5"	"female"
