"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"
"STAT3"	0.594378854119843	0.078506847548637	0.246	0.241	1	"Mig"	"STAT3"	"female"
"TOR1AIP2"	0.596421322147563	-0.355049354290936	0.194	0.201	1	"Mig"	"TOR1AIP2"	"female"
"TPT1"	0.596887831154059	-0.395365337727813	0.564	0.549	1	"Mig"	"TPT1"	"female"
"EIF3A"	0.599558201326084	-0.362239121784529	0.105	0.111	1	"Mig"	"EIF3A"	"female"
"STRN3"	0.599998990687366	0.12557488794084	0.12	0.117	1	"Mig"	"STRN3"	"female"
"FGL2"	0.614268589239941	0.174533498526821	0.158	0.154	1	"Mig"	"FGL2"	"female"
"FYB1"	0.614483179035104	0.0187937492776635	0.341	0.338	1	"Mig"	"FYB1"	"female"
"TSPAN14"	0.615655039322893	-0.0132946812971926	0.228	0.243	1	"Mig"	"TSPAN14"	"female"
"MEF2C"	0.616116359790136	0.0733304642114354	0.304	0.304	1	"Mig"	"MEF2C"	"female"
"MFSD1"	0.634415238149371	0.151839329884613	0.113	0.121	1	"Mig"	"MFSD1"	"female"
"ATP6V1B2"	0.640464641233596	-0.153245652239152	0.106	0.111	1	"Mig"	"ATP6V1B2"	"female"
"APBB1IP"	0.64843668105396	-0.0531286937230662	0.186	0.194	1	"Mig"	"APBB1IP"	"female"
"RNF2"	0.649439678071365	-0.230515989423006	0.1	0.095	1	"Mig"	"RNF2"	"female"
"GDI2"	0.650638142818773	-0.152674786776678	0.122	0.118	1	"Mig"	"GDI2"	"female"
"HTRA1"	0.651440151839008	0.00693583442578727	0.116	0.112	1	"Mig"	"HTRA1"	"female"
"SELPLG"	0.652458359152862	-0.411858713475493	0.19	0.186	1	"Mig"	"SELPLG"	"female"
"TASOR"	0.656780694170486	-0.128170087744218	0.097	0.102	1	"Mig"	"TASOR"	"female"
"COPG1"	0.658871954017161	-0.0939487896113549	0.142	0.137	1	"Mig"	"COPG1"	"female"
"ZEB2"	0.668923918713327	0.178530170932499	0.21	0.21	1	"Mig"	"ZEB2"	"female"
"NSD3"	0.670906796492877	0.359202416125331	0.094	0.101	1	"Mig"	"NSD3"	"female"
"NORAD"	0.673980780289751	0.374237662903326	0.157	0.166	1	"Mig"	"NORAD"	"female"
"SERF2"	0.677258735593365	0.0082956003264929	0.334	0.335	1	"Mig"	"SERF2"	"female"
"RBM47"	0.681960762798081	0.36057195153807	0.108	0.105	1	"Mig"	"RBM47"	"female"
"FOXN3"	0.688069245697784	-0.131871877243583	0.128	0.123	1	"Mig"	"FOXN3"	"female"
"SGK1"	0.688790040516796	0.425688118884709	0.154	0.154	1	"Mig"	"SGK1"	"female"
"DR1"	0.68919161565431	-0.163706077342063	0.168	0.177	1	"Mig"	"DR1"	"female"
"HIF1A"	0.691481238230932	0.404341532596845	0.151	0.151	1	"Mig"	"HIF1A"	"female"
"CX3CR1"	0.704644853552243	-0.187523880553858	0.237	0.25	1	"Mig"	"CX3CR1"	"female"
"PRRC2C"	0.705483390317689	-0.230420405769946	0.297	0.3	1	"Mig"	"PRRC2C"	"female"
"CPVL"	0.706029594214358	0.182825914757344	0.159	0.158	1	"Mig"	"CPVL"	"female"
"KPNB1"	0.709516345898452	-0.069445902650739	0.112	0.117	1	"Mig"	"KPNB1"	"female"
"USP15"	0.710329053875426	0.172091599149705	0.213	0.215	1	"Mig"	"USP15"	"female"
"MTRNR2L1"	0.712996423421198	-0.117625792351977	0.177	0.165	1	"Mig"	"MTRNR2L1"	"female"
"ME2"	0.722183523418823	0.0705885343603452	0.098	0.104	1	"Mig"	"ME2"	"female"
"TREM2"	0.72399425443433	-0.0738559712728217	0.166	0.165	1	"Mig"	"TREM2"	"female"
"CYBB"	0.726202884046996	-0.480528194421117	0.811	0.811	1	"Mig"	"CYBB"	"female"
"SMU1"	0.729945842292316	-0.197695828027585	0.178	0.182	1	"Mig"	"SMU1"	"female"
"CEP350"	0.738846645812977	0.57979706237938	0.139	0.146	1	"Mig"	"CEP350"	"female"
"STX7"	0.741743493712629	0.0532247398518546	0.115	0.113	1	"Mig"	"STX7"	"female"
"TNFRSF13C"	0.745266455577904	0.0867133493440102	0.179	0.18	1	"Mig"	"TNFRSF13C"	"female"
"RB1"	0.745709322257001	0.237171330653927	0.143	0.151	1	"Mig"	"RB1"	"female"
"LUC7L3"	0.751313826274129	0.138049611294569	0.279	0.284	1	"Mig"	"LUC7L3"	"female"
"CTTNBP2NL"	0.75479224846334	-0.240276265464482	0.108	0.106	1	"Mig"	"CTTNBP2NL"	"female"
"TMEM59"	0.757396071265691	0.213377013422916	0.1	0.099	1	"Mig"	"TMEM59"	"female"
"CXCL16"	0.758618972691672	0.264746825088385	0.106	0.104	1	"Mig"	"CXCL16"	"female"
"WWTR1"	0.760147383576348	0.00584393706004815	0.107	0.111	1	"Mig"	"WWTR1"	"female"
"PCMTD1"	0.77112235999117	-0.0846903013979938	0.215	0.211	1	"Mig"	"PCMTD1"	"female"
"NASP"	0.772808235844645	0.146012529998248	0.097	0.101	1	"Mig"	"NASP"	"female"
"PTMA"	0.781338929163929	-0.186175811938656	0.473	0.473	1	"Mig"	"PTMA"	"female"
"THRAP3"	0.784027902668379	0.0361008581822575	0.277	0.288	1	"Mig"	"THRAP3"	"female"
"CD47"	0.784044403081752	-0.0358044735473635	0.108	0.111	1	"Mig"	"CD47"	"female"
"YBX1"	0.787006980507772	0.0747822182920221	0.238	0.239	1	"Mig"	"YBX1"	"female"
"RSRC1"	0.78883301350866	-0.254325697376493	0.116	0.121	1	"Mig"	"RSRC1"	"female"
"FUBP1"	0.791281422073036	-0.417762109943652	0.231	0.239	1	"Mig"	"FUBP1"	"female"
"AP1G1"	0.798034039254291	-0.310918826075654	0.189	0.184	1	"Mig"	"AP1G1"	"female"
"SRGN"	0.799258548809181	0.0322179770786502	0.196	0.197	1	"Mig"	"SRGN"	"female"
"BCLAF1"	0.800048882814985	0.0436839221602936	0.131	0.136	1	"Mig"	"BCLAF1"	"female"
"SP110"	0.801379318071177	-0.106982216748406	0.106	0.103	1	"Mig"	"SP110"	"female"
"CALM1"	0.809110297198558	0.189504396377548	0.21	0.22	1	"Mig"	"CALM1"	"female"
"MEF2A"	0.81117266637554	-0.0209152343975045	0.285	0.289	1	"Mig"	"MEF2A"	"female"
"HNRNPK"	0.813449014518323	-0.217250321777515	0.154	0.153	1	"Mig"	"HNRNPK"	"female"
"EXOSC6"	0.814776450031129	-0.355323698888234	0.177	0.173	1	"Mig"	"EXOSC6"	"female"
"GLUL"	0.81831695305253	0.0803881920882481	0.182	0.189	1	"Mig"	"GLUL"	"female"
"NKTR"	0.823125830976087	0.390529405002894	0.182	0.185	1	"Mig"	"NKTR"	"female"
"RNF213"	0.827150768968595	-0.0566403949818706	0.155	0.153	1	"Mig"	"RNF213"	"female"
"RTN4"	0.832235667773216	-0.297798297342495	0.161	0.161	1	"Mig"	"RTN4"	"female"
"SRGAP1"	0.835888500135421	0.0755122770057819	0.104	0.107	1	"Mig"	"SRGAP1"	"female"
"HNRNPH2"	0.837390232849997	0.140170330187379	0.105	0.107	1	"Mig"	"HNRNPH2"	"female"
"CCT6A"	0.851376796370157	-0.0372379482086369	0.122	0.126	1	"Mig"	"CCT6A"	"female"
"COX1"	0.858046795420282	0.00317309943194122	0.512	0.533	1	"Mig"	"COX1"	"female"
"CCND2"	0.860481201121224	-0.60290460958645	0.125	0.127	1	"Mig"	"CCND2"	"female"
"ARPC1B"	0.864313659876301	-0.268127826251541	0.118	0.117	1	"Mig"	"ARPC1B"	"female"
"GNAI2"	0.865849891474945	0.39846062552966	0.135	0.136	1	"Mig"	"GNAI2"	"female"
"PPIG"	0.868991784917533	0.00164417949413487	0.132	0.132	1	"Mig"	"PPIG"	"female"
"STT3A"	0.86957204073283	-0.658132512755633	0.183	0.185	1	"Mig"	"STT3A"	"female"
"ANAPC16"	0.874705354354074	0.348923329902414	0.114	0.118	1	"Mig"	"ANAPC16"	"female"
"LPCAT2"	0.874992053006968	0.137788895170698	0.2	0.204	1	"Mig"	"LPCAT2"	"female"
"RGS10"	0.883935739331958	0.0687474166152486	0.142	0.147	1	"Mig"	"RGS10"	"female"
"ADORA3"	0.886826518933343	0.0660074978400567	0.144	0.144	1	"Mig"	"ADORA3"	"female"
"CASP2"	0.905636671107731	-0.179566495462814	0.098	0.1	1	"Mig"	"CASP2"	"female"
"TBL1XR1"	0.905952854459979	-0.607937844140583	0.233	0.235	1	"Mig"	"TBL1XR1"	"female"
"PPP6R3"	0.90663944121456	0.506333740605988	0.128	0.128	1	"Mig"	"PPP6R3"	"female"
"UPF2"	0.907751312172786	0.00120486840174827	0.122	0.124	1	"Mig"	"UPF2"	"female"
"EIF5"	0.919020129603482	0.136485007011621	0.135	0.14	1	"Mig"	"EIF5"	"female"
"TTC3"	0.931537295417531	0.244484613452159	0.151	0.154	1	"Mig"	"TTC3"	"female"
"H3-5"	0.956094107604646	-0.197685160017577	0.134	0.131	1	"Mig"	"H3-5"	"female"
"FTL"	0.969061782617758	-0.266352224552966	0.831	0.748	1	"Mig"	"FTL"	"female"
"MARCKS"	0.974663036929623	-0.366791945310008	0.647	0.657	1	"Mig"	"MARCKS"	"female"
"CARD8"	0.977580205227222	0.197135060503834	0.132	0.133	1	"Mig"	"CARD8"	"female"
"SRP14"	0.978930134779197	0.119234403068504	0.138	0.141	1	"Mig"	"SRP14"	"female"
"ST3GAL6"	0.983668872164373	-0.0564798925949883	0.122	0.121	1	"Mig"	"ST3GAL6"	"female"
"GRN"	0.987477503966713	0.175914124088402	0.108	0.11	1	"Mig"	"GRN"	"female"
"CPEB4"	0.991973531695511	-0.187635894048628	0.14	0.141	1	"Mig"	"CPEB4"	"female"
"C2orf68"	0.992824969174481	-0.317283267813262	0.225	0.225	1	"Mig"	"C2orf68"	"female"
"ATP6V0E1"	0.994646637214672	0.105148666933284	0.111	0.112	1	"Mig"	"ATP6V0E1"	"female"
"PAQR7"	0.995111445083171	-0.266937158725393	0.145	0.145	1	"Mig"	"PAQR7"	"female"
