"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"disease"
"MS4A7"	0.00149886464035769	0.435087480735827	0.184	0.131	1	"Mig"	"MS4A7"	"N"
"PARP14"	0.00153108034245965	0.0867030399980231	0.198	0.143	1	"Mig"	"PARP14"	"N"
"ACTR2"	0.00154045474055817	0.2537135792323	0.138	0.092	1	"Mig"	"ACTR2"	"N"
"ERP44"	0.00154461297395321	0.152324865948496	0.104	0.064	1	"Mig"	"ERP44"	"N"
"CALM1"	0.00154965408437818	-0.0108245137400176	0.22	0.163	1	"Mig"	"CALM1"	"N"
"BMP2K"	0.00158435794993736	0.151052511058061	0.178	0.129	1	"Mig"	"BMP2K"	"N"
"TBL1XR1"	0.00160717528068402	-0.0875961185320522	0.235	0.291	1	"Mig"	"TBL1XR1"	"N"
"SCAF11"	0.00161520919288046	0.0473312432636077	0.206	0.149	1	"Mig"	"SCAF11"	"N"
"RB1"	0.00162159075604397	-0.18009076942313	0.151	0.101	1	"Mig"	"RB1"	"N"
"ACTB"	0.00163040734047074	-0.0649738311897572	0.896	0.869	1	"Mig"	"ACTB"	"N"
"GPR34"	0.00172480526880395	0.257279235166584	0.234	0.174	1	"Mig"	"GPR34"	"N"
"GCC2"	0.00173420495113746	0.502824111263988	0.102	0.064	1	"Mig"	"GCC2"	"N"
"CTTNBP2NL"	0.00175405184041175	0.30765124356428	0.106	0.067	1	"Mig"	"CTTNBP2NL"	"N"
"SRRM1"	0.00177722367401508	0.183265918664536	0.25	0.189	1	"Mig"	"SRRM1"	"N"
"SETD5"	0.00181984401424169	-0.836534462332446	0.072	0.11	1	"Mig"	"SETD5"	"N"
"ETV6"	0.00182334162114722	-0.185714549242242	0.106	0.067	1	"Mig"	"ETV6"	"N"
"CDS2"	0.00194476064346036	-0.508798171929808	0.077	0.116	1	"Mig"	"CDS2"	"N"
"YWHAB"	0.00202404239262257	0.23099600951261	0.179	0.128	1	"Mig"	"YWHAB"	"N"
"IRF2BPL"	0.00203961056222117	-0.203706907927953	0.226	0.163	1	"Mig"	"IRF2BPL"	"N"
"HSP90AA1"	0.00205413524933818	-0.776125429776005	0.373	0.417	1	"Mig"	"HSP90AA1"	"N"
"PDS5B"	0.00207059049395974	-0.617927455803806	0.083	0.122	1	"Mig"	"PDS5B"	"N"
"PRXL2C"	0.0025075860009833	-0.505525729778253	0.156	0.206	1	"Mig"	"PRXL2C"	"N"
"SSU72"	0.00252031825327449	0.497534341397873	0.102	0.066	1	"Mig"	"SSU72"	"N"
"ST8SIA4"	0.00253282579401229	0.101370636094132	0.103	0.066	1	"Mig"	"ST8SIA4"	"N"
"TIAL1"	0.00258770261980597	-0.696851471234867	0.196	0.248	1	"Mig"	"TIAL1"	"N"
"USP53"	0.00264831241772233	-1.23848231560112	0.116	0.077	1	"Mig"	"USP53"	"N"
"NUMB"	0.00269265506155778	-0.212915157884996	0.135	0.092	1	"Mig"	"NUMB"	"N"
"SON"	0.00269297787029469	0.284556465318045	0.43	0.363	1	"Mig"	"SON"	"N"
"PBRM1"	0.00286305764658817	-0.314981886926339	0.111	0.072	1	"Mig"	"PBRM1"	"N"
"SEC22B"	0.002939793214663	-0.369096289977978	0.215	0.262	1	"Mig"	"SEC22B"	"N"
"MARCHF6"	0.00295881031122196	-0.657396673178808	0.304	0.348	1	"Mig"	"MARCHF6"	"N"
"BAG4"	0.00320029132589779	-1.10408170697345	0.097	0.134	1	"Mig"	"BAG4"	"N"
"RO60"	0.00329865688270801	-0.386124317982521	0.082	0.119	1	"Mig"	"RO60"	"N"
"ALYREF"	0.00343452345428977	-0.621975740354012	0.132	0.169	1	"Mig"	"ALYREF"	"N"
"CXADR"	0.00357692504985536	-0.716779180931902	0.071	0.105	1	"Mig"	"CXADR"	"N"
"SP1"	0.0036798195255251	0.060252677817255	0.123	0.163	1	"Mig"	"SP1"	"N"
"THAP5"	0.00386277599470381	-0.573962466871595	0.114	0.156	1	"Mig"	"THAP5"	"N"
"CNOT9"	0.00413366056643766	-0.50861434810287	0.202	0.247	1	"Mig"	"CNOT9"	"N"
"SARAF"	0.00414598812328283	-0.0891819053596175	0.123	0.082	1	"Mig"	"SARAF"	"N"
"PIP4K2A"	0.00419115461156727	-0.254045032908221	0.218	0.264	1	"Mig"	"PIP4K2A"	"N"
"CEBPZOS"	0.00424071215825899	-0.6627696795962	0.112	0.15	1	"Mig"	"CEBPZOS"	"N"
"SF3B1"	0.00430826955748523	-0.110651121387139	0.126	0.087	1	"Mig"	"SF3B1"	"N"
"HERPUD1"	0.00477873330863946	0.441221433429737	0.193	0.143	1	"Mig"	"HERPUD1"	"N"
"PFKFB2"	0.00486400837288055	-0.935238468679181	0.072	0.103	1	"Mig"	"PFKFB2"	"N"
"NAIP"	0.00489900981521679	0.63130782339352	0.154	0.113	1	"Mig"	"NAIP"	"N"
"NKTR"	0.00490202388402431	0.00843500330304359	0.185	0.136	1	"Mig"	"NKTR"	"N"
"EZR"	0.00496077531562906	-0.0499585136482592	0.14	0.098	1	"Mig"	"EZR"	"N"
"ND3"	0.00518632590310072	0.244621906038591	0.114	0.078	1	"Mig"	"ND3"	"N"
"NIPBL"	0.00518889964005051	-0.189842236548605	0.106	0.071	1	"Mig"	"NIPBL"	"N"
"MIDEAS"	0.00524411378686856	-0.71314677932211	0.094	0.13	1	"Mig"	"MIDEAS"	"N"
"SREK1"	0.00532915460621013	0.181342270449405	0.101	0.068	1	"Mig"	"SREK1"	"N"
"ARL6IP5"	0.00543364198924916	0.633274064155706	0.152	0.11	1	"Mig"	"ARL6IP5"	"N"
"OGT"	0.00552534965719612	-0.731974832849436	0.212	0.26	1	"Mig"	"OGT"	"N"
"PNISR"	0.0058193624412265	-0.222854220139622	0.265	0.312	1	"Mig"	"PNISR"	"N"
"ZEB2"	0.00604272592749468	-0.666859860290713	0.21	0.253	1	"Mig"	"ZEB2"	"N"
"CXCL16"	0.00619453430212946	-0.0919017451774617	0.104	0.069	1	"Mig"	"CXCL16"	"N"
"RTN3"	0.00646433048552846	-0.688539896696582	0.125	0.162	1	"Mig"	"RTN3"	"N"
"DST"	0.00672759769595345	-0.502560070466069	0.11	0.148	1	"Mig"	"DST"	"N"
"CALM2"	0.00677591708169843	0.049088100255033	0.558	0.484	1	"Mig"	"CALM2"	"N"
"TLR5"	0.00693684370834617	-0.725587056896319	0.136	0.173	1	"Mig"	"TLR5"	"N"
"SLC39A11"	0.00694156132806664	-0.168451384126693	0.082	0.116	1	"Mig"	"SLC39A11"	"N"
"RTN4"	0.00732531868957993	0.231755976781797	0.161	0.118	1	"Mig"	"RTN4"	"N"
"TMBIM4"	0.00742167754184177	-0.401871444736069	0.182	0.136	1	"Mig"	"TMBIM4"	"N"
"SGK1"	0.00755574634180403	0.119104602357634	0.154	0.113	1	"Mig"	"SGK1"	"N"
"DR1"	0.00860214267026912	-0.603323080537723	0.177	0.214	1	"Mig"	"DR1"	"N"
"LAPTM4A"	0.0088578694325867	0.447387153119308	0.106	0.073	1	"Mig"	"LAPTM4A"	"N"
"WASF2"	0.0092407687778284	0.0399423179975105	0.107	0.075	1	"Mig"	"WASF2"	"N"
"OLR1"	0.00953760649800899	-0.181789168848964	0.218	0.263	1	"Mig"	"OLR1"	"N"
"USP8"	0.0095656839359465	-0.24082124068495	0.097	0.133	1	"Mig"	"USP8"	"N"
"MOB1A"	0.00999875829773606	-0.112182995643756	0.205	0.158	1	"Mig"	"MOB1A"	"N"
"NCOR1"	0.0110344801806582	-0.0311546515603949	0.129	0.092	1	"Mig"	"NCOR1"	"N"
"RNF213"	0.0126268681281555	0.344728915126253	0.153	0.115	1	"Mig"	"RNF213"	"N"
"ANKRD36B"	0.0127546293485948	-0.776734387226244	0.16	0.195	1	"Mig"	"ANKRD36B"	"N"
"C5orf15"	0.0130168547883472	-0.748724000968309	0.072	0.101	1	"Mig"	"C5orf15"	"N"
"DNAJC3"	0.0136170748964699	0.100461899397574	0.399	0.338	1	"Mig"	"DNAJC3"	"N"
"SPCS3"	0.0138296898939605	0.0136290707910538	0.201	0.158	1	"Mig"	"SPCS3"	"N"
"PRKD3"	0.0141886479020312	0.0778645379712228	0.122	0.09	1	"Mig"	"PRKD3"	"N"
"CYFIP1"	0.0143052203794946	-0.108245574088498	0.151	0.113	1	"Mig"	"CYFIP1"	"N"
"SET"	0.0147544070552646	-0.490882805511056	0.545	0.542	1	"Mig"	"SET"	"N"
"SLC25A37"	0.0148196591899394	-0.0256172464726054	0.507	0.454	1	"Mig"	"SLC25A37"	"N"
"UBC"	0.0155631665508814	0.149177726961158	0.204	0.158	1	"Mig"	"UBC"	"N"
"STK4"	0.0157396536831664	-0.193788531046593	0.134	0.098	1	"Mig"	"STK4"	"N"
"HNRNPDL"	0.0164328321277323	-0.288174142649662	0.227	0.269	1	"Mig"	"HNRNPDL"	"N"
"RAP2A"	0.0170638568240686	0.00837056488588828	0.129	0.095	1	"Mig"	"RAP2A"	"N"
"BROX"	0.0184551090756435	-0.40304262373458	0.201	0.24	1	"Mig"	"BROX"	"N"
"MGA"	0.0188089159690326	-0.454569945419814	0.103	0.134	1	"Mig"	"MGA"	"N"
"TAPBP"	0.0199757379213423	0.0366499971360716	0.161	0.124	1	"Mig"	"TAPBP"	"N"
"RETREG2"	0.0219595609311587	-0.908822537984925	0.112	0.144	1	"Mig"	"RETREG2"	"N"
"MIR12136"	0.0231944597513834	-0.103192120941936	0.131	0.096	1	"Mig"	"MIR12136"	"N"
"INPP5D"	0.0240658394949801	0.369094797583301	0.125	0.094	1	"Mig"	"INPP5D"	"N"
"SORL1"	0.0240805990745744	-0.0553501327839356	0.374	0.311	1	"Mig"	"SORL1"	"N"
"FGD4"	0.0242203182187443	-0.385956501796624	0.115	0.084	1	"Mig"	"FGD4"	"N"
"PABPN1"	0.0242883502005109	-0.736311860403333	0.118	0.148	1	"Mig"	"PABPN1"	"N"
"TMX1"	0.0244373122688775	-0.0236267723172625	0.141	0.106	1	"Mig"	"TMX1"	"N"
"CARD8"	0.0245172512857787	0.0336606281009055	0.133	0.1	1	"Mig"	"CARD8"	"N"
"CLEC7A"	0.0246456482954864	-0.161566682779823	0.579	0.505	1	"Mig"	"CLEC7A"	"N"
"CNOT7"	0.0252836928530902	-0.342099279752686	0.132	0.167	1	"Mig"	"CNOT7"	"N"
"GOLGB1"	0.0254410245969221	-0.0317332633758003	0.14	0.106	1	"Mig"	"GOLGB1"	"N"
"ANKRD36"	0.0261025555689189	-0.661317809712325	0.195	0.227	1	"Mig"	"ANKRD36"	"N"
"H2BC8"	0.0269842837401107	0.0511943689976193	0.119	0.088	1	"Mig"	"H2BC8"	"N"
"POGZ"	0.0274528140348249	-0.949254291972835	0.111	0.139	1	"Mig"	"POGZ"	"N"
"GNAS"	0.0293553558768659	-0.0938762184834556	0.277	0.226	1	"Mig"	"GNAS"	"N"
"KPNB1"	0.0316546536538295	-0.0056679960307271	0.117	0.088	1	"Mig"	"KPNB1"	"N"
"TSPAN14"	0.0319060006716651	-0.533285783701462	0.243	0.267	1	"Mig"	"TSPAN14"	"N"
"NOP58"	0.0323177983513336	-0.452106316852651	0.136	0.104	1	"Mig"	"NOP58"	"N"
"SENP7"	0.0325098131215485	-0.00682061709992898	0.111	0.084	1	"Mig"	"SENP7"	"N"
"BAZ2B"	0.0334903452772208	-0.285304711023954	0.235	0.193	1	"Mig"	"BAZ2B"	"N"
"ATP6V0E1"	0.0343389441801545	-0.187435368228067	0.112	0.084	1	"Mig"	"ATP6V0E1"	"N"
"ND6"	0.0347176776728604	-0.0975884454259153	0.166	0.131	1	"Mig"	"ND6"	"N"
"GPATCH2L"	0.0347809216682169	0.343253999044357	0.107	0.081	1	"Mig"	"GPATCH2L"	"N"
"IL13RA1"	0.0351919072204802	0.398511436176672	0.131	0.1	1	"Mig"	"IL13RA1"	"N"
"PRPF4B"	0.037629830768478	0.173863283132127	0.116	0.087	1	"Mig"	"PRPF4B"	"N"
"NBPF14"	0.039090851564818	-0.266320572607599	0.103	0.077	1	"Mig"	"NBPF14"	"N"
"SKI"	0.0404152476759581	-0.270564966005924	0.1	0.127	1	"Mig"	"SKI"	"N"
"GLG1"	0.0411442589139696	-0.124575047137185	0.117	0.145	1	"Mig"	"GLG1"	"N"
"KCNMB1"	0.0419757238795876	-0.500007538696564	0.094	0.12	1	"Mig"	"KCNMB1"	"N"
"ANKRD40"	0.0428031409507048	-0.456972033121473	0.142	0.17	1	"Mig"	"ANKRD40"	"N"
"KLF6"	0.0446881172159394	-0.138290822017472	0.333	0.356	1	"Mig"	"KLF6"	"N"
"ATM"	0.0449830357794674	-0.398006672899626	0.166	0.199	1	"Mig"	"ATM"	"N"
"EIF2S3"	0.0479800503989363	-0.234398744945339	0.423	0.454	1	"Mig"	"EIF2S3"	"N"
"COLGALT1"	0.0484661136811716	-0.52462004331072	0.3	0.33	1	"Mig"	"COLGALT1"	"N"
"GLS"	0.0498215637664351	-0.128521229833552	0.157	0.127	1	"Mig"	"GLS"	"N"
"CNOT2"	0.0527860654648096	-0.228908043061052	0.112	0.086	1	"Mig"	"CNOT2"	"N"
"C1orf174"	0.0528010205506764	-0.69192579141624	0.077	0.1	1	"Mig"	"C1orf174"	"N"
"ANKRD12"	0.0531113084739112	-0.694117985935629	0.111	0.133	1	"Mig"	"ANKRD12"	"N"
"RAP2B"	0.0539629806295222	-0.63894734291352	0.225	0.251	1	"Mig"	"RAP2B"	"N"
"UBE2W"	0.0542285261690314	0.080641157944612	0.164	0.197	1	"Mig"	"UBE2W"	"N"
"UBXN2B"	0.0576372529865056	-0.302558242370044	0.107	0.081	1	"Mig"	"UBXN2B"	"N"
"QKI"	0.0606619968834884	0.54320275052261	0.28	0.242	1	"Mig"	"QKI"	"N"
"POLR2J3"	0.0612024047347083	-0.995942725886167	0.136	0.158	1	"Mig"	"POLR2J3"	"N"
"RBM3"	0.0619668766011684	0.0662364238276607	0.162	0.131	1	"Mig"	"RBM3"	"N"
"CAPZB"	0.0628588941968103	-0.804756394786263	0.186	0.211	1	"Mig"	"CAPZB"	"N"
"NUP50"	0.0646660324716537	-0.445444032344711	0.136	0.162	1	"Mig"	"NUP50"	"N"
"NASP"	0.0651768319630661	-0.711460212996406	0.101	0.125	1	"Mig"	"NASP"	"N"
"MT1X"	0.0654670411640641	-0.50810505500951	0.082	0.102	1	"Mig"	"MT1X"	"N"
"SPECC1"	0.0700126301138042	-0.480842143712031	0.099	0.123	1	"Mig"	"SPECC1"	"N"
"NPIPB4"	0.0716560677450475	-0.216624206133355	0.13	0.101	1	"Mig"	"NPIPB4"	"N"
"HBS1L"	0.0724293569600562	0.251161289200003	0.095	0.116	1	"Mig"	"HBS1L"	"N"
"ERO1A"	0.0737210795670597	-0.252572758335844	0.123	0.147	1	"Mig"	"ERO1A"	"N"
"AKAP9"	0.0740378225592133	-0.346735153746732	0.157	0.127	1	"Mig"	"AKAP9"	"N"
"NORAD"	0.0744013647067065	-0.165466040214828	0.166	0.135	1	"Mig"	"NORAD"	"N"
"TMED2"	0.0750529251200822	-0.160362240562656	0.3	0.314	1	"Mig"	"TMED2"	"N"
"TASOR"	0.0755495120184921	0.163366861983026	0.102	0.08	1	"Mig"	"TASOR"	"N"
"PLEKHB2"	0.0772355932150088	0.116772677509658	0.08	0.102	1	"Mig"	"PLEKHB2"	"N"
"TRIM38"	0.0790101256731331	-0.32961430988395	0.214	0.243	1	"Mig"	"TRIM38"	"N"
"GTF2I"	0.0824102141227657	0.424680906319338	0.1	0.079	1	"Mig"	"GTF2I"	"N"
"RPN1"	0.0848054328467399	1.44173166743312	0.196	0.228	1	"Mig"	"RPN1"	"N"
"ITPR2"	0.0875435128321781	-0.122336375444035	0.215	0.181	1	"Mig"	"ITPR2"	"N"
"STK17B"	0.0880046319840768	-0.668333097174444	0.113	0.134	1	"Mig"	"STK17B"	"N"
"FUS"	0.0888612544244426	-0.178163258669557	0.124	0.098	1	"Mig"	"FUS"	"N"
"RBM25"	0.0891638131952601	-0.585372005477372	0.239	0.201	1	"Mig"	"RBM25"	"N"
"FGL2"	0.090019057902587	0.3008607370553	0.154	0.129	1	"Mig"	"FGL2"	"N"
"STAT2"	0.0907653751787896	-0.383887552221357	0.215	0.246	1	"Mig"	"STAT2"	"N"
"KHDRBS3"	0.0947845821117206	-0.302572508518475	0.106	0.128	1	"Mig"	"KHDRBS3"	"N"
"SELPLG"	0.0970202579611152	0.371813220968294	0.186	0.157	1	"Mig"	"SELPLG"	"N"
"MTRNR2L8"	0.0989705454068579	-0.561656799748467	0.409	0.419	1	"Mig"	"MTRNR2L8"	"N"
"DDX17"	0.10062541419072	-0.0428468471763508	0.317	0.268	1	"Mig"	"DDX17"	"N"
"TMEM144"	0.106034724060844	0.0776853854884183	0.163	0.135	1	"Mig"	"TMEM144"	"N"
"BOD1L1"	0.106399411530562	0.235742192912176	0.165	0.188	1	"Mig"	"BOD1L1"	"N"
"PKM"	0.10727110572047	0.0299960134538879	0.141	0.116	1	"Mig"	"PKM"	"N"
"MYCBP2"	0.110933801631327	-0.226946773277738	0.12	0.098	1	"Mig"	"MYCBP2"	"N"
"HSPA1A"	0.112678632915915	-0.54034953210197	0.188	0.154	1	"Mig"	"HSPA1A"	"N"
"BCAS4"	0.116883479680002	0.00871752061975828	0.269	0.23	1	"Mig"	"BCAS4"	"N"
"PALD1"	0.119424202228981	0.202110464750191	0.099	0.122	1	"Mig"	"PALD1"	"N"
"WNK1"	0.121171304468179	0.0174898793116851	0.108	0.088	1	"Mig"	"WNK1"	"N"
"PLXDC2"	0.12131483004746	-0.623685936927843	0.264	0.284	1	"Mig"	"PLXDC2"	"N"
"ANP32A"	0.124640329319952	-0.165328674944422	0.105	0.084	1	"Mig"	"ANP32A"	"N"
"HAVCR2"	0.125238715164338	-0.0811953670703127	0.131	0.107	1	"Mig"	"HAVCR2"	"N"
"C11orf58"	0.126617827862324	-0.000509776187993083	0.113	0.091	1	"Mig"	"C11orf58"	"N"
"PWWP3A"	0.132929889124369	-0.793319568232723	0.158	0.18	1	"Mig"	"PWWP3A"	"N"
"SHTN1"	0.133690891257643	-0.00549890740634496	0.117	0.097	1	"Mig"	"SHTN1"	"N"
"N4BP2L2"	0.134418359258581	0.125665679065654	0.167	0.191	1	"Mig"	"N4BP2L2"	"N"
"A2M"	0.136935889758597	0.378054818677931	0.335	0.299	1	"Mig"	"A2M"	"N"
"DOCK5"	0.139090029822867	0.126419237390869	0.26	0.233	1	"Mig"	"DOCK5"	"N"
"SLC38A2"	0.143826427116047	-0.657424607598332	0.106	0.122	1	"Mig"	"SLC38A2"	"N"
"SENP5"	0.144888565833951	-0.466694385290493	0.169	0.188	1	"Mig"	"SENP5"	"N"
"MORF4L2"	0.145090235076102	-1.34346076312161	0.115	0.095	1	"Mig"	"MORF4L2"	"N"
"P2RY12"	0.146024965961193	-0.850824172389836	0.101	0.12	1	"Mig"	"P2RY12"	"N"
"TMEM33"	0.148256212158055	-0.407973217700395	0.255	0.274	1	"Mig"	"TMEM33"	"N"
"MAP3K2"	0.148326030994093	-0.0295586372989478	0.115	0.094	1	"Mig"	"MAP3K2"	"N"
"ME2"	0.153562982516576	-0.271747008784518	0.104	0.123	1	"Mig"	"ME2"	"N"
"SSR1"	0.154855938400505	0.158132588140902	0.293	0.266	1	"Mig"	"SSR1"	"N"
"DNAJB6"	0.155831668673586	-0.412663646581525	0.101	0.081	1	"Mig"	"DNAJB6"	"N"
"KCTD12"	0.159977730592114	-0.403473331694861	0.229	0.195	1	"Mig"	"KCTD12"	"N"
"ETV5"	0.160269999350848	-0.382905239232011	0.205	0.226	1	"Mig"	"ETV5"	"N"
"ARID2"	0.163446702785194	-0.532635765414689	0.087	0.102	1	"Mig"	"ARID2"	"N"
"NSD3"	0.163604689243574	-0.0276074260795507	0.101	0.082	1	"Mig"	"NSD3"	"N"
"DDX3X"	0.167423643823821	0.0852344601544104	0.289	0.26	1	"Mig"	"DDX3X"	"N"
"MLX"	0.167886900405663	0.854137707986668	0.1	0.081	1	"Mig"	"MLX"	"N"
"LPAR6"	0.171200068111473	-0.306401545711055	0.263	0.227	1	"Mig"	"LPAR6"	"N"
"SMG1"	0.175733190290108	-0.175017789895423	0.147	0.126	1	"Mig"	"SMG1"	"N"
"LSM14A"	0.175866359607371	-0.296819901093731	0.103	0.084	1	"Mig"	"LSM14A"	"N"
"RAD52"	0.177750081074193	0.039299443664321	0.102	0.084	1	"Mig"	"RAD52"	"N"
"CCT6A"	0.185048031487995	-0.0169304567039661	0.126	0.105	1	"Mig"	"CCT6A"	"N"
"LMAN1"	0.185557241028025	0.0419244624555395	0.12	0.1	1	"Mig"	"LMAN1"	"N"
"THUMPD1"	0.196614346065035	-0.142933825867581	0.126	0.106	1	"Mig"	"THUMPD1"	"N"
"SRPRB"	0.198089629184824	-0.518446000703707	0.121	0.1	1	"Mig"	"SRPRB"	"N"
"CLEC2D"	0.199653547653251	-0.524874445751663	0.091	0.105	1	"Mig"	"CLEC2D"	"N"
"PLAGL1"	0.209735516904063	0.298694899331804	0.11	0.093	1	"Mig"	"PLAGL1"	"N"
"AFMID"	0.210926801616942	-0.455053288220376	0.146	0.165	1	"Mig"	"AFMID"	"N"
"ADIPOR1"	0.211758702977163	-0.507823010178253	0.169	0.183	1	"Mig"	"ADIPOR1"	"N"
"SLC4A7"	0.215295304677086	-0.394122514802217	0.167	0.185	1	"Mig"	"SLC4A7"	"N"
"RGPD5"	0.218579654196351	-0.168009923117469	0.101	0.085	1	"Mig"	"RGPD5"	"N"
"MTND2P28"	0.218974624016728	-0.206094738148471	0.221	0.192	1	"Mig"	"MTND2P28"	"N"
"VPS13C"	0.222593799639481	0.179813299459425	0.23	0.204	1	"Mig"	"VPS13C"	"N"
"JMJD1C"	0.226763977391995	0.358375260871205	0.11	0.093	1	"Mig"	"JMJD1C"	"N"
"SRGAP1"	0.230688807554127	0.203253483971919	0.107	0.091	1	"Mig"	"SRGAP1"	"N"
"CSF2RA"	0.23087964769108	-0.0753756893380797	0.183	0.158	1	"Mig"	"CSF2RA"	"N"
"DTX3L"	0.234174355307577	0.0936375856824498	0.121	0.103	1	"Mig"	"DTX3L"	"N"
"MIER1"	0.235288093169448	-0.0827872592658077	0.117	0.099	1	"Mig"	"MIER1"	"N"
"C16orf54"	0.236358969473903	-0.140334005551228	0.122	0.104	1	"Mig"	"C16orf54"	"N"
"RREB1"	0.236987794829933	-0.408530772298732	0.241	0.26	1	"Mig"	"RREB1"	"N"
"NPIPB12"	0.243825701919498	-0.209211838432164	0.113	0.096	1	"Mig"	"NPIPB12"	"N"
"CD84"	0.244514897649866	-0.377083740194178	0.106	0.089	1	"Mig"	"CD84"	"N"
"TTC14"	0.244830267671555	0.410700885100129	0.1	0.085	1	"Mig"	"TTC14"	"N"
"PTGES3"	0.248083007999172	0.142581831297059	0.132	0.113	1	"Mig"	"PTGES3"	"N"
"WSB1"	0.250499493233972	-0.220474570614285	0.463	0.462	1	"Mig"	"WSB1"	"N"
"ND2"	0.262681718373787	-0.219750677147017	0.318	0.288	1	"Mig"	"ND2"	"N"
"PAPOLA"	0.26987029867021	-0.350517513433983	0.121	0.104	1	"Mig"	"PAPOLA"	"N"
"PSMB4"	0.298360089025271	-0.245112613530408	0.183	0.198	1	"Mig"	"PSMB4"	"N"
"ARPC1B"	0.302648218005296	-0.00277051371847081	0.117	0.102	1	"Mig"	"ARPC1B"	"N"
"CSF1R"	0.303433758493418	-0.176651728690189	0.416	0.377	1	"Mig"	"CSF1R"	"N"
"RAP1GDS1"	0.304011947353175	-0.0829703052664152	0.131	0.116	1	"Mig"	"RAP1GDS1"	"N"
"SFPQ"	0.317559606387218	-0.787171466965007	0.151	0.164	1	"Mig"	"SFPQ"	"N"
"NUDT19"	0.322712768139867	0.0255812441719172	0.091	0.103	1	"Mig"	"NUDT19"	"N"
"INSR"	0.325193621284115	-0.480077798127318	0.294	0.311	1	"Mig"	"INSR"	"N"
"NPIPB5"	0.3271059268425	-0.109656081497042	0.145	0.129	1	"Mig"	"NPIPB5"	"N"
"MORF4L1"	0.331871160849797	-0.207024016963687	0.263	0.235	1	"Mig"	"MORF4L1"	"N"
"CHD7"	0.33584395627172	-0.400151491004824	0.166	0.146	1	"Mig"	"CHD7"	"N"
"SLC30A7"	0.341118046220271	-0.430695091042135	0.142	0.124	1	"Mig"	"SLC30A7"	"N"
"ADNP"	0.344032406519282	-0.627451821380931	0.104	0.116	1	"Mig"	"ADNP"	"N"
"ST3GAL6"	0.345036137889016	0.068748071635129	0.121	0.107	1	"Mig"	"ST3GAL6"	"N"
"LSM12"	0.347576964502642	-0.590195947327944	0.102	0.113	1	"Mig"	"LSM12"	"N"
"ADAP2"	0.350551315563547	-0.0622257054047095	0.127	0.113	1	"Mig"	"ADAP2"	"N"
"UGCG"	0.357306694016254	-0.14956099811182	0.164	0.179	1	"Mig"	"UGCG"	"N"
"MTPAP"	0.358303125394458	0.118671230524755	0.1	0.088	1	"Mig"	"MTPAP"	"N"
"NAP1L1"	0.359722085461308	0.263540503778277	0.131	0.118	1	"Mig"	"NAP1L1"	"N"
"RAP2C"	0.362174416762681	-0.629588122080713	0.095	0.104	1	"Mig"	"RAP2C"	"N"
"NABP1"	0.376808458232381	0.00464120711385552	0.106	0.118	1	"Mig"	"NABP1"	"N"
"BLNK"	0.390416775044414	-0.291032257319458	0.126	0.136	1	"Mig"	"BLNK"	"N"
"STRN3"	0.391317550605872	-0.360805011228198	0.117	0.127	1	"Mig"	"STRN3"	"N"
"PTP4A2"	0.399523692965753	-0.208638921990502	0.147	0.13	1	"Mig"	"PTP4A2"	"N"
"MBNL1"	0.410974656510107	-0.0106247617687503	0.11	0.098	1	"Mig"	"MBNL1"	"N"
"SUMO2"	0.412325363546865	0.104432908408914	0.141	0.127	1	"Mig"	"SUMO2"	"N"
"RC3H1"	0.418542527521145	-0.371418687764398	0.103	0.091	1	"Mig"	"RC3H1"	"N"
"NPIPB13"	0.431163998502733	-0.208579590124081	0.105	0.093	1	"Mig"	"NPIPB13"	"N"
"TCF4"	0.431508324037102	-0.27137682875385	0.179	0.161	1	"Mig"	"TCF4"	"N"
"SUSD6"	0.436528466192504	-0.528120694045312	0.264	0.24	1	"Mig"	"SUSD6"	"N"
"ANP32E"	0.440351380017431	-0.224637374032818	0.129	0.115	1	"Mig"	"ANP32E"	"N"
"ARID4A"	0.449597561168949	-0.74841609382034	0.097	0.104	1	"Mig"	"ARID4A"	"N"
"IRF8"	0.449839729645286	-0.0498137915018393	0.095	0.103	1	"Mig"	"IRF8"	"N"
"PPP1R12A"	0.45020962523019	-0.499375789661643	0.105	0.114	1	"Mig"	"PPP1R12A"	"N"
"C3"	0.454791224118385	-0.11588403268529	0.436	0.408	1	"Mig"	"C3"	"N"
"CDV3"	0.458752868068186	-0.0840316067559854	0.132	0.121	1	"Mig"	"CDV3"	"N"
"PCM1"	0.459650155486643	0.0666644503655553	0.214	0.198	1	"Mig"	"PCM1"	"N"
"TPP2"	0.471916428899886	-0.564419003501513	0.147	0.159	1	"Mig"	"TPP2"	"N"
"MTRNR2L1"	0.474570917201536	-0.986847543223485	0.165	0.173	1	"Mig"	"MTRNR2L1"	"N"
"ITM2B"	0.49066733523246	-0.0979316951778695	0.413	0.397	1	"Mig"	"ITM2B"	"N"
"GDI2"	0.498410685388102	-0.218619075481051	0.118	0.126	1	"Mig"	"GDI2"	"N"
"EEA1"	0.500020917697307	-0.402076219693553	0.11	0.099	1	"Mig"	"EEA1"	"N"
"CCDC88A"	0.509450063197554	-0.811864032356075	0.171	0.153	1	"Mig"	"CCDC88A"	"N"
"PRPF38B"	0.512864772276477	-0.958752435830805	0.156	0.142	1	"Mig"	"PRPF38B"	"N"
