"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"disease"
"GLUL"	1.5050660868662e-13	0.787464252916104	0.189	0.077	3.48392697787788e-09	"Mig"	"GLUL"	"N"
"SMAP2"	1.63550240053373e-13	0.64280398165332	0.173	0.066	3.78586095675548e-09	"Mig"	"SMAP2"	"N"
"MTCO3P12"	1.89073130824507e-13	0.295620891107268	0.293	0.153	4.37666483232569e-09	"Mig"	"MTCO3P12"	"N"
"SLIRP"	1.95414541408181e-13	0.730737312494877	0.1	0.021	4.52345580451658e-09	"Mig"	"SLIRP"	"N"
"RNASET2"	2.02781886994704e-13	0.715631469502722	0.493	0.346	4.69399512015341e-09	"Mig"	"RNASET2"	"N"
"PREX1"	2.08796357937392e-13	0.4033088005029	0.134	0.041	4.83321809353474e-09	"Mig"	"PREX1"	"N"
"TLN2"	2.12206786214095e-13	0.682017723885249	0.144	0.047	4.91216268728388e-09	"Mig"	"TLN2"	"N"
"PTPRC"	2.20929230716842e-13	0.719601247290206	0.304	0.165	5.11406983263345e-09	"Mig"	"PTPRC"	"N"
"TBXAS1"	2.43297393118728e-13	0.920573902505922	0.156	0.056	5.63184805591231e-09	"Mig"	"TBXAS1"	"N"
"MEF2A"	2.51240172166765e-13	0.54891037626075	0.289	0.154	5.81570750531627e-09	"Mig"	"MEF2A"	"N"
"KDELR2"	2.9375579417834e-13	1.21691954928117	0.115	0.031	6.79985912364021e-09	"Mig"	"KDELR2"	"N"
"SPATA6"	2.94860672338593e-13	0.742461067166547	0.101	0.023	6.82543484329375e-09	"Mig"	"SPATA6"	"N"
"HLA-DMA"	2.95083510367901e-13	0.657323372649467	0.205	0.088	6.83059309799617e-09	"Mig"	"HLA-DMA"	"N"
"CELF2"	3.07536019986029e-13	0.790797169529832	0.196	0.082	7.1188437906366e-09	"Mig"	"CELF2"	"N"
"MIR1244-3"	3.083113133968e-13	0.35199190694868	0.114	0.03	7.13679028250913e-09	"Mig"	"MIR1244-3"	"N"
"SLC25A5"	3.18882831277248e-13	0.489077814721549	0.126	0.037	7.38149977840574e-09	"Mig"	"SLC25A5"	"N"
"TLN1"	3.26748185010487e-13	0.712859387271281	0.178	0.072	7.56356698662276e-09	"Mig"	"TLN1"	"N"
"ACTG1"	3.42270338852972e-13	0.917465508666768	0.26	0.13	7.92287380376859e-09	"Mig"	"ACTG1"	"N"
"COX5B"	3.60748766513787e-13	1.07747194748585	0.118	0.034	8.35061244726115e-09	"Mig"	"COX5B"	"N"
"TOB1"	3.61087710420379e-13	-1.22804878810702	0.054	0.146	8.35845832081093e-09	"Mig"	"TOB1"	"N"
"SIGLEC8"	3.79596859341335e-13	0.650613424332314	0.132	0.041	8.78690810003322e-09	"Mig"	"SIGLEC8"	"N"
"TYROBP"	4.70664754758994e-13	1.02487681905432	0.268	0.144	1.08949477431612e-08	"Mig"	"TYROBP"	"N"
"BCAP31"	4.83218227259563e-13	0.817787643717008	0.121	0.035	1.11855355246044e-08	"Mig"	"BCAP31"	"N"
"EEF1A1P19"	4.94269232019939e-13	0.167881906064289	0.196	0.082	1.14413441827976e-08	"Mig"	"EEF1A1P19"	"N"
"VAMP8"	5.00105491814466e-13	0.495041036030349	0.116	0.032	1.15764419245213e-08	"Mig"	"VAMP8"	"N"
"SEC62"	6.58594607551396e-13	0.370728538226419	0.181	0.073	1.52451479755997e-08	"Mig"	"SEC62"	"N"
"MTCO1P12"	6.78345381377036e-13	0.6036078246361	0.418	0.264	1.57023388881156e-08	"Mig"	"MTCO1P12"	"N"
"ATP5MG"	7.19884946817618e-13	0.601383277062591	0.159	0.058	1.66638967489342e-08	"Mig"	"ATP5MG"	"N"
"COX6B1"	7.31931591741476e-13	1.40167355458022	0.124	0.037	1.69427524856317e-08	"Mig"	"COX6B1"	"N"
"MIR1244-2"	7.41765613269549e-13	0.465474905711944	0.117	0.033	1.71703904159635e-08	"Mig"	"MIR1244-2"	"N"
"RUFY2"	7.91317937511432e-13	-1.52032857458928	0.068	0.164	1.83174276175146e-08	"Mig"	"RUFY2"	"N"
"CDC42"	8.89737807759506e-13	-0.804986505895029	0.461	0.591	2.0595650774017e-08	"Mig"	"CDC42"	"N"
"CD53"	9.24785210506968e-13	0.446808755031465	0.208	0.092	2.14069280528153e-08	"Mig"	"CD53"	"N"
"CTSC"	1.22776101832355e-12	0.367760650131523	0.241	0.117	2.84202120521536e-08	"Mig"	"CTSC"	"N"
"APMAP"	1.30523176806248e-12	0.593988524620834	0.181	0.076	3.02135049671104e-08	"Mig"	"APMAP"	"N"
"ZC3H4"	1.37076220498962e-12	-1.3496011936075	0.137	0.253	3.17304035210998e-08	"Mig"	"ZC3H4"	"N"
"COX6A1"	1.84020390136756e-12	0.906225675520728	0.129	0.041	4.25970399088563e-08	"Mig"	"COX6A1"	"N"
"ARHGDIB"	1.93094886517585e-12	0.469947946070633	0.273	0.145	4.46976043310906e-08	"Mig"	"ARHGDIB"	"N"
"HLA-DMB"	2.07510511507092e-12	0.727010981751647	0.188	0.081	4.80345332036617e-08	"Mig"	"HLA-DMB"	"N"
"PIK3R1"	2.36913735223619e-12	0.931550773711227	0.148	0.054	5.48407914295633e-08	"Mig"	"PIK3R1"	"N"
"NFKBIA"	2.49955970816416e-12	1.13990520347516	0.104	0.027	5.78598081245839e-08	"Mig"	"NFKBIA"	"N"
"PLSCR1"	2.60712678893945e-12	0.846682316733831	0.147	0.054	6.03497709103705e-08	"Mig"	"PLSCR1"	"N"
"HNRNPD"	2.65399053677163e-12	0.858678668000682	0.116	0.034	6.14345729451897e-08	"Mig"	"HNRNPD"	"N"
"GAB3"	2.82678575623978e-12	0.655205741007661	0.127	0.041	6.54344366854384e-08	"Mig"	"GAB3"	"N"
"CLK1"	3.39708550612886e-12	-0.827316156829194	0.223	0.353	7.86357352958709e-08	"Mig"	"CLK1"	"N"
"PADI2"	3.4355563767685e-12	-0.507483980976752	0.553	0.663	7.95262590094373e-08	"Mig"	"PADI2"	"N"
"H3-3A"	3.92090117322771e-12	0.568417799690206	0.151	0.056	9.07610203578749e-08	"Mig"	"H3-3A"	"N"
"ADAM28"	3.96218133352492e-12	0.328522912329921	0.326	0.19	9.1716573508435e-08	"Mig"	"ADAM28"	"N"
"MTATP6P1"	3.97487849827608e-12	0.424617075001845	0.349	0.211	9.20104874780947e-08	"Mig"	"MTATP6P1"	"N"
"ADORA3"	4.73691016827293e-12	0.555442996990557	0.144	0.052	1.09649996575182e-07	"Mig"	"ADORA3"	"N"
"TPI1"	5.31891802712729e-12	0.91226158372036	0.159	0.061	1.23122314491943e-07	"Mig"	"TPI1"	"N"
"IL17RA"	5.80967833007057e-12	0.497144249455526	0.165	0.066	1.34482433984474e-07	"Mig"	"IL17RA"	"N"
"TAF1D"	6.40547972728556e-12	0.510225736504684	0.149	0.055	1.48274044727206e-07	"Mig"	"TAF1D"	"N"
"LYN"	6.43011652454613e-12	2.04430358561547	0.105	0.029	1.48844337310194e-07	"Mig"	"LYN"	"N"
"HMGN2"	8.88880076944525e-12	0.399796309523491	0.172	0.071	2.05757960211119e-07	"Mig"	"HMGN2"	"N"
"CBWD2"	9.19172401699986e-12	0.218366516892722	0.254	0.129	2.12770027545513e-07	"Mig"	"CBWD2"	"N"
"CD99"	1.03467132900186e-11	0.228091818082336	0.112	0.033	2.39505719237351e-07	"Mig"	"CD99"	"N"
"TUBAP2"	1.07523472051962e-11	0.474536606315654	0.121	0.039	2.48895333105881e-07	"Mig"	"TUBAP2"	"N"
"LARS1"	1.14651312803799e-11	1.04833800688258	0.123	0.041	2.65394858878235e-07	"Mig"	"LARS1"	"N"
"HNRNPA1"	1.32347871641827e-11	0.527252182357921	0.197	0.09	3.063588532765e-07	"Mig"	"HNRNPA1"	"N"
"CORO1A"	1.73496993932608e-11	0.640631846944329	0.152	0.06	4.01610841555202e-07	"Mig"	"CORO1A"	"N"
"CFL1"	1.79003311526033e-11	0.264117803254622	0.27	0.144	4.14356865520461e-07	"Mig"	"CFL1"	"N"
"SLA"	2.42398222411078e-11	0.812772789844873	0.144	0.055	5.61103405237164e-07	"Mig"	"SLA"	"N"
"CBWD6"	2.54769623907948e-11	0.114140751623268	0.301	0.17	5.89740725422119e-07	"Mig"	"CBWD6"	"N"
"RBPJ"	2.9928426684406e-11	0.25859160277278	0.113	0.035	6.92783220890629e-07	"Mig"	"RBPJ"	"N"
"CBWD5"	3.34870952395058e-11	0.0290366408384477	0.331	0.199	7.7515928060408e-07	"Mig"	"CBWD5"	"N"
"MACROH2A1"	3.40970601192104e-11	0.698411631096808	0.139	0.052	7.89278747639483e-07	"Mig"	"MACROH2A1"	"N"
"HLA-DRA"	4.34564410198892e-11	0.712006359837119	0.537	0.402	1.0059296967284e-06	"Mig"	"HLA-DRA"	"N"
"MIR1244-4"	4.61663903991474e-11	0.245607599736772	0.105	0.031	1.06865960495946e-06	"Mig"	"MIR1244-4"	"N"
"GLRX"	4.84376910375489e-11	0.491724098301118	0.131	0.047	1.12123567213718e-06	"Mig"	"GLRX"	"N"
"FAM102B"	4.85483779092572e-11	-0.311041235788201	0.06	0.144	1.12379785184348e-06	"Mig"	"FAM102B"	"N"
"DNAJA2"	5.7417633632109e-11	-0.906115928410894	0.053	0.134	1.32910338331606e-06	"Mig"	"DNAJA2"	"N"
"LAT2"	6.49670688284786e-11	0.631445229421556	0.139	0.053	1.50385770924162e-06	"Mig"	"LAT2"	"N"
"AP1G1"	6.55205285126857e-11	-0.943558957841884	0.184	0.301	1.51666919401165e-06	"Mig"	"AP1G1"	"N"
"ATP6V0B"	6.5549536427425e-11	0.411179931073619	0.161	0.068	1.51734066922203e-06	"Mig"	"ATP6V0B"	"N"
"AKR1B1"	6.75207063185028e-11	1.07363261772857	0.133	0.05	1.5629693098607e-06	"Mig"	"AKR1B1"	"N"
"PTPRJ"	8.16538294553842e-11	-0.809803814068996	0.144	0.249	1.89012284423323e-06	"Mig"	"PTPRJ"	"N"
"MFSD1"	8.85981925769445e-11	0.309045267633673	0.121	0.042	2.05087096177111e-06	"Mig"	"MFSD1"	"N"
"SNX3"	9.23453474325477e-11	0.37564692424287	0.114	0.037	2.13761010236861e-06	"Mig"	"SNX3"	"N"
"GRB2"	1.00811808493202e-10	0.504519179006198	0.232	0.123	2.33359174300063e-06	"Mig"	"GRB2"	"N"
"APBB1IP"	1.0141242478546e-10	0.708026949513398	0.194	0.093	2.34749480893384e-06	"Mig"	"APBB1IP"	"N"
"GAS5"	1.06257989548275e-10	0.773682938179533	0.108	0.035	2.45965994206347e-06	"Mig"	"GAS5"	"N"
"CASP4"	1.07671619857917e-10	0.515062438336009	0.113	0.037	2.49238265647107e-06	"Mig"	"CASP4"	"N"
"APOC1P1"	1.11156669689381e-10	0.165491172111847	0.109	0.036	2.57305458996979e-06	"Mig"	"APOC1P1"	"N"
"WNT5A"	1.1354952594528e-10	0.807190252557466	0.245	0.133	2.62844442658134e-06	"Mig"	"WNT5A"	"N"
"LST1"	1.17893534581018e-10	0.447563259130515	0.225	0.116	2.72899953848141e-06	"Mig"	"LST1"	"N"
"ENPP1"	1.52992511403476e-10	-1.01157906719086	0.087	0.177	3.54147065396766e-06	"Mig"	"ENPP1"	"N"
"RAB7A"	1.55062626868132e-10	0.25439631134266	0.101	0.03	3.58938968674352e-06	"Mig"	"RAB7A"	"N"
"MTND1P23"	1.57651674344439e-10	0.569288198957286	0.217	0.111	3.64932095772508e-06	"Mig"	"MTND1P23"	"N"
"SAT1"	1.73466292804345e-10	-0.441247530067669	0.766	0.818	4.01539774583498e-06	"Mig"	"SAT1"	"N"
"FYB1"	1.76855556788404e-10	0.477658152101433	0.338	0.207	4.09385242853797e-06	"Mig"	"FYB1"	"N"
"MDM4"	1.78874249526935e-10	-0.821655575203422	0.362	0.469	4.1405811280495e-06	"Mig"	"MDM4"	"N"
"PGK1"	2.00349315999283e-10	0.760779186096739	0.106	0.034	4.6376859667514e-06	"Mig"	"PGK1"	"N"
"ADGRG1"	2.08923505709656e-10	0.558726026092991	0.299	0.176	4.83616131016711e-06	"Mig"	"ADGRG1"	"N"
"RUNX1"	2.25812926798891e-10	1.58043085382803	0.115	0.04	5.22711762954073e-06	"Mig"	"RUNX1"	"N"
"LOC100506403"	2.25812926798891e-10	1.58043085382803	0.115	0.04	5.22711762954073e-06	"Mig"	"LOC100506403"	"N"
"TUBA1A"	2.74023062833248e-10	0.364959262382635	0.159	0.069	6.34308585846402e-06	"Mig"	"TUBA1A"	"N"
"PSMG3"	3.04339427233456e-10	-1.53403653585554	0.092	0.18	7.04484906160003e-06	"Mig"	"PSMG3"	"N"
"TGOLN2"	3.1924074416729e-10	0.606637323586898	0.146	0.06	7.38978474598443e-06	"Mig"	"TGOLN2"	"N"
"CD81"	3.42690273965307e-10	0.89017032728028	0.212	0.108	7.93259446174894e-06	"Mig"	"CD81"	"N"
"GABPB2"	3.66047580388841e-10	-0.829543677524178	0.034	0.1	8.4732693908409e-06	"Mig"	"GABPB2"	"N"
"UQCRQ"	3.71431584413089e-10	0.317501288850028	0.121	0.043	8.59789831599419e-06	"Mig"	"UQCRQ"	"N"
"NACA"	3.81559255740486e-10	0.751226539074312	0.189	0.091	8.83233365188077e-06	"Mig"	"NACA"	"N"
"SRGN"	3.86115967441985e-10	0.685595019334957	0.197	0.098	8.93781241434707e-06	"Mig"	"SRGN"	"N"
"ATF6"	3.92464707623506e-10	0.440820221476537	0.127	0.049	9.08477305206891e-06	"Mig"	"ATF6"	"N"
"CCNDBP1"	3.96317492683708e-10	-1.01250556216781	0.117	0.216	9.17395732064248e-06	"Mig"	"CCNDBP1"	"N"
"COX2"	3.9995142981905e-10	0.467322509528709	0.423	0.289	9.25807569745138e-06	"Mig"	"COX2"	"N"
"LHFPL2"	4.31403261285032e-10	0.658711837898985	0.153	0.066	9.98612269222593e-06	"Mig"	"LHFPL2"	"N"
"RAB31"	4.63443490597709e-10	0.3968236674881	0.144	0.058	1.07277899203558e-05	"Mig"	"RAB31"	"N"
"RSRC2"	5.0607146065908e-10	0.320108430356576	0.122	0.045	1.17145421713364e-05	"Mig"	"RSRC2"	"N"
"MYL12A"	5.89730898861063e-10	0.269045044179155	0.116	0.041	1.36510908468359e-05	"Mig"	"MYL12A"	"N"
"CSF3R"	5.99873220749346e-10	0.530943405080406	0.183	0.088	1.38858653139059e-05	"Mig"	"CSF3R"	"N"
"VMP1"	6.16973948409383e-10	0.526336846207094	0.246	0.138	1.42817129577804e-05	"Mig"	"VMP1"	"N"
"EIF3A"	6.54674329762339e-10	0.893551796832737	0.111	0.039	1.51544013853386e-05	"Mig"	"EIF3A"	"N"
"ARHGAP26"	6.55777076287495e-10	1.2906903244321	0.114	0.041	1.51799277619029e-05	"Mig"	"ARHGAP26"	"N"
"ARPC3"	7.42350020375584e-10	0.327459641492706	0.162	0.073	1.7183918271654e-05	"Mig"	"ARPC3"	"N"
"EIF2S2"	8.1910614682365e-10	0.46902553835189	0.192	0.096	1.89606690866739e-05	"Mig"	"EIF2S2"	"N"
"HK2"	8.85084632774121e-10	-0.920678636403816	0.184	0.288	2.04879390794554e-05	"Mig"	"HK2"	"N"
"SOX4"	9.30137500585353e-10	-1.26119479898018	0.053	0.127	2.15308228635497e-05	"Mig"	"SOX4"	"N"
"PSAP"	1.01280977928633e-09	0.502302824270589	0.427	0.292	2.34445207709199e-05	"Mig"	"PSAP"	"N"
"U2SURP"	1.01595305370081e-09	0.271677639410652	0.168	0.078	2.35172812870664e-05	"Mig"	"U2SURP"	"N"
"RHBDF2"	1.02729524990199e-09	0.215780459369111	0.218	0.116	2.37798304447313e-05	"Mig"	"RHBDF2"	"N"
"HLA-B"	1.0950068667087e-09	0.462937785743704	0.389	0.257	2.53472189505729e-05	"Mig"	"HLA-B"	"N"
"SRSF7"	1.32064720179018e-09	0.542617501157707	0.106	0.037	3.0570341427039e-05	"Mig"	"SRSF7"	"N"
"PCNX3"	1.32937637029831e-09	-0.513098015606001	0.042	0.111	3.07724042196653e-05	"Mig"	"PCNX3"	"N"
"WIPF3"	1.36250259589614e-09	-1.26790181140051	0.042	0.108	3.1539210089804e-05	"Mig"	"WIPF3"	"N"
"COMMD6"	1.7169336566586e-09	0.891083081055465	0.101	0.034	3.97435802843332e-05	"Mig"	"COMMD6"	"N"
"UBXN4"	1.88923581630016e-09	0.564895190378058	0.118	0.045	4.3732030675716e-05	"Mig"	"UBXN4"	"N"
"MTHFD2"	1.93651594834113e-09	0.848068002290612	0.104	0.037	4.48264711722005e-05	"Mig"	"MTHFD2"	"N"
"MTCO2P12"	2.00454435456685e-09	0.182910239043858	0.274	0.156	4.64011927195134e-05	"Mig"	"MTCO2P12"	"N"
"SERPINB9"	2.12229564904162e-09	-0.719053778047908	0.615	0.669	4.91268996840154e-05	"Mig"	"SERPINB9"	"N"
"SKIL"	2.18738781233418e-09	-0.57016177724673	0.353	0.469	5.06336530799116e-05	"Mig"	"SKIL"	"N"
"CIRBP"	2.25728540579251e-09	0.42175319719991	0.119	0.046	5.22516425732851e-05	"Mig"	"CIRBP"	"N"
"IL6ST"	2.31362490975733e-09	-0.870953730062152	0.348	0.46	5.35557894110626e-05	"Mig"	"IL6ST"	"N"
"PPP2R5C"	2.40128286303429e-09	-0.953732665649153	0.159	0.261	5.55848957135177e-05	"Mig"	"PPP2R5C"	"N"
"UBE2D3"	2.55684579694768e-09	0.576278135584245	0.152	0.07	5.91858665077448e-05	"Mig"	"UBE2D3"	"N"
"VSIR"	2.57285756626164e-09	1.61153081571826	0.181	0.09	5.95565069438244e-05	"Mig"	"VSIR"	"N"
"STT3A"	2.62160347619482e-09	-0.609035800031403	0.185	0.286	6.06848772669577e-05	"Mig"	"STT3A"	"N"
"EPB41L2"	2.62703719937039e-09	0.497313504860946	0.23	0.126	6.08106570910258e-05	"Mig"	"EPB41L2"	"N"
"CBWD3"	2.897201311042e-09	0.20665575326353	0.304	0.187	6.70644159480001e-05	"Mig"	"CBWD3"	"N"
"DAD1"	3.02163434941648e-09	0.629222059511716	0.1	0.034	6.99447919202926e-05	"Mig"	"DAD1"	"N"
"R3HDM2"	3.09171131912244e-09	-0.768410860362422	0.235	0.347	7.15669336150462e-05	"Mig"	"R3HDM2"	"N"
"ZFP36L2"	3.2277680316505e-09	-0.5721003936003	0.322	0.439	7.47163743966457e-05	"Mig"	"ZFP36L2"	"N"
"CBWD1"	3.25868231337178e-09	0.170338642099868	0.288	0.173	7.543197818993e-05	"Mig"	"CBWD1"	"N"
"COX4I1"	3.34588566011537e-09	0.605739146261567	0.138	0.059	7.74505612603506e-05	"Mig"	"COX4I1"	"N"
"LDHA"	3.69025288625912e-09	0.899856201587557	0.108	0.04	8.5421973811126e-05	"Mig"	"LDHA"	"N"
"ZDHHC2"	3.71244735933234e-09	-0.84475186508651	0.074	0.154	8.59357314738249e-05	"Mig"	"ZDHHC2"	"N"
"SDCBP"	3.724951067721e-09	0.896877884753551	0.114	0.043	8.62251673156056e-05	"Mig"	"SDCBP"	"N"
"COX3"	3.99960435252849e-09	0.366243377707325	0.473	0.346	9.25828415523295e-05	"Mig"	"COX3"	"N"
"TREM2"	4.79888190378911e-09	0.957818687909634	0.165	0.08	0.00011108451830891	"Mig"	"TREM2"	"N"
"RBX1"	5.29616822122233e-09	0.870922342043638	0.119	0.048	0.000122595701984855	"Mig"	"RBX1"	"N"
"LINC01169"	5.61360450809764e-09	-0.282561833811733	0.042	0.104	0.000129943717153444	"Mig"	"LINC01169"	"N"
"PFKFB3"	6.22676764867835e-09	0.603614512484597	0.121	0.049	0.000144137217531606	"Mig"	"PFKFB3"	"N"
"VPS29"	7.13405951811903e-09	0.494147805845653	0.121	0.05	0.000165139209725419	"Mig"	"VPS29"	"N"
"CTSS"	7.37448355330823e-09	0.481642332118184	0.186	0.095	0.000170704545291979	"Mig"	"CTSS"	"N"
"SLC2A3"	7.55882339776822e-09	1.00511780080169	0.107	0.041	0.000174971644011539	"Mig"	"SLC2A3"	"N"
"SDR42E1"	8.14361029158806e-09	-0.124770229207618	0.041	0.102	0.00018850829102968	"Mig"	"SDR42E1"	"N"
"CRLF3"	9.17651457039641e-09	-0.873126849093415	0.082	0.16	0.000212417959275536	"Mig"	"CRLF3"	"N"
"SETX"	1.00688320475352e-08	0.517704593397249	0.146	0.068	0.000233073324236345	"Mig"	"SETX"	"N"
"ETNK1"	1.09925268109977e-08	-0.643250973178495	0.244	0.346	0.000254455010620974	"Mig"	"ETNK1"	"N"
"ISCU"	1.21138786262369e-08	0.635743023047649	0.102	0.038	0.000280412062440132	"Mig"	"ISCU"	"N"
"SMU1"	1.22724296971839e-08	-0.84743303486846	0.182	0.284	0.000284082202630414	"Mig"	"SMU1"	"N"
"ND4"	1.23961403265976e-08	0.304369903517379	0.511	0.389	0.000286945856280081	"Mig"	"ND4"	"N"
"MTCO2P2"	1.31038959400616e-08	-0.00865696925368464	0.204	0.106	0.000303328983220546	"Mig"	"MTCO2P2"	"N"
"RPN2"	1.34824253436493e-08	0.622845230327266	0.136	0.06	0.000312091181854795	"Mig"	"RPN2"	"N"
"SCAMP2"	1.44325181337247e-08	0.440541366139979	0.151	0.072	0.00033408392975946	"Mig"	"SCAMP2"	"N"
"EIF1"	1.50452833405731e-08	0.751496482670723	0.357	0.247	0.000348268218767586	"Mig"	"EIF1"	"N"
"CASP2"	1.56324566531494e-08	-0.828184220800831	0.1	0.182	0.000361860106607101	"Mig"	"CASP2"	"N"
"NUTF2"	1.65317898036471e-08	-1.00022665028313	0.276	0.362	0.000382677870374823	"Mig"	"NUTF2"	"N"
"CLTC"	1.84277564926616e-08	0.889030085749585	0.168	0.086	0.00042656570729213	"Mig"	"CLTC"	"N"
"SERP1"	1.90884814857564e-08	0.163773680552113	0.131	0.057	0.000441860169432289	"Mig"	"SERP1"	"N"
"RASSF2"	2.07354851501527e-08	0.437965420978543	0.118	0.049	0.000479985010255734	"Mig"	"RASSF2"	"N"
"BTF3"	2.19967927876474e-08	0.739366097715136	0.157	0.078	0.000509181759448461	"Mig"	"BTF3"	"N"
"C2orf68"	2.33397569456037e-08	-0.772417569779416	0.225	0.33	0.000540268693776833	"Mig"	"C2orf68"	"N"
"SLC35F6"	2.41169341878455e-08	-0.878787823247718	0.125	0.21	0.000558258792580247	"Mig"	"SLC35F6"	"N"
"GNG5"	2.67956252567586e-08	0.0860045857059024	0.119	0.049	0.000620265133443448	"Mig"	"GNG5"	"N"
"CTBP1"	2.80219524065446e-08	-0.699122268349966	0.263	0.36	0.000648652154306695	"Mig"	"CTBP1"	"N"
"SLCO2B1"	2.89773593722868e-08	0.55313568594721	0.367	0.254	0.000670767914749694	"Mig"	"SLCO2B1"	"N"
"GCA"	2.90568728835755e-08	0.429894481437434	0.11	0.044	0.000672608493509006	"Mig"	"GCA"	"N"
"PRR13"	3.05591338608552e-08	0.444230407346256	0.126	0.055	0.000707382830611075	"Mig"	"PRR13"	"N"
"NDUFA4"	3.25358612215424e-08	0.667336286854049	0.125	0.055	0.000753140115556264	"Mig"	"NDUFA4"	"N"
"ATP5F1A"	3.37321900084024e-08	0.474825164390341	0.111	0.045	0.000780832734314499	"Mig"	"ATP5F1A"	"N"
"ATP5MD"	3.37992851486615e-08	0.502120132889468	0.111	0.044	0.000782385852621217	"Mig"	"ATP5MD"	"N"
"ZNF638"	3.59924823675899e-08	0.500955635578695	0.118	0.05	0.000833153981844971	"Mig"	"ZNF638"	"N"
"TMA7"	3.72722121427972e-08	0.26291122833396	0.2	0.106	0.000862777166681469	"Mig"	"TMA7"	"N"
"CNBP"	3.96730280914494e-08	0.478844988598012	0.109	0.044	0.000918351254260871	"Mig"	"CNBP"	"N"
"H3-5"	4.54982828052489e-08	0.33906362157789	0.131	0.059	0.0010531942503759	"Mig"	"H3-5"	"N"
"HNRNPA2B1"	4.75187043725757e-08	0.505898540733096	0.28	0.178	0.00109996296881638	"Mig"	"HNRNPA2B1"	"N"
"ARID1B"	4.98412367171983e-08	-1.43045945295308	0.141	0.225	0.00115372494752971	"Mig"	"ARID1B"	"N"
"UBA6"	5.04302856192393e-08	-1.24353721100363	0.172	0.261	0.00116736025151415	"Mig"	"UBA6"	"N"
"PYGL"	5.20978798869193e-08	0.734599886797188	0.151	0.075	0.00120596172362241	"Mig"	"PYGL"	"N"
"SERPINB6"	5.36302916470759e-08	0.815396680983328	0.101	0.04	0.00124143399104651	"Mig"	"SERPINB6"	"N"
"PSMB6"	5.5232517697906e-08	0.362712329740528	0.11	0.045	0.00127852231967113	"Mig"	"PSMB6"	"N"
"PRMT2"	5.64683983409994e-08	0.081987398769283	0.147	0.071	0.00130713048479745	"Mig"	"PRMT2"	"N"
"NUCKS1"	5.74972107754881e-08	-0.548575252128287	0.282	0.377	0.001330945435031	"Mig"	"NUCKS1"	"N"
"SRSF11"	6.33441765470458e-08	0.446467827004823	0.204	0.114	0.00146629099871102	"Mig"	"SRSF11"	"N"
"ST6GAL1"	6.3870808782491e-08	0.756429243022223	0.215	0.125	0.0014784814816971	"Mig"	"ST6GAL1"	"N"
"ITCH"	6.408718484582e-08	-0.195038584519837	0.097	0.177	0.00148349015481104	"Mig"	"ITCH"	"N"
"NDUFB2"	6.55164905540069e-08	0.658440493549515	0.153	0.077	0.00151657572334415	"Mig"	"NDUFB2"	"N"
"PCMTD1"	6.63202436310682e-08	-0.973386639320851	0.211	0.308	0.00153518099957197	"Mig"	"PCMTD1"	"N"
"PRDM1"	6.81969901835741e-08	-0.995959835717237	0.084	0.158	0.00157862392876937	"Mig"	"PRDM1"	"N"
"LPCAT2"	7.5470950208334e-08	0.0892617906329183	0.204	0.116	0.00174700155542252	"Mig"	"LPCAT2"	"N"
"DAZAP2"	7.86468177072817e-08	0.691409369673034	0.116	0.05	0.00182051653628816	"Mig"	"DAZAP2"	"N"
"ATP8"	7.98816706528478e-08	0.182175691459279	0.256	0.156	0.00184910091227212	"Mig"	"ATP8"	"N"
"SH3KBP1"	9.63546629704108e-08	-1.16935146146221	0.478	0.576	0.00223041773843907	"Mig"	"SH3KBP1"	"N"
"POMP"	1.02871628114356e-07	0.178632954534404	0.124	0.055	0.00238127244759112	"Mig"	"POMP"	"N"
"SCIN"	1.07263801619373e-07	0.164385215674223	0.374	0.264	0.00248294247988525	"Mig"	"SCIN"	"N"
"OTULINL"	1.18944994012566e-07	-0.839863540789505	0.056	0.119	0.00275333872140288	"Mig"	"OTULINL"	"N"
"C3AR1"	1.2882784874653e-07	0.768007965358576	0.156	0.08	0.00298210704278468	"Mig"	"C3AR1"	"N"
"MTRNR2L2"	1.50038443746787e-07	-0.758367760734555	0.538	0.592	0.00347308989585063	"Mig"	"MTRNR2L2"	"N"
"MTRNR2L12"	1.50038443746787e-07	-0.758367760734555	0.538	0.592	0.00347308989585063	"Mig"	"MTRNR2L12"	"N"
"EYA3"	1.5507072053218e-07	-0.553273549410495	0.052	0.114	0.00358957703887891	"Mig"	"EYA3"	"N"
"RNF130"	1.7453687882045e-07	0.285302104274755	0.142	0.07	0.00404017967093577	"Mig"	"RNF130"	"N"
"GIGYF1"	1.76894724259434e-07	-0.79761668876674	0.112	0.189	0.00409475907715738	"Mig"	"GIGYF1"	"N"
"CACUL1"	1.87228313880378e-07	-0.53874474432941	0.112	0.191	0.00433396100970299	"Mig"	"CACUL1"	"N"
"LRRK1"	1.93805600541837e-07	-0.648937791496413	0.185	0.276	0.00448621204134244	"Mig"	"LRRK1"	"N"
"UBAP2L"	2.10045168920087e-07	-0.776812817576697	0.135	0.213	0.00486212557016217	"Mig"	"UBAP2L"	"N"
"CTSH"	2.10653228421955e-07	0.621681023906715	0.186	0.103	0.00487620093151141	"Mig"	"CTSH"	"N"
