"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"region"
"KIF5B1"	0.241686310247923	0.303586320476674	0.63	0.478	1	"Olig"	"KIF5B"	"Temporal lobe"
"CDC42EP1"	0.241711644987376	-0.25424358191631	0.761	0.826	1	"Olig"	"CDC42EP1"	"Temporal lobe"
"FOLH1"	0.24250775718104	0.318683609648958	0.761	0.696	1	"Olig"	"FOLH1"	"Temporal lobe"
"AUTS2"	0.242562305392388	0.37798177652735	0.239	0.13	1	"Olig"	"AUTS2"	"Temporal lobe"
"SLC25A1"	0.242562305392388	-0.298368231080937	0.174	0.261	1	"Olig"	"SLC25A1"	"Temporal lobe"
"USP19"	0.242562305392388	0.343848184527185	0.239	0.13	1	"Olig"	"USP19"	"Temporal lobe"
"SOBP"	0.242562305392388	0.394532243938175	0.239	0.13	1	"Olig"	"SOBP"	"Temporal lobe"
"AC073370.11"	0.242606423787647	-0.376343564456251	0.13	0.217	1	"Olig"	"AC073370.1"	"Temporal lobe"
"DUSP8"	0.242606423787647	-0.319285792712776	0.13	0.217	1	"Olig"	"DUSP8"	"Temporal lobe"
"IAH1"	0.242606423787647	-0.374387260084763	0.13	0.217	1	"Olig"	"IAH1"	"Temporal lobe"
"LCA5"	0.242606423787647	-0.713100875204697	0.13	0.217	1	"Olig"	"LCA5"	"Temporal lobe"
"FKBP4"	0.242654914143042	-0.307286935812344	0.326	0.435	1	"Olig"	"FKBP4"	"Temporal lobe"
"GTF3C5"	0.242654914143042	-0.0279698030996696	0.326	0.435	1	"Olig"	"GTF3C5"	"Temporal lobe"
"MAPK6"	0.242788357052422	-0.411400773178015	0.457	0.522	1	"Olig"	"MAPK6"	"Temporal lobe"
"HDLBP1"	0.243159814999695	-0.368362202571581	0.5	0.609	1	"Olig"	"HDLBP"	"Temporal lobe"
"DISC11"	0.243663881585367	0.0603936980383262	0.217	0.087	1	"Olig"	"DISC1"	"Temporal lobe"
"FBXO30"	0.243663881585367	-0.180532763966118	0.13	0.261	1	"Olig"	"FBXO30"	"Temporal lobe"
"TMOD1"	0.243663881585367	0.0618592092861465	0.217	0.087	1	"Olig"	"TMOD1"	"Temporal lobe"
"JUP"	0.244277635827868	0.252486451679578	0.326	0.174	1	"Olig"	"JUP"	"Temporal lobe"
"COX6A11"	0.244354097282411	-0.125817805534943	0.674	0.826	1	"Olig"	"COX6A1"	"Temporal lobe"
"KIF1C1"	0.245116953034283	0.3429451922748	0.435	0.261	1	"Olig"	"KIF1C"	"Temporal lobe"
"MSI21"	0.245171257202363	0.280997325587351	0.304	0.174	1	"Olig"	"MSI2"	"Temporal lobe"
"ATRAID1"	0.245234518314213	-0.247603344759149	0.283	0.391	1	"Olig"	"ATRAID"	"Temporal lobe"
"SLC39A11"	0.245234518314213	0.238496951402688	0.37	0.217	1	"Olig"	"SLC39A1"	"Temporal lobe"
"UBXN2A"	0.245234518314213	0.260303880163919	0.37	0.217	1	"Olig"	"UBXN2A"	"Temporal lobe"
"ECHDC1"	0.245287714679265	0.0985334119939824	0.283	0.13	1	"Olig"	"ECHDC1"	"Temporal lobe"
"NALCN"	0.245287714679265	0.120256571610463	0.283	0.13	1	"Olig"	"NALCN"	"Temporal lobe"
"USF31"	0.245287714679265	-0.339833509739837	0.196	0.304	1	"Olig"	"USF3"	"Temporal lobe"
"VTA11"	0.245287714679265	-0.20379791468938	0.196	0.304	1	"Olig"	"VTA1"	"Temporal lobe"
"MON21"	0.245740771533835	-0.354720474579738	0.304	0.391	1	"Olig"	"MON2"	"Temporal lobe"
"CNDP21"	0.245776196479245	-0.272456735960203	0.739	0.783	1	"Olig"	"CNDP2"	"Temporal lobe"
"RANBP21"	0.245867494786098	-0.0145083627923626	0.413	0.217	1	"Olig"	"RANBP2"	"Temporal lobe"
"LDHB"	0.245878833577411	-0.378794631293006	0.522	0.565	1	"Olig"	"LDHB"	"Temporal lobe"
"CD99L2"	0.246029785808819	-0.424380985285613	0.391	0.522	1	"Olig"	"CD99L2"	"Temporal lobe"
"CFL2"	0.246358069200736	-0.300672035500398	0.891	0.87	1	"Olig"	"CFL2"	"Temporal lobe"
"ASB1"	0.246656111288748	0.255000541925159	0.196	0.087	1	"Olig"	"ASB1"	"Temporal lobe"
"MAP1S1"	0.246656111288748	0.291978495884561	0.196	0.087	1	"Olig"	"MAP1S"	"Temporal lobe"
"MLLT101"	0.246656111288748	0.299506801645642	0.196	0.087	1	"Olig"	"MLLT10"	"Temporal lobe"
"B4GALNT4"	0.246656111288748	0.346137256955405	0.196	0.087	1	"Olig"	"B4GALNT4"	"Temporal lobe"
"ICOSLG1"	0.246909601447944	-0.184593454925424	0.565	0.739	1	"Olig"	"ICOSLG"	"Temporal lobe"
"CCNDBP1"	0.247370558200715	-0.220316519388022	0.152	0.261	1	"Olig"	"CCNDBP1"	"Temporal lobe"
"PRKCQ-AS1"	0.247370558200715	-0.391894992405438	0.152	0.261	1	"Olig"	"PRKCQ-AS1"	"Temporal lobe"
"TTF21"	0.247370558200715	-0.208652327694315	0.152	0.261	1	"Olig"	"TTF2"	"Temporal lobe"
"BRCC3"	0.247589126749069	-0.253365032342416	0.087	0.174	1	"Olig"	"BRCC3"	"Temporal lobe"
"CCS"	0.247589126749069	-0.268631161831657	0.087	0.174	1	"Olig"	"CCS"	"Temporal lobe"
"CYP2U1"	0.247589126749069	-0.281830491678551	0.087	0.174	1	"Olig"	"CYP2U1"	"Temporal lobe"
"FAM149B1"	0.247589126749069	-0.202479597179445	0.087	0.174	1	"Olig"	"FAM149B1"	"Temporal lobe"
"FLOT21"	0.247589126749069	-0.217038231648921	0.087	0.174	1	"Olig"	"FLOT2"	"Temporal lobe"
"HEIH"	0.247589126749069	-0.267725064925367	0.087	0.174	1	"Olig"	"HEIH"	"Temporal lobe"
"STX2"	0.247589126749069	-0.216311919646491	0.087	0.174	1	"Olig"	"STX2"	"Temporal lobe"
"TDRD6"	0.247589126749069	-0.254599300767912	0.087	0.174	1	"Olig"	"TDRD6"	"Temporal lobe"
"WNT2B1"	0.247589126749069	-0.310446942743751	0.087	0.174	1	"Olig"	"WNT2B"	"Temporal lobe"
"SEPP1"	0.247589126749069	-0.295422574719252	0.087	0.174	1	"Olig"	"SEPP1"	"Temporal lobe"
"SH3KBP11"	0.247718002221445	-0.352347774690391	0.543	0.609	1	"Olig"	"SH3KBP1"	"Temporal lobe"
"LIMA1"	0.247927119479103	0.245863556357242	0.261	0.13	1	"Olig"	"LIMA1"	"Temporal lobe"
"WDR5B"	0.248528575815267	0.368861260224142	0.13	0.043	1	"Olig"	"WDR5B"	"Temporal lobe"
"WRNIP1"	0.248528575815267	0.265670566843967	0.13	0.043	1	"Olig"	"WRNIP1"	"Temporal lobe"
"ZFP1"	0.248528575815267	0.252705951344757	0.13	0.043	1	"Olig"	"ZFP1"	"Temporal lobe"
"SLC6A15"	0.248528575815267	0.408867853322106	0.13	0.043	1	"Olig"	"SLC6A15"	"Temporal lobe"
"ZDHHC11"	0.248528575815267	0.285582165655052	0.13	0.043	1	"Olig"	"ZDHHC11"	"Temporal lobe"
"RHBDF1"	0.248528575815267	0.301861379364026	0.13	0.043	1	"Olig"	"RHBDF1"	"Temporal lobe"
"VTI1B"	0.248555007890679	-0.192219672168284	0.109	0.217	1	"Olig"	"VTI1B"	"Temporal lobe"
"NDUFA3"	0.248669545999019	0.246318036883004	0.413	0.261	1	"Olig"	"NDUFA3"	"Temporal lobe"
"KDSR1"	0.248829815374581	-0.491075984145463	0.5	0.565	1	"Olig"	"KDSR"	"Temporal lobe"
"LIMCH1"	0.248963219348723	0.21239608423639	0.913	0.826	1	"Olig"	"LIMCH1"	"Temporal lobe"
"ADAMTS1"	0.249047169008492	-0.434868950641879	0.37	0.478	1	"Olig"	"ADAMTS1"	"Temporal lobe"
"TSPAN141"	0.249391037862726	-0.204766885610265	0.239	0.391	1	"Olig"	"TSPAN14"	"Temporal lobe"
"ATPAF1"	0.250698384287586	0.272252252326906	0.348	0.217	1	"Olig"	"ATPAF1"	"Temporal lobe"
"FRG11"	0.250698384287586	-0.289542085033766	0.261	0.391	1	"Olig"	"FRG1"	"Temporal lobe"
"POMGNT1"	0.250698384287586	-0.302254367868681	0.261	0.391	1	"Olig"	"POMGNT1"	"Temporal lobe"
"DNAJC22"	0.250752926254212	-0.340858940090659	0.13	0.217	1	"Olig"	"DNAJC22"	"Temporal lobe"
"ACADSB1"	0.250890307224449	0.0807241780771691	0.326	0.174	1	"Olig"	"ACADSB"	"Temporal lobe"
"OTUD4"	0.250890307224449	-0.287543959419283	0.239	0.348	1	"Olig"	"OTUD4"	"Temporal lobe"
"PAF1"	0.250890307224449	0.172194975269974	0.326	0.174	1	"Olig"	"PAF1"	"Temporal lobe"
"DUT1"	0.251104082979805	-0.230196236119632	0.348	0.435	1	"Olig"	"DUT"	"Temporal lobe"
"SEMA4C1"	0.251104082979805	-0.345006979458977	0.348	0.435	1	"Olig"	"SEMA4C"	"Temporal lobe"
"MARCH8"	0.251544069690066	0.132004834884377	0.217	0.087	1	"Olig"	"MARCH8"	"Temporal lobe"
"SNX12"	0.251544069690066	0.0674277806917353	0.217	0.087	1	"Olig"	"SNX12"	"Temporal lobe"
"CAST1"	0.251801132942686	0.26920126028468	0.457	0.391	1	"Olig"	"CAST"	"Temporal lobe"
"CUEDC1"	0.251801132942686	0.300040250311913	0.478	0.348	1	"Olig"	"CUEDC1"	"Temporal lobe"
"FAM219A"	0.251930242633926	0.0849392191412541	0.304	0.174	1	"Olig"	"FAM219A"	"Temporal lobe"
"TYK21"	0.251930242633926	0.360291877211534	0.304	0.174	1	"Olig"	"TYK2"	"Temporal lobe"
"PCYT1A1"	0.252013707793019	-0.366607007904064	0.326	0.391	1	"Olig"	"PCYT1A"	"Temporal lobe"
"ABHD181"	0.252350661581806	-0.259128203521341	0.196	0.304	1	"Olig"	"ABHD18"	"Temporal lobe"
"DDA1"	0.252350661581806	0.0841369881772849	0.283	0.13	1	"Olig"	"DDA1"	"Temporal lobe"
"LINC015881"	0.252350661581806	0.115795537988881	0.283	0.13	1	"Olig"	"LINC01588"	"Temporal lobe"
"LRRC75A-AS11"	0.252443636679127	0.340820363325325	0.283	0.174	1	"Olig"	"LRRC75A-AS1"	"Temporal lobe"
"DSTYK1"	0.252489333483434	-0.18296787065154	0.522	0.696	1	"Olig"	"DSTYK"	"Temporal lobe"
"NFASC"	0.252614618495836	0.382741057853089	0.739	0.913	1	"Olig"	"NFASC"	"Temporal lobe"
"RP11-142G1.31"	0.252785532242845	0.282193020595041	0.5	0.348	1	"Olig"	"RP11-142G1.3"	"Temporal lobe"
"DEK1"	0.253530799746333	0.337745592225099	0.5	0.391	1	"Olig"	"DEK"	"Temporal lobe"
"YWHAE1"	0.254352779496953	0.302622251586435	0.913	0.87	1	"Olig"	"YWHAE"	"Temporal lobe"
"EMC101"	0.254383117413669	-0.28621993767158	0.565	0.652	1	"Olig"	"EMC10"	"Temporal lobe"
"KIF13B"	0.254407706571753	-0.405571244609884	0.5	0.565	1	"Olig"	"KIF13B"	"Temporal lobe"
"RP11-805I24.11"	0.254787672331414	-0.347027906200996	0.326	0.435	1	"Olig"	"RP11-805I24.1"	"Temporal lobe"
"GGA31"	0.254897003760127	0.288167216149421	0.196	0.087	1	"Olig"	"GGA3"	"Temporal lobe"
"MFSD10"	0.254897003760127	0.33126654204813	0.196	0.087	1	"Olig"	"MFSD10"	"Temporal lobe"
"NIPSNAP3A"	0.254897003760127	0.278012799509987	0.196	0.087	1	"Olig"	"NIPSNAP3A"	"Temporal lobe"
"RANBP10"	0.254897003760127	0.251634967273734	0.196	0.087	1	"Olig"	"RANBP10"	"Temporal lobe"
"UTP11L"	0.254897003760127	0.184221568733638	0.196	0.087	1	"Olig"	"UTP11L"	"Temporal lobe"
"NDUFS6"	0.25497521142131	0.254405980380156	0.457	0.304	1	"Olig"	"NDUFS6"	"Temporal lobe"
"CLIP4"	0.255221044030394	0.209463988726717	0.261	0.13	1	"Olig"	"CLIP4"	"Temporal lobe"
"PELI11"	0.255221044030394	0.272851953549939	0.261	0.13	1	"Olig"	"PELI1"	"Temporal lobe"
"RRN3"	0.255221044030394	0.21091757481868	0.261	0.13	1	"Olig"	"RRN3"	"Temporal lobe"
"SAFB21"	0.255221044030394	0.183630328907556	0.261	0.13	1	"Olig"	"SAFB2"	"Temporal lobe"
"SLC25A44"	0.255221044030394	-0.205119728422159	0.174	0.304	1	"Olig"	"SLC25A44"	"Temporal lobe"
"TNS1"	0.255221044030394	0.297887765548512	0.261	0.13	1	"Olig"	"TNS1"	"Temporal lobe"
"FBXL5"	0.255690282573422	0.372156156214	0.478	0.391	1	"Olig"	"FBXL5"	"Temporal lobe"
"CYTH1"	0.256134825801773	-0.281356736692312	0.565	0.696	1	"Olig"	"CYTH1"	"Temporal lobe"
"EIF2S21"	0.256134825801773	-0.312885639784896	0.565	0.696	1	"Olig"	"EIF2S2"	"Temporal lobe"
"CCPG1"	0.257075916732251	-0.28016617482228	0.087	0.174	1	"Olig"	"CCPG1"	"Temporal lobe"
"CDKAL1"	0.257075916732251	-0.499883366177105	0.087	0.174	1	"Olig"	"CDKAL1"	"Temporal lobe"
"EML3"	0.257075916732251	-0.244413367305502	0.087	0.174	1	"Olig"	"EML3"	"Temporal lobe"
"HDDC2"	0.257075916732251	-0.328678555424121	0.087	0.174	1	"Olig"	"HDDC2"	"Temporal lobe"
"INE2"	0.257075916732251	-0.218389297506843	0.087	0.174	1	"Olig"	"INE2"	"Temporal lobe"
"KCNN3"	0.257075916732251	-0.284628609765481	0.087	0.174	1	"Olig"	"KCNN3"	"Temporal lobe"
"NECAP1"	0.257075916732251	-0.249228326636997	0.087	0.174	1	"Olig"	"NECAP1"	"Temporal lobe"
"TBL3"	0.257075916732251	-0.240998617356599	0.087	0.174	1	"Olig"	"TBL3"	"Temporal lobe"
"ZGRF1"	0.257075916732251	-0.219418908363399	0.087	0.174	1	"Olig"	"ZGRF1"	"Temporal lobe"
"C21"	0.257182394846335	-0.200647679300738	0.109	0.217	1	"Olig"	"C2"	"Temporal lobe"
"PTPRJ1"	0.257182394846335	-0.0815770483180005	0.109	0.217	1	"Olig"	"PTPRJ"	"Temporal lobe"
"CHD81"	0.25719251661	0.413870419989198	0.413	0.304	1	"Olig"	"CHD8"	"Temporal lobe"
"FBXO21"	0.25719251661	0.367673113348878	0.435	0.261	1	"Olig"	"FBXO21"	"Temporal lobe"
"CCT6A1"	0.257203014332512	0.279302492442148	0.348	0.217	1	"Olig"	"CCT6A"	"Temporal lobe"
"ENSA1"	0.257478741373746	0.391925578676953	0.239	0.13	1	"Olig"	"ENSA"	"Temporal lobe"
"PDE121"	0.257478741373746	-0.442392937103779	0.174	0.261	1	"Olig"	"PDE12"	"Temporal lobe"
"ANXA7"	0.257626908067848	0.192933224876643	0.326	0.174	1	"Olig"	"ANXA7"	"Temporal lobe"
"CSAD1"	0.257626908067848	-0.380194176969689	0.239	0.348	1	"Olig"	"CSAD"	"Temporal lobe"
"CHADL"	0.257861670734907	0.501598710615506	0.674	0.609	1	"Olig"	"CHADL"	"Temporal lobe"
"C1orf61"	0.257962164472713	-0.360823473348425	0.283	0.391	1	"Olig"	"C1orf61"	"Temporal lobe"
"AP1B11"	0.258266246114774	0.274765986926125	0.391	0.261	1	"Olig"	"AP1B1"	"Temporal lobe"
"MRPS34"	0.258266246114774	-0.158729434038034	0.304	0.435	1	"Olig"	"MRPS34"	"Temporal lobe"
"MYDGF1"	0.258266246114774	-0.386233037362758	0.326	0.391	1	"Olig"	"MYDGF"	"Temporal lobe"
"RHBDD2"	0.258266246114774	0.369871429249264	0.391	0.261	1	"Olig"	"RHBDD2"	"Temporal lobe"
"CCNG1"	0.25862902979724	0.289876484484125	0.13	0.043	1	"Olig"	"CCNG1"	"Temporal lobe"
"EXOC4"	0.25862902979724	0.198581259648443	0.13	0.043	1	"Olig"	"EXOC4"	"Temporal lobe"
"GBA"	0.25862902979724	0.331821240123636	0.13	0.043	1	"Olig"	"GBA"	"Temporal lobe"
"HPN"	0.25862902979724	0.312586140592314	0.13	0.043	1	"Olig"	"HPN"	"Temporal lobe"
"MMD1"	0.25862902979724	0.275314833014287	0.13	0.043	1	"Olig"	"MMD"	"Temporal lobe"
"PBXIP11"	0.25862902979724	0.232883133071016	0.13	0.043	1	"Olig"	"PBXIP1"	"Temporal lobe"
"RP11-640N20.41"	0.25862902979724	0.312528326483312	0.13	0.043	1	"Olig"	"RP11-640N20.4"	"Temporal lobe"
"RP13-104F24.21"	0.25862902979724	0.325222030019313	0.13	0.043	1	"Olig"	"RP13-104F24.2"	"Temporal lobe"
"SCML1"	0.25862902979724	0.255705008028778	0.13	0.043	1	"Olig"	"SCML1"	"Temporal lobe"
"ZBED4"	0.25862902979724	0.146720660276835	0.13	0.043	1	"Olig"	"ZBED4"	"Temporal lobe"
"OMG"	0.258694307799589	-0.190947669744125	0.783	0.913	1	"Olig"	"OMG"	"Temporal lobe"
"RP11-484O2.11"	0.258818087445452	0.252952975009243	0.304	0.174	1	"Olig"	"RP11-484O2.1"	"Temporal lobe"
"UBQLN21"	0.258818087445452	-0.231205264813742	0.217	0.348	1	"Olig"	"UBQLN2"	"Temporal lobe"
"MPP11"	0.259088470958807	-0.372206817803921	0.13	0.217	1	"Olig"	"MPP1"	"Temporal lobe"
"KIF2A"	0.259240219512022	0.241015720696128	0.696	0.522	1	"Olig"	"KIF2A"	"Temporal lobe"
"AHSA1"	0.259330427465371	0.259987357935464	0.522	0.348	1	"Olig"	"AHSA1"	"Temporal lobe"
"KCNMB11"	0.259554145515478	0.0821828694545549	0.283	0.13	1	"Olig"	"KCNMB1"	"Temporal lobe"
"ZC3H7B"	0.259600310269656	-0.120312980343429	0.217	0.087	1	"Olig"	"ZC3H7B"	"Temporal lobe"
"MAGEH1"	0.259793432988702	-0.068346568806299	0.5	0.609	1	"Olig"	"MAGEH1"	"Temporal lobe"
"NRBP21"	0.260176630590513	-0.293554782897911	0.457	0.609	1	"Olig"	"NRBP2"	"Temporal lobe"
"PRPF38A1"	0.261512387792976	-0.165274858703042	0.283	0.435	1	"Olig"	"PRPF38A"	"Temporal lobe"
"GNB2L11"	0.26156742470538	0.297459122390425	0.609	0.478	1	"Olig"	"GNB2L1"	"Temporal lobe"
"MECP21"	0.261569167228073	-0.228990699953779	0.391	0.565	1	"Olig"	"MECP2"	"Temporal lobe"
"NAIP1"	0.261569167228073	-0.447738888296139	0.435	0.478	1	"Olig"	"NAIP"	"Temporal lobe"
"EIF4A21"	0.262229063668062	-0.169639987807827	0.674	0.783	1	"Olig"	"EIF4A2"	"Temporal lobe"
"APPBP2"	0.262640523949143	-0.131266001206666	0.478	0.652	1	"Olig"	"APPBP2"	"Temporal lobe"
"HADHA1"	0.262690264749801	0.304877388898467	0.326	0.217	1	"Olig"	"HADHA"	"Temporal lobe"
"TRIM561"	0.262712532093593	0.53124042167843	0.63	0.522	1	"Olig"	"TRIM56"	"Temporal lobe"
"FBXL4"	0.262950404610255	-0.2997989326988	0.152	0.261	1	"Olig"	"FBXL4"	"Temporal lobe"
"FCER1G1"	0.262950404610255	-0.483353089983695	0.152	0.261	1	"Olig"	"FCER1G"	"Temporal lobe"
"OARD1"	0.262950404610255	-0.272769433183236	0.152	0.261	1	"Olig"	"OARD1"	"Temporal lobe"
"PHB"	0.262950404610255	-0.217145576934529	0.152	0.261	1	"Olig"	"PHB"	"Temporal lobe"
"RN7SL811P1"	0.262950404610255	-0.248581385030889	0.152	0.261	1	"Olig"	"RN7SL811P"	"Temporal lobe"
"TBCC"	0.262950404610255	-0.341966179427345	0.152	0.261	1	"Olig"	"TBCC"	"Temporal lobe"
"TMEM1091"	0.262950404610255	-0.198032997707748	0.152	0.261	1	"Olig"	"TMEM109"	"Temporal lobe"
"WAC-AS11"	0.262950404610255	-0.206416650726316	0.152	0.261	1	"Olig"	"WAC-AS1"	"Temporal lobe"
"KIAA1324L"	0.263058759959769	0.275013422469473	0.565	0.391	1	"Olig"	"KIAA1324L"	"Temporal lobe"
"ARNT"	0.26332744694952	0.201475996010385	0.196	0.087	1	"Olig"	"ARNT"	"Temporal lobe"
"LINC016091"	0.26332744694952	0.229710814520167	0.196	0.087	1	"Olig"	"LINC01609"	"Temporal lobe"
"MRTO4"	0.26332744694952	0.14507539065266	0.196	0.087	1	"Olig"	"MRTO4"	"Temporal lobe"
"PITPNB"	0.26332744694952	0.22358317245584	0.196	0.087	1	"Olig"	"PITPNB"	"Temporal lobe"
"WDFY3-AS2"	0.26332744694952	0.188556306554676	0.196	0.087	1	"Olig"	"WDFY3-AS2"	"Temporal lobe"
"NUFIP21"	0.263382644780488	-0.243586858223704	0.326	0.478	1	"Olig"	"NUFIP2"	"Temporal lobe"
"PNPT11"	0.263625423833328	-0.268956163351397	0.391	0.522	1	"Olig"	"PNPT1"	"Temporal lobe"
"LDOC1"	0.264487966422884	-0.251436942786392	0.239	0.348	1	"Olig"	"LDOC1"	"Temporal lobe"
"SETD51"	0.264487966422884	0.205626910746007	0.326	0.174	1	"Olig"	"SETD5"	"Temporal lobe"
"TARDBP1"	0.264487966422884	-0.207328300962155	0.239	0.348	1	"Olig"	"TARDBP"	"Temporal lobe"
"SLC43A21"	0.264494887275446	0.163250251356322	0.37	0.217	1	"Olig"	"SLC43A2"	"Temporal lobe"
"CREBRF1"	0.26454338048029	-0.305284066117334	0.413	0.522	1	"Olig"	"CREBRF"	"Temporal lobe"
"H2AFY1"	0.26454338048029	-0.287811740855937	0.413	0.522	1	"Olig"	"H2AFY"	"Temporal lobe"
"STRN3"	0.26517088724778	-0.273754365028818	0.174	0.261	1	"Olig"	"STRN3"	"Temporal lobe"
"TAF3"	0.26517088724778	0.309768270841862	0.239	0.13	1	"Olig"	"TAF3"	"Temporal lobe"
"SH3GLB11"	0.265674595122673	-0.313906653080526	0.457	0.522	1	"Olig"	"SH3GLB1"	"Temporal lobe"
"SIRPA1"	0.26582299480321	-0.130462810590291	0.478	0.609	1	"Olig"	"SIRPA"	"Temporal lobe"
"USP30"	0.265835341249743	-0.158720484999323	0.217	0.348	1	"Olig"	"USP30"	"Temporal lobe"
"C1QA1"	0.266015423093881	0.430122930052529	0.174	0.087	1	"Olig"	"C1QA"	"Temporal lobe"
"FADD"	0.266812082340921	-0.296944388004733	0.087	0.174	1	"Olig"	"FADD"	"Temporal lobe"
"RDH14"	0.266812082340921	-0.302538584732321	0.087	0.174	1	"Olig"	"RDH14"	"Temporal lobe"
"RRNAD1"	0.266812082340921	-0.228037333355831	0.087	0.174	1	"Olig"	"RRNAD1"	"Temporal lobe"
"CACNA2D1"	0.266898786486469	0.10404109158929	0.283	0.13	1	"Olig"	"CACNA2D1"	"Temporal lobe"
"DUSP221"	0.266898786486469	-0.231700274113307	0.196	0.304	1	"Olig"	"DUSP22"	"Temporal lobe"
"VAMP31"	0.267270812598033	0.196384867943262	0.783	0.696	1	"Olig"	"VAMP3"	"Temporal lobe"
"ATP6V0A11"	0.26729297257714	0.260906188190029	0.63	0.565	1	"Olig"	"ATP6V0A1"	"Temporal lobe"
"AGPS"	0.267614042650963	-0.305853718760167	0.13	0.217	1	"Olig"	"AGPS"	"Temporal lobe"
"DISP21"	0.267614042650963	-0.310441469941461	0.13	0.217	1	"Olig"	"DISP2"	"Temporal lobe"
"KANSL2"	0.267614042650963	-0.314424337374908	0.13	0.217	1	"Olig"	"KANSL2"	"Temporal lobe"
"PHF8"	0.267614042650963	-0.424938814464319	0.13	0.217	1	"Olig"	"PHF8"	"Temporal lobe"
"GREM1"	0.268399155661985	-0.242064369967191	0.478	0.652	1	"Olig"	"GREM1"	"Temporal lobe"
"TOMM71"	0.268528486674606	-0.386259693155967	0.348	0.478	1	"Olig"	"TOMM7"	"Temporal lobe"
"MAPK8IP1"	0.268867366597459	0.3086129038206	0.783	0.826	1	"Olig"	"MAPK8IP1"	"Temporal lobe"
"ABCA3"	0.269010490788574	0.253153445983225	0.13	0.043	1	"Olig"	"ABCA3"	"Temporal lobe"
"ABI11"	0.269010490788574	0.243359737063392	0.13	0.043	1	"Olig"	"ABI1"	"Temporal lobe"
"ARL2-SNX15"	0.269010490788574	0.209492879653652	0.13	0.043	1	"Olig"	"ARL2-SNX15"	"Temporal lobe"
"BAK1"	0.269010490788574	0.188384593128738	0.13	0.043	1	"Olig"	"BAK1"	"Temporal lobe"
"C17orf80"	0.269010490788574	0.269078691278477	0.13	0.043	1	"Olig"	"C17orf80"	"Temporal lobe"
"CH507-9B2.5"	0.269010490788574	0.22228922439689	0.13	0.043	1	"Olig"	"CH507-9B2.5"	"Temporal lobe"
"CRLF31"	0.269010490788574	0.227993812882239	0.13	0.043	1	"Olig"	"CRLF3"	"Temporal lobe"
"CSGALNACT2"	0.269010490788574	0.265451331261488	0.13	0.043	1	"Olig"	"CSGALNACT2"	"Temporal lobe"
"H1F01"	0.269010490788574	0.175539404357858	0.13	0.043	1	"Olig"	"H1F0"	"Temporal lobe"
"MANBAL"	0.269010490788574	0.225466148122274	0.13	0.043	1	"Olig"	"MANBAL"	"Temporal lobe"
"MDC1"	0.269010490788574	0.249192048894936	0.13	0.043	1	"Olig"	"MDC1"	"Temporal lobe"
"REXO4"	0.269010490788574	0.254473118480388	0.13	0.043	1	"Olig"	"REXO4"	"Temporal lobe"
"RN7SL560P1"	0.269010490788574	0.161182900312477	0.13	0.043	1	"Olig"	"RN7SL560P"	"Temporal lobe"
"SLC52A2"	0.269010490788574	0.14007617568177	0.13	0.043	1	"Olig"	"SLC52A2"	"Temporal lobe"
"TTYH3"	0.269010490788574	0.169240988430172	0.13	0.043	1	"Olig"	"TTYH3"	"Temporal lobe"
"ZNF3201"	0.269010490788574	0.159194514748619	0.13	0.043	1	"Olig"	"ZNF320"	"Temporal lobe"
"ZNF34"	0.269010490788574	0.250508443744909	0.13	0.043	1	"Olig"	"ZNF34"	"Temporal lobe"
"ZNF780B"	0.269010490788574	0.258133528599595	0.13	0.043	1	"Olig"	"ZNF780B"	"Temporal lobe"
"LRRC1"	0.269010490788574	0.23345128120684	0.13	0.043	1	"Olig"	"LRRC1"	"Temporal lobe"
"ATP8A2"	0.269010490788574	0.339330741657253	0.13	0.043	1	"Olig"	"ATP8A2"	"Temporal lobe"
"CENPC1"	0.269520339673788	-0.124212885897461	0.239	0.391	1	"Olig"	"CENPC"	"Temporal lobe"
"UBE4B"	0.269520339673788	-0.471837796883748	0.261	0.348	1	"Olig"	"UBE4B"	"Temporal lobe"
"RRBP11"	0.269601528364599	0.236818967841295	0.739	0.609	1	"Olig"	"RRBP1"	"Temporal lobe"
"ZCCHC24"	0.269901614307936	-0.288594246587694	0.783	0.957	1	"Olig"	"ZCCHC24"	"Temporal lobe"
"FICD"	0.270253114172624	0.167694272283223	0.261	0.13	1	"Olig"	"FICD"	"Temporal lobe"
"HIST1H1E"	0.270253114172624	0.176972721845307	0.261	0.13	1	"Olig"	"HIST1H1E"	"Temporal lobe"
"UACA"	0.270253114172624	0.166862044627129	0.261	0.13	1	"Olig"	"UACA"	"Temporal lobe"
"CISD1"	0.270305474341257	-0.319243586373567	0.217	0.304	1	"Olig"	"CISD1"	"Temporal lobe"
"TM7SF2"	0.270305474341257	-0.357280305980706	0.217	0.304	1	"Olig"	"TM7SF2"	"Temporal lobe"
"ARHGEF10"	0.270561531472493	0.364334421650111	0.5	0.348	1	"Olig"	"ARHGEF10"	"Temporal lobe"
"MTMR6"	0.270561531472493	-0.329637497305453	0.413	0.522	1	"Olig"	"MTMR6"	"Temporal lobe"
"RBBP61"	0.270561531472493	0.347705969541805	0.5	0.348	1	"Olig"	"RBBP6"	"Temporal lobe"
