"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"region"
"SON"	7.32168423878119e-08	0.201768834027666	0.651	0.607	0.00239697298609219	"Mig"	"SON"	"Temporal lobe"
"RP1-102H19.7"	8.36739735000743e-08	0.234439549166751	0.234	0.179	0.00273931854444543	"Mig"	"RP1-102H19.7"	"Temporal lobe"
"SHTN1"	9.05590559808149e-08	0.22915193196802	0.476	0.417	0.00296472237469992	"Mig"	"SHTN1"	"Temporal lobe"
"RTTN"	9.25867021062501e-08	0.231441531640409	0.24	0.184	0.00303110345355442	"Mig"	"RTTN"	"Temporal lobe"
"SMC1A"	1.04556854072978e-07	0.265999070151318	0.183	0.133	0.00342298228864117	"Mig"	"SMC1A"	"Temporal lobe"
"KTN1"	1.15573761250671e-07	0.24036514349318	0.417	0.354	0.00378365379582446	"Mig"	"KTN1"	"Temporal lobe"
"SLC11A1"	1.16332553315546e-07	0.153254522253189	0.167	0.119	0.00380849513044435	"Mig"	"SLC11A1"	"Temporal lobe"
"HLA-DPA1"	1.24455830665364e-07	0.200733642464094	0.773	0.742	0.00407443498432268	"Mig"	"HLA-DPA1"	"Temporal lobe"
"KDM5C"	1.29826825620507e-07	0.171305975984609	0.133	0.09	0.00425027061716416	"Mig"	"KDM5C"	"Temporal lobe"
"LIPA"	1.40514597978041e-07	0.285755302875919	0.458	0.409	0.00460016690860511	"Mig"	"LIPA"	"Temporal lobe"
"ID2"	1.48785271501747e-07	0.35522281629068	0.385	0.326	0.00487093221842418	"Mig"	"ID2"	"Temporal lobe"
"IGSF21"	1.50118718418955e-07	-0.259464338674307	0.243	0.301	0.00491458660359974	"Mig"	"IGSF21"	"Temporal lobe"
"ITM2B"	1.54795811417749e-07	-0.132041262512945	0.964	0.97	0.00506770527419425	"Mig"	"ITM2B"	"Temporal lobe"
"GNB2L1"	1.89174011136526e-07	0.231276306700128	0.515	0.466	0.0061931787765876	"Mig"	"GNB2L1"	"Temporal lobe"
"SNORD3B-2"	2.12194468686759e-07	0.194247680399481	0.155	0.109	0.00694682251586713	"Mig"	"SNORD3B-2"	"Temporal lobe"
"PRPF38B"	2.244589010184e-07	0.228421432147631	0.715	0.675	0.00734833550154039	"Mig"	"PRPF38B"	"Temporal lobe"
"MYCBP2"	2.45348436388291e-07	0.203254134556264	0.475	0.418	0.00803221711047986	"Mig"	"MYCBP2"	"Temporal lobe"
"ZCCHC6"	2.51951148745559e-07	0.256217730992573	0.183	0.135	0.0082483767076321	"Mig"	"ZCCHC6"	"Temporal lobe"
"CEBPB"	2.57093841659606e-07	0.147200612146195	0.47	0.405	0.00841673818825217	"Mig"	"CEBPB"	"Temporal lobe"
"FCGR1A"	2.5788545529175e-07	0.269714062102866	0.538	0.491	0.00844265403534132	"Mig"	"FCGR1A"	"Temporal lobe"
"MEF2A"	2.74084776680226e-07	0.199039958755413	0.458	0.395	0.00897298741895725	"Mig"	"MEF2A"	"Temporal lobe"
"IL4R"	3.00816824882564e-07	0.195859895784531	0.171	0.125	0.00984814121300537	"Mig"	"IL4R"	"Temporal lobe"
"RBM28"	3.18329728001887e-07	-0.212995847195491	0.274	0.332	0.0104214786353258	"Mig"	"RBM28"	"Temporal lobe"
"MARCKS"	3.38009766979417e-07	-0.13545845318342	0.795	0.82	0.0110657637513722	"Mig"	"MARCKS"	"Temporal lobe"
"CPEB4"	3.75357477698167e-07	0.289005970821302	0.186	0.141	0.0122884531048826	"Mig"	"CPEB4"	"Temporal lobe"
"CKB"	3.83205548321041e-07	-0.223268311406862	0.256	0.316	0.0125453832409342	"Mig"	"CKB"	"Temporal lobe"
"OLMALINC"	4.19636422152837e-07	-0.216870454178803	0.065	0.102	0.0137380571884396	"Mig"	"OLMALINC"	"Temporal lobe"
"ITGAV"	4.36953451698305e-07	0.234202090975018	0.186	0.138	0.0143049821016991	"Mig"	"ITGAV"	"Temporal lobe"
"CTC-340A15.2"	4.7238186389191e-07	-0.162774500487865	0.07	0.108	0.0154648374600933	"Mig"	"CTC-340A15.2"	"Temporal lobe"
"AC090498.1"	4.97149835998593e-07	0.13723013717832	0.366	0.305	0.0162756913309219	"Mig"	"AC090498.1"	"Temporal lobe"
"PRRC2C"	5.54503349763926e-07	0.206490033536794	0.629	0.575	0.0181533306645714	"Mig"	"PRRC2C"	"Temporal lobe"
"PLXDC1"	5.65702485617215e-07	-0.154886978396188	0.162	0.216	0.0185199679741364	"Mig"	"PLXDC1"	"Temporal lobe"
"PDK4"	5.76135218286681e-07	-0.669403253505778	0.192	0.238	0.0188615147762693	"Mig"	"PDK4"	"Temporal lobe"
"SLC2A3"	6.21076924320537e-07	0.252898639334126	0.11	0.073	0.0203328163484057	"Mig"	"SLC2A3"	"Temporal lobe"
"IL6R"	6.54730505223182e-07	0.208455963385627	0.498	0.44	0.0214345672799965	"Mig"	"IL6R"	"Temporal lobe"
"SEPSECS-AS1"	7.17402390156885e-07	-0.236979458883276	0.139	0.185	0.0234863194489561	"Mig"	"SEPSECS-AS1"	"Temporal lobe"
"CTD-2270P14.1"	7.17819989731881e-07	0.22440723016484	0.116	0.078	0.0234999908238423	"Mig"	"CTD-2270P14.1"	"Temporal lobe"
"TAF1D"	7.24654823437306e-07	0.184839296270528	0.179	0.133	0.0237237496096905	"Mig"	"TAF1D"	"Temporal lobe"
"GIMAP6"	7.56006664528328e-07	-0.253765690691408	0.089	0.128	0.0247501461833284	"Mig"	"GIMAP6"	"Temporal lobe"
"MOB3A"	9.92917860556305e-07	-0.203964243007651	0.102	0.143	0.0325061449188923	"Mig"	"MOB3A"	"Temporal lobe"
"IFI44L"	1.11854286539541e-06	0.242108319262083	0.323	0.265	0.0366188563273149	"Mig"	"IFI44L"	"Temporal lobe"
"SEC14L1"	1.11917728756798e-06	-0.330999703775649	0.208	0.255	0.0366396260404004	"Mig"	"SEC14L1"	"Temporal lobe"
"GPATCH2L"	1.17393955774884e-06	0.227305828156265	0.272	0.22	0.0384324332415816	"Mig"	"GPATCH2L"	"Temporal lobe"
"NACA"	1.20153840257367e-06	0.169577166197168	0.411	0.354	0.0393359642234567	"Mig"	"NACA"	"Temporal lobe"
"MAF"	1.25607390018729e-06	-0.134318549359379	0.761	0.794	0.0411213473443315	"Mig"	"MAF"	"Temporal lobe"
"ODF2L"	1.3022036661451e-06	-0.224352169942155	0.271	0.324	0.0426315436222584	"Mig"	"ODF2L"	"Temporal lobe"
"FAM133B"	1.37499670597808e-06	0.253846760220546	0.363	0.31	0.0450146421603103	"Mig"	"FAM133B"	"Temporal lobe"
"PLD4"	1.40784822041399e-06	-0.188128539762928	0.578	0.625	0.0460901350399133	"Mig"	"PLD4"	"Temporal lobe"
"HIST1H2BG"	1.45698426051225e-06	-0.374633752230467	0.236	0.285	0.0476987507206499	"Mig"	"HIST1H2BG"	"Temporal lobe"
"CBWD1"	1.50262348389579e-06	0.177639669304377	0.129	0.09	0.0491928876157805	"Mig"	"CBWD1"	"Temporal lobe"
"OAS1"	1.51768207654885e-06	-0.170607218305094	0.258	0.317	0.0496858758220563	"Mig"	"OAS1"	"Temporal lobe"
"TSPAN6"	1.61224095472009e-06	-0.198630166271298	0.076	0.112	0.0527815443756263	"Mig"	"TSPAN6"	"Temporal lobe"
"RP11-115H15.2"	1.86267733203055e-06	0.18475503488459	0.173	0.129	0.0609803304960163	"Mig"	"RP11-115H15.2"	"Temporal lobe"
"PCDH11Y"	1.93391315345944e-06	0.210246585284749	0.49	0.443	0.063312448817955	"Mig"	"PCDH11Y"	"Temporal lobe"
"TRMT112"	2.00811689910614e-06	0.204142101303155	0.256	0.206	0.0657417310429367	"Mig"	"TRMT112"	"Temporal lobe"
"LGMN"	2.01502433094938e-06	-0.18003926747607	0.287	0.348	0.0659678665466207	"Mig"	"LGMN"	"Temporal lobe"
"LST1"	2.12344964097422e-06	-0.234767467041556	0.326	0.38	0.0695174943462139	"Mig"	"LST1"	"Temporal lobe"
"FAM129A"	2.18160909710152e-06	0.194337985120096	0.118	0.082	0.0714215186209094	"Mig"	"FAM129A"	"Temporal lobe"
"GAK"	2.30970128473773e-06	-0.174006962812673	0.235	0.29	0.0756150006597438	"Mig"	"GAK"	"Temporal lobe"
"APOC1"	2.31139296553237e-06	0.324161318851852	0.223	0.179	0.0756703829055987	"Mig"	"APOC1"	"Temporal lobe"
"EIF3A"	2.33047193528764e-06	0.193826192232743	0.255	0.207	0.0762949902174467	"Mig"	"EIF3A"	"Temporal lobe"
"CSF1R"	2.57568508982943e-06	-0.126380398834445	0.881	0.876	0.0843227784708357	"Mig"	"CSF1R"	"Temporal lobe"
"LINC01480"	2.58952582487637e-06	0.162743589008797	0.114	0.077	0.0847758964548026	"Mig"	"LINC01480"	"Temporal lobe"
"GPNMB"	2.67719259088813e-06	0.330725447659643	0.166	0.125	0.0876459310404957	"Mig"	"GPNMB"	"Temporal lobe"
"GOLGA4"	3.02505307753106e-06	0.212773599235879	0.34	0.288	0.0990341876522118	"Mig"	"GOLGA4"	"Temporal lobe"
"UGCG"	3.06387910850505e-06	0.142537017980656	0.172	0.128	0.100305274254238	"Mig"	"UGCG"	"Temporal lobe"
"PABPC1"	3.18478189189272e-06	0.180923312443966	0.819	0.805	0.104263389576784	"Mig"	"PABPC1"	"Temporal lobe"
"FCGR3A"	3.28008960833919e-06	0.201207258199327	0.513	0.461	0.107383573597808	"Mig"	"FCGR3A"	"Temporal lobe"
"FYB"	3.31048618856112e-06	0.191488246687258	0.663	0.618	0.108378696841114	"Mig"	"FYB"	"Temporal lobe"
"YBX1"	3.7074244595445e-06	0.217607918603214	0.426	0.378	0.121373661956568	"Mig"	"YBX1"	"Temporal lobe"
"UBC"	4.14244276452891e-06	-0.132181391776122	0.666	0.696	0.135615291225148	"Mig"	"UBC"	"Temporal lobe"
"PCLO"	4.71110106466119e-06	0.197869385481904	0.116	0.081	0.154232026654878	"Mig"	"PCLO"	"Temporal lobe"
"TPT1"	4.82566802641185e-06	0.107877561430807	0.91	0.908	0.157982719848671	"Mig"	"TPT1"	"Temporal lobe"
"GLRX"	5.14032507108552e-06	0.226084824219171	0.314	0.266	0.168283962177198	"Mig"	"GLRX"	"Temporal lobe"
"EML4"	5.36896699272873e-06	0.215670793761785	0.404	0.352	0.175769241407953	"Mig"	"EML4"	"Temporal lobe"
"MT-ND6"	5.46735258119446e-06	0.309172789005609	0.428	0.385	0.178990188803144	"Mig"	"MT-ND6"	"Temporal lobe"
"RP11-242D8.1"	6.05956896625595e-06	-0.103193288852566	0.149	0.195	0.198378168817287	"Mig"	"RP11-242D8.1"	"Temporal lobe"
"CH507-154B10.1"	6.69703124133609e-06	-0.148631449572441	0.194	0.242	0.219247408778861	"Mig"	"CH507-154B10.1"	"Temporal lobe"
"RABEP1"	7.05617539561074e-06	0.128845083157612	0.162	0.122	0.231005070101505	"Mig"	"RABEP1"	"Temporal lobe"
"ACADSB"	7.07560859583973e-06	-0.0781374422275157	0.074	0.109	0.231641274210601	"Mig"	"ACADSB"	"Temporal lobe"
"MT-ND2"	7.57484210055523e-06	0.116729966782822	0.996	0.998	0.247985180687977	"Mig"	"MT-ND2"	"Temporal lobe"
"ITPR2"	7.78794613727976e-06	0.18728353088707	0.618	0.578	0.254961780642265	"Mig"	"ITPR2"	"Temporal lobe"
"PPP1R18"	8.28387052970874e-06	0.227490154841356	0.411	0.364	0.271197353401605	"Mig"	"PPP1R18"	"Temporal lobe"
"ELF1"	8.64167620851582e-06	0.189810074552861	0.25	0.206	0.282911195714391	"Mig"	"ELF1"	"Temporal lobe"
"CCDC88A"	8.73611191412723e-06	0.212542943924237	0.568	0.518	0.286002831844697	"Mig"	"CCDC88A"	"Temporal lobe"
"JUND"	8.96814809833636e-06	0.245185987240049	0.371	0.33	0.293599232443336	"Mig"	"JUND"	"Temporal lobe"
"APLP2"	9.04785134919804e-06	-0.168782356523445	0.576	0.618	0.296208557470046	"Mig"	"APLP2"	"Temporal lobe"
"RN7SL73P"	9.16884373347373e-06	0.14504825873871	0.111	0.077	0.300169606146463	"Mig"	"RN7SL73P"	"Temporal lobe"
"RP11-392A14.8"	9.3267139005027e-06	-0.176703851818529	0.156	0.201	0.305337959674658	"Mig"	"RP11-392A14.8"	"Temporal lobe"
"HMGN3"	9.53192658613995e-06	0.193004817490315	0.166	0.126	0.31205621257705	"Mig"	"HMGN3"	"Temporal lobe"
"ZSCAN29"	1.10362353710984e-05	-0.149238217711056	0.091	0.127	0.36130427357902	"Mig"	"ZSCAN29"	"Temporal lobe"
"SGK1"	1.17128076375947e-05	0.320708000054821	0.349	0.302	0.383453896439577	"Mig"	"SGK1"	"Temporal lobe"
"NINJ1"	1.18489109592117e-05	-0.20899186043904	0.268	0.319	0.387909646982674	"Mig"	"NINJ1"	"Temporal lobe"
"ZC3H13"	1.23228762438186e-05	0.276713129651416	0.276	0.23	0.403426322470133	"Mig"	"ZC3H13"	"Temporal lobe"
"RHOG"	1.2455579729343e-05	-0.14956648428348	0.261	0.316	0.407770769179231	"Mig"	"RHOG"	"Temporal lobe"
"C11orf1"	1.24902843126723e-05	0.19889897580034	0.235	0.192	0.408906927828266	"Mig"	"C11orf1"	"Temporal lobe"
"FAM149A"	1.25728799964469e-05	-0.216432877571974	0.158	0.202	0.411610945323679	"Mig"	"FAM149A"	"Temporal lobe"
"GLDN"	1.25744172219819e-05	0.306350725196831	0.293	0.247	0.411661271013243	"Mig"	"GLDN"	"Temporal lobe"
"ARHGDIB"	1.28815545674165e-05	-0.178396615497117	0.533	0.581	0.421716333428082	"Mig"	"ARHGDIB"	"Temporal lobe"
"HMOX1"	1.37177260653486e-05	0.234456522449062	0.191	0.151	0.449090915927381	"Mig"	"HMOX1"	"Temporal lobe"
"APCDD1"	1.45494057106498e-05	-0.165246173333072	0.13	0.17	0.476318444155253	"Mig"	"APCDD1"	"Temporal lobe"
"ADAM28"	1.47315260729488e-05	0.155587726566533	0.738	0.721	0.482280700576198	"Mig"	"ADAM28"	"Temporal lobe"
"LILRB4"	1.48675586306052e-05	-0.141492126509832	0.547	0.595	0.486734134448754	"Mig"	"LILRB4"	"Temporal lobe"
"PDPN"	1.50685768426677e-05	0.22346839127128	0.233	0.189	0.493315068675255	"Mig"	"PDPN"	"Temporal lobe"
"ITPRIP"	1.5528115628331e-05	0.300476143425317	0.189	0.151	0.508359449440302	"Mig"	"ITPRIP"	"Temporal lobe"
"OLR1"	1.6531316509954e-05	0.261079915297562	0.628	0.599	0.541202239902874	"Mig"	"OLR1"	"Temporal lobe"
"PARP14"	1.66346958211108e-05	0.183524214957897	0.388	0.339	0.544586671791524	"Mig"	"PARP14"	"Temporal lobe"
"PAG1"	1.80908218593788e-05	0.195713230275234	0.582	0.545	0.592257326032342	"Mig"	"PAG1"	"Temporal lobe"
"JPX"	1.92602571400324e-05	0.167589613302912	0.186	0.145	0.63054229825038	"Mig"	"JPX"	"Temporal lobe"
"LA16c-60D12.2"	2.0014221791323e-05	-0.137342660591404	0.076	0.107	0.655225593004333	"Mig"	"LA16c-60D12.2"	"Temporal lobe"
"ZYX"	2.09345695815157e-05	0.2107762554544	0.181	0.142	0.685355938959661	"Mig"	"ZYX"	"Temporal lobe"
"LILRA4"	2.15791401964689e-05	0.220418281278747	0.165	0.126	0.706457891751998	"Mig"	"LILRA4"	"Temporal lobe"
"PYCARD"	2.19466648663134e-05	-0.195256082756184	0.2	0.245	0.718489914393369	"Mig"	"PYCARD"	"Temporal lobe"
"GSTM4"	2.41520112743006e-05	-0.17937576350529	0.148	0.19	0.790688545098054	"Mig"	"GSTM4"	"Temporal lobe"
"LAP3"	2.4856628227071e-05	0.171866956297135	0.105	0.074	0.813756294897849	"Mig"	"LAP3"	"Temporal lobe"
"HSPH1"	2.69246890650746e-05	0.406352890690918	0.151	0.116	0.881460470612412	"Mig"	"HSPH1"	"Temporal lobe"
"HMGN1"	2.8129670023041e-05	0.207960489806128	0.394	0.349	0.920909137214317	"Mig"	"HMGN1"	"Temporal lobe"
"SCAMP2"	2.84369568117202e-05	-0.167379786314064	0.547	0.593	0.930969092102097	"Mig"	"SCAMP2"	"Temporal lobe"
"IFI44"	2.9445049237993e-05	0.184979673719293	0.139	0.104	0.963972021953415	"Mig"	"IFI44"	"Temporal lobe"
"C2"	2.96831923064809e-05	-0.15960109826904	0.267	0.315	0.971768349729573	"Mig"	"C2"	"Temporal lobe"
"ATG16L2"	3.04786950558136e-05	0.21330744168227	0.201	0.159	0.997811518737227	"Mig"	"ATG16L2"	"Temporal lobe"
"FTL"	3.09695207902042e-05	0.179276685606381	0.866	0.861	1	"Mig"	"FTL"	"Temporal lobe"
"GNLY"	3.32843702101422e-05	-0.286598807646057	0.083	0.113	1	"Mig"	"GNLY"	"Temporal lobe"
"RP11-848P1.4"	3.3559198691832e-05	-0.17753381569021	0.293	0.335	1	"Mig"	"RP11-848P1.4"	"Temporal lobe"
"ATP2B1"	3.40167222516691e-05	0.220444242284578	0.306	0.264	1	"Mig"	"ATP2B1"	"Temporal lobe"
"ATRX"	3.53845334371919e-05	0.204710633245206	0.467	0.426	1	"Mig"	"ATRX"	"Temporal lobe"
"DNASE2"	3.620752946274e-05	0.159336193420607	0.338	0.287	1	"Mig"	"DNASE2"	"Temporal lobe"
"PTMA"	3.63352107897529e-05	0.103984676890875	0.796	0.775	1	"Mig"	"PTMA"	"Temporal lobe"
"CTD-3105H18.14"	4.03649304486122e-05	0.107888945106462	0.115	0.083	1	"Mig"	"CTD-3105H18.14"	"Temporal lobe"
"BOD1L1"	4.04891388220392e-05	0.18955589710443	0.481	0.436	1	"Mig"	"BOD1L1"	"Temporal lobe"
"TMEM176B"	4.09279481070917e-05	-0.173715947470121	0.332	0.38	1	"Mig"	"TMEM176B"	"Temporal lobe"
"ZFX"	4.09948063165166e-05	0.160479470557862	0.119	0.087	1	"Mig"	"ZFX"	"Temporal lobe"
"RNU4ATAC"	4.26775129152866e-05	0.151088051673775	0.11	0.079	1	"Mig"	"RNU4ATAC"	"Temporal lobe"
"RP13-20L14.4"	4.32000244251241e-05	0.164535547563785	0.262	0.219	1	"Mig"	"RP13-20L14.4"	"Temporal lobe"
"TOB2"	4.4503502230149e-05	0.172443641860303	0.162	0.125	1	"Mig"	"TOB2"	"Temporal lobe"
"HLA-DOA"	4.74487577872474e-05	0.154069688683003	0.164	0.126	1	"Mig"	"HLA-DOA"	"Temporal lobe"
"ICOSLG"	4.99678461882719e-05	0.165635353504563	0.235	0.192	1	"Mig"	"ICOSLG"	"Temporal lobe"
"CASC3"	5.13913944354529e-05	-0.15772666092249	0.095	0.128	1	"Mig"	"CASC3"	"Temporal lobe"
"ARGLU1"	5.39951260181213e-05	0.197073788789063	0.419	0.379	1	"Mig"	"ARGLU1"	"Temporal lobe"
"CAPNS1"	5.93481627801221e-05	-0.141100812553808	0.203	0.248	1	"Mig"	"CAPNS1"	"Temporal lobe"
"HSPD1"	6.08023824880804e-05	0.236046562642253	0.195	0.157	1	"Mig"	"HSPD1"	"Temporal lobe"
"MDM4"	6.33340488262268e-05	0.169682473285481	0.468	0.421	1	"Mig"	"MDM4"	"Temporal lobe"
"CTSB"	6.33421604299673e-05	-0.085602073109448	0.909	0.9	1	"Mig"	"CTSB"	"Temporal lobe"
"FUCA2"	6.39995400652359e-05	-0.0747044790254935	0.094	0.128	1	"Mig"	"FUCA2"	"Temporal lobe"
"RP11-111M22.2"	6.41824575582929e-05	-0.137133256571837	0.175	0.218	1	"Mig"	"RP11-111M22.2"	"Temporal lobe"
"CSNK1G1"	6.47275858430225e-05	0.137696353185071	0.121	0.089	1	"Mig"	"CSNK1G1"	"Temporal lobe"
"FLJ22447"	6.6438298108485e-05	-0.175576390512172	0.236	0.278	1	"Mig"	"FLJ22447"	"Temporal lobe"
"SLC7A6"	6.76851515152471e-05	-0.153885008257512	0.103	0.136	1	"Mig"	"SLC7A6"	"Temporal lobe"
"UBE2J1"	7.12216473382743e-05	0.175217011611134	0.174	0.138	1	"Mig"	"UBE2J1"	"Temporal lobe"
"ARID5A"	7.16444703717037e-05	0.235206648722652	0.17	0.136	1	"Mig"	"ARID5A"	"Temporal lobe"
"EMB"	7.37161180471083e-05	-0.12811805945331	0.193	0.237	1	"Mig"	"EMB"	"Temporal lobe"
"STRBP"	7.41735832936083e-05	0.137074231502536	0.166	0.13	1	"Mig"	"STRBP"	"Temporal lobe"
"CKLF"	7.57656278788995e-05	0.152825513427504	0.173	0.135	1	"Mig"	"CKLF"	"Temporal lobe"
"TARS2"	7.85786023625082e-05	-0.139071385671428	0.116	0.151	1	"Mig"	"TARS2"	"Temporal lobe"
"YIPF3"	7.91879713316903e-05	-0.190838307930262	0.099	0.131	1	"Mig"	"YIPF3"	"Temporal lobe"
"RAC1"	7.97726862367006e-05	-0.142057490178936	0.738	0.762	1	"Mig"	"RAC1"	"Temporal lobe"
"LINC00891"	7.97862456232696e-05	-0.184714868821704	0.072	0.1	1	"Mig"	"LINC00891"	"Temporal lobe"
"SRRM2"	8.33586003245846e-05	0.177445334573243	0.669	0.639	1	"Mig"	"SRRM2"	"Temporal lobe"
"KCTD7"	8.44856375720263e-05	0.251515932020384	0.16	0.125	1	"Mig"	"KCTD7"	"Temporal lobe"
"RP11-489O18.1"	8.57508353031911e-05	0.173922232274258	0.307	0.265	1	"Mig"	"RP11-489O18.1"	"Temporal lobe"
"PNISR"	8.70549743042537e-05	0.142571259355914	0.696	0.67	1	"Mig"	"PNISR"	"Temporal lobe"
"IRF7"	8.90677170747728e-05	0.127958639362838	0.1	0.072	1	"Mig"	"IRF7"	"Temporal lobe"
"GGNBP2"	8.91402447646818e-05	0.154372402407449	0.239	0.196	1	"Mig"	"GGNBP2"	"Temporal lobe"
"ADRBK1"	9.30970967513006e-05	-0.114436254354411	0.264	0.311	1	"Mig"	"ADRBK1"	"Temporal lobe"
"CTD-3252C9.4"	9.35385575325654e-05	0.154922893563409	0.127	0.096	1	"Mig"	"CTD-3252C9.4"	"Temporal lobe"
"RP11-59E19.4"	9.52762211724205e-05	-0.12048281569104	0.083	0.113	1	"Mig"	"RP11-59E19.4"	"Temporal lobe"
"GIMAP4"	0.000101730612071437	-0.211577551991962	0.318	0.364	1	"Mig"	"GIMAP4"	"Temporal lobe"
"ZNF90"	0.000104317809499129	0.0959423450896206	0.479	0.431	1	"Mig"	"ZNF90"	"Temporal lobe"
"NDRG2"	0.000107554161344568	-0.122174555259305	0.155	0.193	1	"Mig"	"NDRG2"	"Temporal lobe"
"RP11-212I21.4"	0.000108919681102401	0.184832377180333	0.314	0.267	1	"Mig"	"RP11-212I21.4"	"Temporal lobe"
"MT-ND3"	0.000117271213926252	-0.0816806422432119	0.99	0.998	1	"Mig"	"MT-ND3"	"Temporal lobe"
"PLAUR"	0.000121174599099887	0.170817850015043	0.124	0.093	1	"Mig"	"PLAUR"	"Temporal lobe"
"C5AR1"	0.000121319024904813	0.19438052771173	0.246	0.206	1	"Mig"	"C5AR1"	"Temporal lobe"
"TNRC6B"	0.000124111938183521	0.188770460586438	0.439	0.402	1	"Mig"	"TNRC6B"	"Temporal lobe"
"DDX5"	0.000130042160084305	0.149016130977684	0.78	0.768	1	"Mig"	"DDX5"	"Temporal lobe"
"COLCA1"	0.000137643840640921	-0.0748223013651169	0.099	0.132	1	"Mig"	"COLCA1"	"Temporal lobe"
"TNPO3"	0.00013765281148599	0.18005797717734	0.118	0.089	1	"Mig"	"TNPO3"	"Temporal lobe"
"PGRMC1"	0.000139456306333951	-0.127821581757824	0.076	0.104	1	"Mig"	"PGRMC1"	"Temporal lobe"
"C1QC"	0.000139520789924719	0.123852293363249	0.65	0.617	1	"Mig"	"C1QC"	"Temporal lobe"
"SYT6"	0.000141118840200658	0.194822762335972	0.227	0.191	1	"Mig"	"SYT6"	"Temporal lobe"
"PCED1B-AS1"	0.000141786948198914	-0.203240788803036	0.173	0.211	1	"Mig"	"PCED1B-AS1"	"Temporal lobe"
"NRBP2"	0.000145472011823673	-0.150047085766203	0.09	0.12	1	"Mig"	"NRBP2"	"Temporal lobe"
"PARP9"	0.000146892381308643	0.232089115792426	0.156	0.123	1	"Mig"	"PARP9"	"Temporal lobe"
"CAMKK2"	0.000147494985645969	-0.161532394571166	0.075	0.104	1	"Mig"	"CAMKK2"	"Temporal lobe"
"CXCL12"	0.000152494861023858	-0.164447042996993	0.187	0.226	1	"Mig"	"CXCL12"	"Temporal lobe"
"KIZ-AS1"	0.000163496821934469	0.135061736291673	0.141	0.109	1	"Mig"	"KIZ-AS1"	"Temporal lobe"
"AC006129.2"	0.000166624493106235	0.13877864898417	0.12	0.09	1	"Mig"	"AC006129.2"	"Temporal lobe"
"KIAA1147"	0.000171005212397749	0.207072556140746	0.356	0.315	1	"Mig"	"KIAA1147"	"Temporal lobe"
"PSMA3-AS1"	0.000178861582723829	0.167619930054903	0.401	0.364	1	"Mig"	"PSMA3-AS1"	"Temporal lobe"
"DNMT3A"	0.000178930623491947	0.189453361259001	0.134	0.104	1	"Mig"	"DNMT3A"	"Temporal lobe"
"CSF3R"	0.000179599664258581	-0.189900492137987	0.374	0.419	1	"Mig"	"CSF3R"	"Temporal lobe"
"RP11-353N4.6"	0.000188401161944183	0.14154076823867	0.206	0.169	1	"Mig"	"RP11-353N4.6"	"Temporal lobe"
"OTUD1"	0.000188685590930587	0.234340195413125	0.246	0.211	1	"Mig"	"OTUD1"	"Temporal lobe"
"HNRNPA3"	0.000189289083220317	0.128578502600817	0.542	0.5	1	"Mig"	"HNRNPA3"	"Temporal lobe"
"HSBP1"	0.000191193724659989	-0.180827293080682	0.184	0.223	1	"Mig"	"HSBP1"	"Temporal lobe"
"ZNF317"	0.000194381199856768	-0.160271002067504	0.075	0.102	1	"Mig"	"ZNF317"	"Temporal lobe"
"ANKRD10-IT1"	0.000194849251047181	0.120535452565994	0.102	0.075	1	"Mig"	"ANKRD10-IT1"	"Temporal lobe"
"NRIP1"	0.000195156956282456	0.101136074072433	0.4	0.353	1	"Mig"	"NRIP1"	"Temporal lobe"
"SLC3A2"	0.000196297716018658	0.180045221971576	0.178	0.144	1	"Mig"	"SLC3A2"	"Temporal lobe"
"C20orf27"	0.000199163401338148	-0.118223609938658	0.108	0.142	1	"Mig"	"C20orf27"	"Temporal lobe"
"MAGEF1"	0.000200446200229995	0.14005594859353	0.119	0.091	1	"Mig"	"MAGEF1"	"Temporal lobe"
"DAAM1"	0.000203571332674633	-0.122603669022492	0.129	0.164	1	"Mig"	"DAAM1"	"Temporal lobe"
"OXA1L"	0.0002040709223313	0.172298122924719	0.405	0.365	1	"Mig"	"OXA1L"	"Temporal lobe"
"KCNJ5"	0.000211492887715788	0.205728999248823	0.254	0.217	1	"Mig"	"KCNJ5"	"Temporal lobe"
"SPI1"	0.000211540273040828	0.176236484075887	0.147	0.116	1	"Mig"	"SPI1"	"Temporal lobe"
"RNASE6"	0.000211782758087189	-0.213118611393476	0.224	0.264	1	"Mig"	"RNASE6"	"Temporal lobe"
"LCP2"	0.000215566202572156	0.187788688888457	0.255	0.218	1	"Mig"	"LCP2"	"Temporal lobe"
"EIF5"	0.000227468228610822	0.16195973715698	0.325	0.282	1	"Mig"	"EIF5"	"Temporal lobe"
"SCPEP1"	0.000232835269075195	0.126329236129918	0.159	0.125	1	"Mig"	"SCPEP1"	"Temporal lobe"
"MICU3"	0.000236917340461712	0.138988748549545	0.11	0.082	1	"Mig"	"MICU3"	"Temporal lobe"
"NKTR"	0.0002372041210062	0.136132350242717	0.511	0.467	1	"Mig"	"NKTR"	"Temporal lobe"
"FOXO3"	0.000239363642860085	-0.188242694481088	0.322	0.362	1	"Mig"	"FOXO3"	"Temporal lobe"
"FSD2"	0.00024639390950729	0.168373004700726	0.233	0.198	1	"Mig"	"FSD2"	"Temporal lobe"
