"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"region"
"DDOST"	0.0328873078915056	-0.243750113351457	0.094	0.127	1	"Mig"	"DDOST"	"Brain cortex"
"MALAT1"	0.033538203948893	0.035175068940724	0.664	0.706	1	"Mig"	"MALAT1"	"Brain cortex"
"ANKRD12"	0.0336189847709332	-0.258376245339897	0.072	0.102	1	"Mig"	"ANKRD12"	"Brain cortex"
"UQCRB"	0.0342153712885262	-0.200483743645291	0.152	0.192	1	"Mig"	"UQCRB"	"Brain cortex"
"FAM49B"	0.0347325201152392	0.535746989849848	0.206	0.174	1	"Mig"	"FAM49B"	"Brain cortex"
"ARL6IP1"	0.0355625099800135	0.458493782831013	0.17	0.135	1	"Mig"	"ARL6IP1"	"Brain cortex"
"SSR4"	0.0361153807372992	-0.212490955004989	0.072	0.102	1	"Mig"	"SSR4"	"Brain cortex"
"SEMA4D"	0.0368135029392134	0.500809405183383	0.187	0.153	1	"Mig"	"SEMA4D"	"Brain cortex"
"PABPC4"	0.0389742508678495	0.441830821425661	0.115	0.085	1	"Mig"	"PABPC4"	"Brain cortex"
"MT-RNR2"	0.039436691735298	-0.0658500640324569	1	1	1	"Mig"	"MT-RNR2"	"Brain cortex"
"CYBB"	0.0400244237972147	-0.0284239432768234	0.348	0.408	1	"Mig"	"CYBB"	"Brain cortex"
"PSAP"	0.040288300936688	-0.0973904876059075	0.652	0.705	1	"Mig"	"PSAP"	"Brain cortex"
"CAB39"	0.0418944960675773	-0.0689168836111091	0.075	0.105	1	"Mig"	"CAB39"	"Brain cortex"
"MARCH1"	0.0420962443177329	-0.0656192849400461	0.119	0.155	1	"Mig"	"MARCH1"	"Brain cortex"
"JUND"	0.0421696422036187	-0.127356749178652	0.071	0.1	1	"Mig"	"JUND"	"Brain cortex"
"HLA-DPB1"	0.0425061244138469	0.391499694741009	0.331	0.298	1	"Mig"	"HLA-DPB1"	"Brain cortex"
"SFMBT2"	0.043460205671691	0.407719830224401	0.147	0.115	1	"Mig"	"SFMBT2"	"Brain cortex"
"TRIB1"	0.0435040746470398	0.340321246737288	0.146	0.113	1	"Mig"	"TRIB1"	"Brain cortex"
"BHLHE41"	0.0437433207838822	0.242433150683778	0.632	0.601	1	"Mig"	"BHLHE41"	"Brain cortex"
"ARHGEF6"	0.0446063193052049	0.308617902499167	0.105	0.078	1	"Mig"	"ARHGEF6"	"Brain cortex"
"CLEC7A"	0.0456934481927353	0.412797402947238	0.111	0.083	1	"Mig"	"CLEC7A"	"Brain cortex"
"PPT1"	0.0462213721753563	-0.0435972238586615	0.268	0.32	1	"Mig"	"PPT1"	"Brain cortex"
"NUDT3"	0.0464932849083873	0.337157195939869	0.111	0.083	1	"Mig"	"NUDT3"	"Brain cortex"
"OLFML3"	0.0465407709864525	-0.166161131118839	0.308	0.355	1	"Mig"	"OLFML3"	"Brain cortex"
"ETS2"	0.0466529412412785	0.458984391519886	0.159	0.128	1	"Mig"	"ETS2"	"Brain cortex"
"GALNT1"	0.0470182801884283	-0.223558932801193	0.075	0.104	1	"Mig"	"GALNT1"	"Brain cortex"
"Y-RNA"	0.0477711936173692	0.546469183220041	0.212	0.183	1	"Mig"	"Y-RNA"	"Brain cortex"
"YBX1"	0.0484572643308107	-0.150977675906403	0.114	0.148	1	"Mig"	"YBX1"	"Brain cortex"
"C3AR1"	0.0485898812739428	0.34126970473018	0.348	0.31	1	"Mig"	"C3AR1"	"Brain cortex"
"TLR7"	0.0490532978638323	0.0170800538970068	0.22	0.267	1	"Mig"	"TLR7"	"Brain cortex"
"DDX17"	0.0498748145497904	0.508587061520803	0.226	0.193	1	"Mig"	"DDX17"	"Brain cortex"
"SET"	0.0507910104028402	-0.121623446357565	0.117	0.153	1	"Mig"	"SET"	"Brain cortex"
"CSDE1"	0.0511601271168094	-0.140631420151147	0.094	0.126	1	"Mig"	"CSDE1"	"Brain cortex"
"MYL12A"	0.0516780082855895	-0.262252252032117	0.085	0.113	1	"Mig"	"MYL12A"	"Brain cortex"
"SKP1"	0.0527908579360392	-0.185595756782305	0.08	0.109	1	"Mig"	"SKP1"	"Brain cortex"
"NUFIP2"	0.0531333437757769	0.334059540925638	0.105	0.079	1	"Mig"	"NUFIP2"	"Brain cortex"
"EVI2A"	0.0539611009080678	0.378779626732459	0.209	0.176	1	"Mig"	"EVI2A"	"Brain cortex"
"FO393411.1"	0.0547328451721629	0.238392210044301	0.366	0.341	1	"Mig"	"FO393411.1"	"Brain cortex"
"RNASET2"	0.0551247296319783	0.224224377683397	0.582	0.573	1	"Mig"	"RNASET2"	"Brain cortex"
"SERPINA1"	0.0564319891129024	-0.132177323520926	0.087	0.117	1	"Mig"	"SERPINA1"	"Brain cortex"
"MTATP6P1"	0.0565191834555232	-0.153730434585562	0.531	0.609	1	"Mig"	"MTATP6P1"	"Brain cortex"
"HLA-DRB6"	0.0567543526027946	0.218526945829822	0.174	0.231	1	"Mig"	"HLA-DRB6"	"Brain cortex"
"SETX"	0.0569793478777064	-0.0368600547724496	0.087	0.117	1	"Mig"	"SETX"	"Brain cortex"
"LPAR6"	0.0570345584655616	-0.0906992992426527	0.206	0.249	1	"Mig"	"LPAR6"	"Brain cortex"
"PLXDC2"	0.0575070528517081	-0.0611571526367687	0.44	0.496	1	"Mig"	"PLXDC2"	"Brain cortex"
"SSR1"	0.0577127803718801	-0.0356021584140982	0.195	0.236	1	"Mig"	"SSR1"	"Brain cortex"
"CNPY3"	0.0594490488308477	0.447125800521862	0.211	0.18	1	"Mig"	"CNPY3"	"Brain cortex"
"ZFP36L2"	0.0594834337807368	0.295371174278431	0.445	0.416	1	"Mig"	"ZFP36L2"	"Brain cortex"
"TAB2"	0.0595163231967996	-0.0992963282131045	0.102	0.133	1	"Mig"	"TAB2"	"Brain cortex"
"SEC11A"	0.0595324390953462	0.477958104980133	0.124	0.097	1	"Mig"	"SEC11A"	"Brain cortex"
"FPR1"	0.0596790434423394	-0.212899986417582	0.213	0.255	1	"Mig"	"FPR1"	"Brain cortex"
"HLA-E"	0.0600282973360971	0.235667781148194	0.605	0.598	1	"Mig"	"HLA-E"	"Brain cortex"
"FRMD4A"	0.0609304963515705	0.460467917635956	0.173	0.142	1	"Mig"	"FRMD4A"	"Brain cortex"
"ZEB2"	0.0639176358723734	0.439257024672543	0.149	0.119	1	"Mig"	"ZEB2"	"Brain cortex"
"MIR6805"	0.0641392262834432	0.165575058066752	0.229	0.197	1	"Mig"	"MIR6805"	"Brain cortex"
"MS4A6A"	0.0644965215306131	0.535979021183832	0.108	0.083	1	"Mig"	"MS4A6A"	"Brain cortex"
"SYNDIG1"	0.0649840749443606	-0.323767972847183	0.098	0.127	1	"Mig"	"SYNDIG1"	"Brain cortex"
"AC116533.1"	0.065215524564854	-0.0882993818227944	0.307	0.359	1	"Mig"	"AC116533.1"	"Brain cortex"
"EIF4A1"	0.0682771552397902	0.295483918515978	0.136	0.106	1	"Mig"	"EIF4A1"	"Brain cortex"
"TAL1"	0.0683491123724078	0.367880993383505	0.107	0.082	1	"Mig"	"TAL1"	"Brain cortex"
"KTN1"	0.0683971563334658	0.222327307546706	0.206	0.17	1	"Mig"	"KTN1"	"Brain cortex"
"FTLP3"	0.0700530837597125	-0.378615907085251	0.107	0.133	1	"Mig"	"FTLP3"	"Brain cortex"
"ADCY7"	0.0701007653852755	0.56787370308275	0.104	0.08	1	"Mig"	"ADCY7"	"Brain cortex"
"SNORD83A"	0.070787752053373	-0.201740614791698	0.098	0.127	1	"Mig"	"SNORD83A"	"Brain cortex"
"TOMM7"	0.0715785794156724	-0.0581414499496031	0.13	0.166	1	"Mig"	"TOMM7"	"Brain cortex"
"APLP2"	0.0716145876732254	-0.0844968361113159	0.228	0.272	1	"Mig"	"APLP2"	"Brain cortex"
"ACTG1"	0.0720430506341845	-0.0898690533971953	0.328	0.383	1	"Mig"	"ACTG1"	"Brain cortex"
"ENG"	0.0727752015701417	-0.196563803826172	0.086	0.113	1	"Mig"	"ENG"	"Brain cortex"
"KIAA1147"	0.0739397932337318	0.412421070680983	0.102	0.078	1	"Mig"	"KIAA1147"	"Brain cortex"
"IL6ST"	0.0750361387991767	0.317665598763452	0.45	0.435	1	"Mig"	"IL6ST"	"Brain cortex"
"JMJD1C"	0.0750868190550333	0.502801745171234	0.123	0.096	1	"Mig"	"JMJD1C"	"Brain cortex"
"NAP1L1"	0.0759408116585886	0.463052851024223	0.251	0.222	1	"Mig"	"NAP1L1"	"Brain cortex"
"SCARB2"	0.0761254165148889	-0.141744520119824	0.085	0.113	1	"Mig"	"SCARB2"	"Brain cortex"
"HLA-DPA1"	0.0767305508341207	-0.0818032246158404	0.585	0.666	1	"Mig"	"HLA-DPA1"	"Brain cortex"
"CD302"	0.076927919700962	0.18497352853243	0.119	0.092	1	"Mig"	"CD302"	"Brain cortex"
"P4HB"	0.0792205838893661	-0.0115638560222573	0.088	0.115	1	"Mig"	"P4HB"	"Brain cortex"
"TREM2"	0.0800998718931028	0.0151366378193285	0.375	0.44	1	"Mig"	"TREM2"	"Brain cortex"
"YWHAZ"	0.0804260850815814	-0.185423659129424	0.097	0.126	1	"Mig"	"YWHAZ"	"Brain cortex"
"FSCN1"	0.0814785783129236	-0.0211557417524741	0.141	0.177	1	"Mig"	"FSCN1"	"Brain cortex"
"CREG1"	0.0814962863029424	-0.0989905205324173	0.306	0.347	1	"Mig"	"CREG1"	"Brain cortex"
"OGFRL1"	0.0815609142087707	0.375544472791897	0.211	0.181	1	"Mig"	"OGFRL1"	"Brain cortex"
"ITPRIPL2"	0.0837349495129415	0.42124651383266	0.162	0.135	1	"Mig"	"ITPRIPL2"	"Brain cortex"
"SYNGR2"	0.085246468685491	-0.176955278447936	0.129	0.161	1	"Mig"	"SYNGR2"	"Brain cortex"
"AL353898.3"	0.0853794664690467	-0.0411602348944611	0.137	0.171	1	"Mig"	"AL353898.3"	"Brain cortex"
"MKNK1"	0.0880637747222926	0.432227735152461	0.152	0.126	1	"Mig"	"MKNK1"	"Brain cortex"
"CLIC1"	0.0881717862076844	-0.0139558211436941	0.082	0.109	1	"Mig"	"CLIC1"	"Brain cortex"
"MAF"	0.088560340096554	-0.014062630664418	0.331	0.377	1	"Mig"	"MAF"	"Brain cortex"
"TLR1"	0.0886355856828523	-0.0255348239968687	0.092	0.119	1	"Mig"	"TLR1"	"Brain cortex"
"SNORA62"	0.0895837093240494	0.2894177891798	0.155	0.128	1	"Mig"	"SNORA62"	"Brain cortex"
"AC012181.2"	0.0900058192436741	0.450705123343924	0.171	0.145	1	"Mig"	"AC012181.2"	"Brain cortex"
"PLEK"	0.0902500324949331	-0.166220949744788	0.103	0.132	1	"Mig"	"PLEK"	"Brain cortex"
"LGALS9"	0.0904719158702462	-0.0492058808020748	0.108	0.137	1	"Mig"	"LGALS9"	"Brain cortex"
"CD300A"	0.0905530130334432	-0.188268605862968	0.076	0.101	1	"Mig"	"CD300A"	"Brain cortex"
"TIAM1"	0.0906412660420112	0.489556063917128	0.21	0.184	1	"Mig"	"TIAM1"	"Brain cortex"
"HLA-DRA"	0.0913718431615893	-0.0626388294952838	0.718	0.766	1	"Mig"	"HLA-DRA"	"Brain cortex"
"PTMAP5"	0.0920986024342744	-0.0400725493141041	0.078	0.104	1	"Mig"	"PTMAP5"	"Brain cortex"
"SNORD36B"	0.0922441028146038	0.154146975664151	0.228	0.194	1	"Mig"	"SNORD36B"	"Brain cortex"
"RHOG"	0.0935158376049835	-0.0431497259744473	0.093	0.119	1	"Mig"	"RHOG"	"Brain cortex"
"SERPINF1"	0.0941950979949001	-0.112434946638613	0.079	0.104	1	"Mig"	"SERPINF1"	"Brain cortex"
"HNRNPDL"	0.0949762807662428	-0.0880419570744828	0.158	0.193	1	"Mig"	"HNRNPDL"	"Brain cortex"
"LYVE1"	0.0956430616143461	-0.197973742334276	0.08	0.105	1	"Mig"	"LYVE1"	"Brain cortex"
"DST"	0.096020958252148	0.412702332038945	0.121	0.095	1	"Mig"	"DST"	"Brain cortex"
"CAPZB"	0.0971369756489186	0.0472045079757484	0.116	0.146	1	"Mig"	"CAPZB"	"Brain cortex"
"AC134669.2"	0.0972385829062048	0.278453353092102	0.231	0.201	1	"Mig"	"AC134669.2"	"Brain cortex"
"SCAF11"	0.0978808892982566	0.298563830797044	0.149	0.122	1	"Mig"	"SCAF11"	"Brain cortex"
"HNRNPC"	0.102141830341718	-0.139723409143332	0.095	0.12	1	"Mig"	"HNRNPC"	"Brain cortex"
"CD14"	0.103595931625499	0.266806108555624	0.342	0.317	1	"Mig"	"CD14"	"Brain cortex"
"MTCO1P12"	0.104234449815289	0.256975998934128	0.475	0.466	1	"Mig"	"MTCO1P12"	"Brain cortex"
"SON"	0.104290341662655	-0.0315831589633651	0.159	0.192	1	"Mig"	"SON"	"Brain cortex"
"MT-TG"	0.106605826059421	-0.0296803329079514	0.513	0.566	1	"Mig"	"MT-TG"	"Brain cortex"
"PLD3"	0.107378185395307	-0.0780120890517568	0.103	0.13	1	"Mig"	"PLD3"	"Brain cortex"
"HSP90AA1"	0.108017185501345	0.124732302099213	0.28	0.332	1	"Mig"	"HSP90AA1"	"Brain cortex"
"CEBPA"	0.108262556471682	-0.00630191021060056	0.123	0.153	1	"Mig"	"CEBPA"	"Brain cortex"
"AL049873.1"	0.10838789855607	0.345584881946571	0.221	0.198	1	"Mig"	"AL049873.1"	"Brain cortex"
"TAPBP"	0.108455528135167	-0.111051907685701	0.123	0.153	1	"Mig"	"TAPBP"	"Brain cortex"
"KCTD12"	0.109639507439627	0.297099049199475	0.352	0.325	1	"Mig"	"KCTD12"	"Brain cortex"
"WASF2"	0.111442334594896	0.383083745886261	0.224	0.198	1	"Mig"	"WASF2"	"Brain cortex"
"STOM"	0.111807950916697	0.334125680224416	0.187	0.161	1	"Mig"	"STOM"	"Brain cortex"
"CITED2"	0.111939133215451	-0.0972133370850423	0.109	0.136	1	"Mig"	"CITED2"	"Brain cortex"
"AC115223.1"	0.114538883696847	0.152055791790366	0.121	0.096	1	"Mig"	"AC115223.1"	"Brain cortex"
"TMSB4XP8"	0.115422768901052	0.16343532831549	0.498	0.491	1	"Mig"	"TMSB4XP8"	"Brain cortex"
"AC078817.1"	0.116849726203057	0.297714742868568	0.126	0.104	1	"Mig"	"AC078817.1"	"Brain cortex"
"MIR7111"	0.11926168684283	0.164107300543139	0.176	0.15	1	"Mig"	"MIR7111"	"Brain cortex"
"ARHGDIB"	0.120602743969477	-0.0631703602963398	0.265	0.304	1	"Mig"	"ARHGDIB"	"Brain cortex"
"NAGA"	0.121916292732084	0.0654802930995642	0.145	0.119	1	"Mig"	"NAGA"	"Brain cortex"
"CAPZA1"	0.121976226408438	-0.150503319057432	0.083	0.106	1	"Mig"	"CAPZA1"	"Brain cortex"
"DAZAP2"	0.12316142611035	-0.11282593091059	0.13	0.157	1	"Mig"	"DAZAP2"	"Brain cortex"
"SNORD58A"	0.123641771012547	0.0537424908224218	0.165	0.136	1	"Mig"	"SNORD58A"	"Brain cortex"
"GNAS"	0.123652157473747	0.250325553661047	0.467	0.443	1	"Mig"	"GNAS"	"Brain cortex"
"CX3CR1"	0.123682570193497	0.188729445423942	0.803	0.824	1	"Mig"	"CX3CR1"	"Brain cortex"
"RGS19"	0.123843870756971	-0.232441383011682	0.079	0.101	1	"Mig"	"RGS19"	"Brain cortex"
"DOCK4"	0.124460916621882	0.356557128889442	0.169	0.142	1	"Mig"	"DOCK4"	"Brain cortex"
"GM2A"	0.12551349361878	-0.0862282758516628	0.171	0.203	1	"Mig"	"GM2A"	"Brain cortex"
"SALL1"	0.125600096502917	-0.0392869166543248	0.127	0.155	1	"Mig"	"SALL1"	"Brain cortex"
"NCKAP1L"	0.12596238252548	0.433941304699641	0.114	0.093	1	"Mig"	"NCKAP1L"	"Brain cortex"
"NINJ1"	0.126183256652115	0.123195011572959	0.155	0.188	1	"Mig"	"NINJ1"	"Brain cortex"
"SLC40A1"	0.128089853316091	0.00407295687654297	0.093	0.118	1	"Mig"	"SLC40A1"	"Brain cortex"
"TMEM50A"	0.133375906204089	-0.0757907478047612	0.086	0.109	1	"Mig"	"TMEM50A"	"Brain cortex"
"CCL2"	0.13445697382066	0.311321987756314	0.331	0.313	1	"Mig"	"CCL2"	"Brain cortex"
"DNASE2"	0.134518427409672	0.0973196240110197	0.094	0.119	1	"Mig"	"DNASE2"	"Brain cortex"
"ACTR2"	0.134540461830944	0.271753145625498	0.221	0.194	1	"Mig"	"ACTR2"	"Brain cortex"
"SERF2"	0.135774157855367	-0.012538651560956	0.158	0.192	1	"Mig"	"SERF2"	"Brain cortex"
"UBA52"	0.135910993824985	0.0637035797098786	0.315	0.358	1	"Mig"	"UBA52"	"Brain cortex"
"RBM3"	0.138274970526467	0.319407746284111	0.103	0.083	1	"Mig"	"RBM3"	"Brain cortex"
"FBXL18"	0.138333488016674	0.271901991140647	0.176	0.153	1	"Mig"	"FBXL18"	"Brain cortex"
"HMGB1"	0.139462183100195	0.266502037296157	0.175	0.152	1	"Mig"	"HMGB1"	"Brain cortex"
"ITGAX"	0.139685965756823	0.223410523050657	0.131	0.109	1	"Mig"	"ITGAX"	"Brain cortex"
"ATP2C1"	0.140296000866643	0.319419765253746	0.102	0.082	1	"Mig"	"ATP2C1"	"Brain cortex"
"YWHAE"	0.140930574233847	0.039496793685462	0.156	0.188	1	"Mig"	"YWHAE"	"Brain cortex"
"MIR3064"	0.141935563319045	0.358379257722381	0.284	0.259	1	"Mig"	"MIR3064"	"Brain cortex"
"ALOX5AP"	0.142582526660862	-0.0376546732975829	0.305	0.343	1	"Mig"	"ALOX5AP"	"Brain cortex"
"AC120057.3"	0.143556396933804	0.222066319610676	0.185	0.162	1	"Mig"	"AC120057.3"	"Brain cortex"
"PABPC1"	0.144657529637827	0.164932860460498	0.426	0.402	1	"Mig"	"PABPC1"	"Brain cortex"
"RNF13"	0.145873453951109	0.382513727154465	0.116	0.096	1	"Mig"	"RNF13"	"Brain cortex"
"SLC1A3"	0.149884451625037	0.424163726996465	0.346	0.332	1	"Mig"	"SLC1A3"	"Brain cortex"
"H3F3B"	0.151790366463459	0.30405151204873	0.345	0.32	1	"Mig"	"H3F3B"	"Brain cortex"
"RAC1"	0.152449839277425	-0.0517643890008301	0.342	0.391	1	"Mig"	"RAC1"	"Brain cortex"
"SRGAP2B"	0.153616827894414	0.0387567461025891	0.187	0.218	1	"Mig"	"SRGAP2B"	"Brain cortex"
"BTG1"	0.153825216368493	0.0158872035654807	0.163	0.192	1	"Mig"	"BTG1"	"Brain cortex"
"ARHGAP12"	0.157232381525324	0.305526993580683	0.103	0.083	1	"Mig"	"ARHGAP12"	"Brain cortex"
"CSF2RA"	0.158365294358197	0.18899794716979	0.105	0.085	1	"Mig"	"CSF2RA"	"Brain cortex"
"FCGR2A"	0.160398771097074	0.179574418618267	0.219	0.193	1	"Mig"	"FCGR2A"	"Brain cortex"
"ATM"	0.162811590023415	0.428346882771505	0.158	0.136	1	"Mig"	"ATM"	"Brain cortex"
"SERPINB9"	0.163458288939472	0.296678488042571	0.123	0.101	1	"Mig"	"SERPINB9"	"Brain cortex"
"FCGR3A"	0.165533459964129	-0.0629903624101922	0.345	0.385	1	"Mig"	"FCGR3A"	"Brain cortex"
"SRGAP2"	0.166587223319388	0.297336946426717	0.256	0.24	1	"Mig"	"SRGAP2"	"Brain cortex"
"LCP1"	0.169800649868123	0.0418664903486778	0.16	0.19	1	"Mig"	"LCP1"	"Brain cortex"
"MTRNR2L12"	0.169969434247402	-0.0701785403756219	0.52	0.575	1	"Mig"	"MTRNR2L12"	"Brain cortex"
"LAMP2"	0.17199250649106	0.101271578274542	0.146	0.175	1	"Mig"	"LAMP2"	"Brain cortex"
"BTF3"	0.172457884800452	0.289921229980552	0.185	0.165	1	"Mig"	"BTF3"	"Brain cortex"
"TIMP2"	0.175747668823969	0.00419639761619139	0.227	0.26	1	"Mig"	"TIMP2"	"Brain cortex"
"AP005202.1"	0.17641615106284	0.277150080403566	0.251	0.233	1	"Mig"	"AP005202.1"	"Brain cortex"
"SORL1"	0.178930348020576	0.20835059940027	0.6	0.595	1	"Mig"	"SORL1"	"Brain cortex"
"GAPDH"	0.179619587537046	0.413256100945111	0.257	0.24	1	"Mig"	"GAPDH"	"Brain cortex"
"PRRC2C"	0.180022129004089	-0.0364642657371435	0.14	0.166	1	"Mig"	"PRRC2C"	"Brain cortex"
"IL17RA"	0.184123538764952	0.309797244369139	0.217	0.194	1	"Mig"	"IL17RA"	"Brain cortex"
"TM6SF1"	0.184127600861146	0.218715142424004	0.112	0.092	1	"Mig"	"TM6SF1"	"Brain cortex"
"NDFIP1"	0.184934183010996	0.0569678209184978	0.111	0.136	1	"Mig"	"NDFIP1"	"Brain cortex"
"TMBIM6"	0.185274392674289	-0.0325674151407922	0.394	0.431	1	"Mig"	"TMBIM6"	"Brain cortex"
"BRK1"	0.185469928791226	0.406841256621344	0.105	0.088	1	"Mig"	"BRK1"	"Brain cortex"
"PNRC1"	0.185554657159495	0.186485506213831	0.313	0.291	1	"Mig"	"PNRC1"	"Brain cortex"
"MORF4L1"	0.185839022538196	-0.10146381788279	0.116	0.137	1	"Mig"	"MORF4L1"	"Brain cortex"
"SOAT1"	0.188197697744575	0.263468392938281	0.111	0.092	1	"Mig"	"SOAT1"	"Brain cortex"
"APOC2"	0.190091992077133	0.259696454150077	0.273	0.253	1	"Mig"	"APOC2"	"Brain cortex"
"TPT1"	0.190363405408229	-0.211998176380693	0.596	0.613	1	"Mig"	"TPT1"	"Brain cortex"
"SNORD21"	0.190923130074332	0.272478846396187	0.229	0.209	1	"Mig"	"SNORD21"	"Brain cortex"
"ATP6V0B"	0.191424495975029	0.0562722936206583	0.138	0.165	1	"Mig"	"ATP6V0B"	"Brain cortex"
"LHFPL2"	0.193238866978884	0.275768207502068	0.313	0.294	1	"Mig"	"LHFPL2"	"Brain cortex"
"SERBP1"	0.193513019529968	0.207151035205644	0.121	0.1	1	"Mig"	"SERBP1"	"Brain cortex"
"LST1"	0.195664482484125	0.0871666474133417	0.137	0.165	1	"Mig"	"LST1"	"Brain cortex"
"OAZ1"	0.196496402772855	0.0271141005214084	0.187	0.219	1	"Mig"	"OAZ1"	"Brain cortex"
"CCDC88A"	0.196711957064216	0.498079123288918	0.155	0.136	1	"Mig"	"CCDC88A"	"Brain cortex"
"SDCCAG8"	0.199871010655861	0.446783228969593	0.118	0.101	1	"Mig"	"SDCCAG8"	"Brain cortex"
"GPN3"	0.201669735376226	0.0120343624218897	0.09	0.11	1	"Mig"	"GPN3"	"Brain cortex"
"ATP5A1"	0.202574284715471	0.0567651183026656	0.101	0.122	1	"Mig"	"ATP5A1"	"Brain cortex"
"ALDH2"	0.203493214295617	-0.0675959746152499	0.09	0.11	1	"Mig"	"ALDH2"	"Brain cortex"
"LTC4S"	0.203678124898523	-0.14770194418884	0.129	0.15	1	"Mig"	"LTC4S"	"Brain cortex"
"AC136632.1"	0.20397207861196	0.151339782591498	0.231	0.21	1	"Mig"	"AC136632.1"	"Brain cortex"
"IER2"	0.204103427938849	0.0290402567612358	0.162	0.19	1	"Mig"	"IER2"	"Brain cortex"
"ERCC-00165"	0.20418814595335	0.0204343300858001	0.125	0.15	1	"Mig"	"ERCC-00165"	"Brain cortex"
"ARPC3"	0.204946962012546	-0.0613453976946698	0.233	0.262	1	"Mig"	"ARPC3"	"Brain cortex"
"HCK"	0.205707239472187	0.331717877926714	0.1	0.082	1	"Mig"	"HCK"	"Brain cortex"
"GNAI2"	0.208835084091334	-0.118086238046173	0.241	0.272	1	"Mig"	"GNAI2"	"Brain cortex"
"TPP1"	0.211052265896835	-0.0643186692298308	0.228	0.259	1	"Mig"	"TPP1"	"Brain cortex"
"LAMP1"	0.214181343043151	5.8112361830398e-05	0.176	0.207	1	"Mig"	"LAMP1"	"Brain cortex"
"ADRB2"	0.214892532336852	0.33491893715579	0.145	0.127	1	"Mig"	"ADRB2"	"Brain cortex"
"RNASE6"	0.220434583720869	0.439857795410478	0.162	0.144	1	"Mig"	"RNASE6"	"Brain cortex"
"CNBP"	0.223428402956161	0.0452926413760366	0.136	0.158	1	"Mig"	"CNBP"	"Brain cortex"
"SIGLEC10"	0.224842524594579	-0.0824410235252566	0.151	0.174	1	"Mig"	"SIGLEC10"	"Brain cortex"
"CCDC47"	0.228127357256821	-0.0409332958711979	0.103	0.122	1	"Mig"	"CCDC47"	"Brain cortex"
"HLA-A"	0.228823188723113	-0.0465008406749035	0.299	0.334	1	"Mig"	"HLA-A"	"Brain cortex"
"FMNL3"	0.228891247370254	0.170418428995234	0.121	0.101	1	"Mig"	"FMNL3"	"Brain cortex"
"SKIL"	0.229186535380929	0.376795279067112	0.118	0.101	1	"Mig"	"SKIL"	"Brain cortex"
"FOS"	0.231058373106672	0.297323396541485	0.255	0.234	1	"Mig"	"FOS"	"Brain cortex"
"DPYSL2"	0.23252254074564	0.347993927209396	0.197	0.179	1	"Mig"	"DPYSL2"	"Brain cortex"
"PEBP1"	0.232775501506376	0.346587160045854	0.115	0.098	1	"Mig"	"PEBP1"	"Brain cortex"
"AC010343.1"	0.235078026787934	0.174203993309322	0.146	0.127	1	"Mig"	"AC010343.1"	"Brain cortex"
"IL6R"	0.235434144334925	-1.47833912844675e-05	0.16	0.187	1	"Mig"	"IL6R"	"Brain cortex"
"ARID1A"	0.242184613607484	0.0635555269852806	0.105	0.087	1	"Mig"	"ARID1A"	"Brain cortex"
"SFPQ"	0.244302114709905	0.318045682904532	0.115	0.098	1	"Mig"	"SFPQ"	"Brain cortex"
"YWHAB"	0.247922527643726	0.319659821289256	0.238	0.223	1	"Mig"	"YWHAB"	"Brain cortex"
"ENTPD1"	0.248430910663889	0.357991705417905	0.168	0.152	1	"Mig"	"ENTPD1"	"Brain cortex"
"UBC"	0.248830519153024	0.00326260841562576	0.293	0.329	1	"Mig"	"UBC"	"Brain cortex"
"PAG1"	0.249795713135563	0.353349810968405	0.232	0.214	1	"Mig"	"PAG1"	"Brain cortex"
"ITGB2"	0.250527794956945	-0.0871639274356162	0.299	0.328	1	"Mig"	"ITGB2"	"Brain cortex"
"SMAP2"	0.250551846506969	0.349295368510564	0.228	0.209	1	"Mig"	"SMAP2"	"Brain cortex"
"ATP5B"	0.251241101777942	-0.0519071559271054	0.083	0.1	1	"Mig"	"ATP5B"	"Brain cortex"
"ATP6AP1"	0.251258657046335	-0.0376087943386392	0.1	0.119	1	"Mig"	"ATP6AP1"	"Brain cortex"
"AC022431.1"	0.252397363628283	0.145119017497205	0.222	0.205	1	"Mig"	"AC022431.1"	"Brain cortex"
"PCBP2"	0.253484820091457	0.181146049059374	0.129	0.11	1	"Mig"	"PCBP2"	"Brain cortex"
"AC019205.3"	0.253698491734427	0.127211482665587	0.194	0.171	1	"Mig"	"AC019205.3"	"Brain cortex"
"LRP1"	0.254252592138254	0.227452009036808	0.137	0.119	1	"Mig"	"LRP1"	"Brain cortex"
"SERINC3"	0.255697517318517	0.0292522787018352	0.085	0.102	1	"Mig"	"SERINC3"	"Brain cortex"
"SEC62"	0.259801840314605	0.104781968710684	0.148	0.17	1	"Mig"	"SEC62"	"Brain cortex"
"LMO2"	0.260782062168253	0.247276968461861	0.121	0.105	1	"Mig"	"LMO2"	"Brain cortex"
"S100A11"	0.262207251867116	-0.105030528293382	0.183	0.206	1	"Mig"	"S100A11"	"Brain cortex"
"MS4A7"	0.262640428675275	0.234133709310244	0.205	0.187	1	"Mig"	"MS4A7"	"Brain cortex"
"SP100"	0.262768016820354	0.481105882236205	0.14	0.126	1	"Mig"	"SP100"	"Brain cortex"
"GRN"	0.263379693871674	-0.0691064637524579	0.243	0.275	1	"Mig"	"GRN"	"Brain cortex"
