"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"region"
"SEPT2"	0.781572712780833	0.20513864849447	0.131	0.128	1	"Mig"	"SEPT2"	"Brain cortex"
"FCER1G"	0.788029360433692	0.0900982325652731	0.217	0.227	1	"Mig"	"FCER1G"	"Brain cortex"
"PRNP"	0.790461991044687	0.0685102130036253	0.108	0.113	1	"Mig"	"PRNP"	"Brain cortex"
"GGTA1P"	0.79116645179186	0.114853338705256	0.134	0.131	1	"Mig"	"GGTA1P"	"Brain cortex"
"SYK"	0.792935994747948	0.292139975215136	0.145	0.144	1	"Mig"	"SYK"	"Brain cortex"
"IFNGR2"	0.793294675840865	0.138823399128088	0.121	0.117	1	"Mig"	"IFNGR2"	"Brain cortex"
"SCAMP2"	0.796244028614846	0.329668182133823	0.205	0.207	1	"Mig"	"SCAMP2"	"Brain cortex"
"SOCS6"	0.799368026870188	0.0113029295949576	0.292	0.285	1	"Mig"	"SOCS6"	"Brain cortex"
"NRIP1"	0.801451608822158	0.116443496268116	0.182	0.18	1	"Mig"	"NRIP1"	"Brain cortex"
"FTL"	0.802598586712372	-0.100455277733666	0.75	0.782	1	"Mig"	"FTL"	"Brain cortex"
"RB1"	0.805279507140782	0.170599998116034	0.141	0.149	1	"Mig"	"RB1"	"Brain cortex"
"VPS13C"	0.81209494696689	0.1143767117136	0.127	0.132	1	"Mig"	"VPS13C"	"Brain cortex"
"IFI16"	0.812435870957953	0.228950912212822	0.256	0.258	1	"Mig"	"IFI16"	"Brain cortex"
"SRSF3"	0.815188739871804	0.0034814262479177	0.112	0.117	1	"Mig"	"SRSF3"	"Brain cortex"
"TYROBP"	0.815388891413919	0.0687331692203301	0.457	0.469	1	"Mig"	"TYROBP"	"Brain cortex"
"EIF3L"	0.81940171696792	0.0500111339157172	0.107	0.111	1	"Mig"	"EIF3L"	"Brain cortex"
"PILRA"	0.819542412533707	0.257498331456047	0.138	0.14	1	"Mig"	"PILRA"	"Brain cortex"
"SF3B1"	0.81998959430892	0.275091810862147	0.122	0.128	1	"Mig"	"SF3B1"	"Brain cortex"
"TPM3"	0.82026251838482	0.0528209499898094	0.155	0.161	1	"Mig"	"TPM3"	"Brain cortex"
"SERP1"	0.821212468961266	0.156543011882926	0.107	0.111	1	"Mig"	"SERP1"	"Brain cortex"
"CALM2"	0.82130479718796	0.0473130640939372	0.255	0.266	1	"Mig"	"CALM2"	"Brain cortex"
"EMB"	0.830770631571368	-0.0568576096004618	0.097	0.1	1	"Mig"	"EMB"	"Brain cortex"
"RNASEK-C17orf49"	0.830829919182975	0.325948668793854	0.13	0.13	1	"Mig"	"RNASEK-C17orf49"	"Brain cortex"
"SAMHD1"	0.832190958630243	0.0629481177239053	0.14	0.148	1	"Mig"	"SAMHD1"	"Brain cortex"
"SPATA13"	0.833180654374099	0.122729524171198	0.129	0.133	1	"Mig"	"SPATA13"	"Brain cortex"
"MAN2B1"	0.843463175572024	0.0534076058700883	0.129	0.133	1	"Mig"	"MAN2B1"	"Brain cortex"
"MACF1"	0.844230784032624	0.209956782553344	0.11	0.109	1	"Mig"	"MACF1"	"Brain cortex"
"CD37"	0.853040217641114	0.287932227587431	0.174	0.187	1	"Mig"	"CD37"	"Brain cortex"
"AC127070.1"	0.854777437892325	0.00440444834675202	0.173	0.179	1	"Mig"	"AC127070.1"	"Brain cortex"
"MT-CYB"	0.857900872785529	0.0859636645685642	0.864	0.902	1	"Mig"	"MT-CYB"	"Brain cortex"
"SH3KBP1"	0.860791250158637	0.222541067477736	0.118	0.118	1	"Mig"	"SH3KBP1"	"Brain cortex"
"SARAF"	0.861948564620234	0.0701634289576618	0.256	0.256	1	"Mig"	"SARAF"	"Brain cortex"
"ATP6V0E1"	0.862303839275459	0.120878255732025	0.134	0.133	1	"Mig"	"ATP6V0E1"	"Brain cortex"
"CD86"	0.865213632771655	0.272485388115871	0.191	0.194	1	"Mig"	"CD86"	"Brain cortex"
"IFI30"	0.866459299769249	0.0687780974990808	0.119	0.117	1	"Mig"	"IFI30"	"Brain cortex"
"APBB1IP"	0.867927632680295	0.0966009018741469	0.314	0.308	1	"Mig"	"APBB1IP"	"Brain cortex"
"HSP90AB1"	0.868080035718514	0.122486153868579	0.211	0.218	1	"Mig"	"HSP90AB1"	"Brain cortex"
"MYL12B"	0.868482283043209	0.0460194576159849	0.131	0.135	1	"Mig"	"MYL12B"	"Brain cortex"
"ACTR3"	0.871613202983691	0.125714199781386	0.121	0.126	1	"Mig"	"ACTR3"	"Brain cortex"
"GIMAP4"	0.877125877356884	0.116803668150429	0.159	0.163	1	"Mig"	"GIMAP4"	"Brain cortex"
"PLEKHO1"	0.877194627115068	0.194888280275575	0.122	0.12	1	"Mig"	"PLEKHO1"	"Brain cortex"
"CLSTN1"	0.880292773105823	0.19497246812145	0.11	0.115	1	"Mig"	"CLSTN1"	"Brain cortex"
"IRF2BP2"	0.882184275633866	0.182416013194332	0.115	0.118	1	"Mig"	"IRF2BP2"	"Brain cortex"
"MOB1A"	0.885038221305813	0.192009023793578	0.14	0.141	1	"Mig"	"MOB1A"	"Brain cortex"
"RNF130"	0.885117349363959	0.221334757190781	0.211	0.222	1	"Mig"	"RNF130"	"Brain cortex"
"TNFRSF1A"	0.885210234535953	0.259622868458044	0.126	0.132	1	"Mig"	"TNFRSF1A"	"Brain cortex"
"PTAFR"	0.887317768094168	0.144617076706977	0.248	0.26	1	"Mig"	"PTAFR"	"Brain cortex"
"EIF4A2"	0.899144340614654	0.15462438080071	0.112	0.117	1	"Mig"	"EIF4A2"	"Brain cortex"
"CD164"	0.900313686402282	0.219383655030834	0.159	0.166	1	"Mig"	"CD164"	"Brain cortex"
"LILRB4"	0.904918206267737	0.140419496043227	0.261	0.271	1	"Mig"	"LILRB4"	"Brain cortex"
"BIN1"	0.905176580598337	0.272865901929443	0.277	0.291	1	"Mig"	"BIN1"	"Brain cortex"
"SLC25A3"	0.905358164197834	0.231171732805331	0.137	0.136	1	"Mig"	"SLC25A3"	"Brain cortex"
"PABPC3"	0.9074488479997	0.023291072927299	0.098	0.101	1	"Mig"	"PABPC3"	"Brain cortex"
"TGOLN2"	0.908931098235241	0.136541932790085	0.229	0.241	1	"Mig"	"TGOLN2"	"Brain cortex"
"ACTB"	0.909568440753832	-0.038127434153127	0.794	0.802	1	"Mig"	"ACTB"	"Brain cortex"
"EPB41L2"	0.912329035084054	0.0959700079641239	0.255	0.264	1	"Mig"	"EPB41L2"	"Brain cortex"
"IRF8"	0.916174402396514	0.114470320664076	0.167	0.172	1	"Mig"	"IRF8"	"Brain cortex"
"GLUL"	0.921493866481108	0.136074665251384	0.219	0.224	1	"Mig"	"GLUL"	"Brain cortex"
"ATP5G2"	0.923546021129784	0.143090586461635	0.127	0.127	1	"Mig"	"ATP5G2"	"Brain cortex"
"PMEPA1"	0.933266824375187	-0.0118194290543472	0.115	0.114	1	"Mig"	"PMEPA1"	"Brain cortex"
"C6orf62"	0.93911954986746	0.082594672734654	0.183	0.185	1	"Mig"	"C6orf62"	"Brain cortex"
"RNF213"	0.940989995854322	0.229967035542311	0.107	0.11	1	"Mig"	"RNF213"	"Brain cortex"
"LPCAT2"	0.943573980869596	0.142710814853469	0.271	0.269	1	"Mig"	"LPCAT2"	"Brain cortex"
"NCL"	0.944613377294409	0.141805971158605	0.117	0.119	1	"Mig"	"NCL"	"Brain cortex"
"ADORA3"	0.946046485429128	0.3200272091863	0.196	0.203	1	"Mig"	"ADORA3"	"Brain cortex"
"TXNIP"	0.948455676897021	0.135671290420867	0.204	0.207	1	"Mig"	"TXNIP"	"Brain cortex"
"BIN2"	0.953475298393483	0.475705597598594	0.101	0.105	1	"Mig"	"BIN2"	"Brain cortex"
"INPP5D"	0.957158182468712	0.189657155095118	0.161	0.163	1	"Mig"	"INPP5D"	"Brain cortex"
"CCDC50"	0.962080506226798	0.124397756062837	0.124	0.123	1	"Mig"	"CCDC50"	"Brain cortex"
"CXCL16"	0.963449438671181	0.154423764268373	0.231	0.24	1	"Mig"	"CXCL16"	"Brain cortex"
"DEK"	0.9646702743581	0.214361560779414	0.117	0.118	1	"Mig"	"DEK"	"Brain cortex"
"TMEM109"	0.967113442554081	0.0888053363859711	0.102	0.102	1	"Mig"	"TMEM109"	"Brain cortex"
"GABARAP"	0.968447333065783	0.234608473882063	0.184	0.19	1	"Mig"	"GABARAP"	"Brain cortex"
"AC005912.1"	0.972041920793161	-0.140427004702184	0.39	0.403	1	"Mig"	"AC005912.1"	"Brain cortex"
"GAL3ST4"	0.973920581472985	0.149206082879687	0.238	0.244	1	"Mig"	"GAL3ST4"	"Brain cortex"
"GRB2"	0.977984782336266	0.187007805208193	0.137	0.139	1	"Mig"	"GRB2"	"Brain cortex"
"P2RY13"	0.979289382417635	0.0843182939472928	0.546	0.558	1	"Mig"	"P2RY13"	"Brain cortex"
"SRRM1"	0.979421295426906	0.0848817336225332	0.101	0.101	1	"Mig"	"SRRM1"	"Brain cortex"
"QKI"	0.981508385050315	0.148448109132272	0.228	0.233	1	"Mig"	"QKI"	"Brain cortex"
"CCL4L2"	0.982699369705672	-0.249184879930379	0.228	0.233	1	"Mig"	"CCL4L2"	"Brain cortex"
"PRPF38B"	0.982854170966803	-0.0239208133787845	0.143	0.142	1	"Mig"	"PRPF38B"	"Brain cortex"
"AC024293.1"	0.987105152309201	0.0727639391573867	0.236	0.24	1	"Mig"	"AC024293.1"	"Brain cortex"
"PREX1"	0.990115113618371	0.078938275837048	0.109	0.11	1	"Mig"	"PREX1"	"Brain cortex"
"PTTG1IP"	0.990454921209634	0.0579074109846491	0.205	0.206	1	"Mig"	"PTTG1IP"	"Brain cortex"
"SLC8A1"	0.992035029430257	0.0481003482036411	0.102	0.102	1	"Mig"	"SLC8A1"	"Brain cortex"
"TM9SF2"	0.995823814633474	0.181060199840558	0.168	0.168	1	"Mig"	"TM9SF2"	"Brain cortex"
