"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"	"disease"
"UBA526"	7.49260913007687e-16	1.76289748557142	0.346	0.108	1.60956229332311e-11	"Other"	"UBA52"	"40-60"	"MS"
"PLP16"	7.88371833586665e-16	2.85444929568198	0.167	0.017	1.69358037291087e-11	"Other"	"PLP1"	"40-60"	"MS"
"PDE7A6"	9.24047764809071e-16	1.79034682018237	0.187	0.024	1.98503940836285e-11	"Other"	"PDE7A"	"40-60"	"MS"
"TMEM256"	1.12896771804124e-15	1.95243378534652	0.114	0	2.4252484518962e-11	"Other"	"TMEM256"	"40-60"	"MS"
"STRBP3"	2.82688485627469e-15	1.3515484584079	0.154	0.013	6.07271404824928e-11	"Other"	"STRBP"	"40-60"	"MS"
"SERPINH11"	4.0425815261701e-15	-3.36590344213441	0.037	0.272	8.6842736345186e-11	"Other"	"SERPINH1"	"40-60"	"MS"
"TMA76"	4.78184840719162e-15	1.49850055664946	0.224	0.042	1.0272366748329e-10	"Other"	"TMA7"	"40-60"	"MS"
"CEP1281"	5.85095202803297e-15	1.9022992647187	0.134	0.007	1.25690151466204e-10	"Other"	"CEP128"	"40-60"	"MS"
"IGKC"	1.25216281030034e-14	4.10714834838276	0.106	0	2.68989614908719e-10	"Other"	"IGKC"	"40-60"	"MS"
"PSAP6"	1.91789065958107e-14	-1.39635238144452	0.37	0.591	4.12001271491205e-10	"Other"	"PSAP"	"40-60"	"MS"
"RP11.277P12.20"	2.88321918563946e-14	1.86732030413559	0.11	0.002	6.19373145459069e-10	"Other"	"RP11.277P12.20"	"40-60"	"MS"
"CD52"	5.6341639387303e-14	1.67360178497834	0.24	0.055	1.21033109731804e-09	"Other"	"CD52"	"40-60"	"MS"
"COMMD106"	6.41643131250675e-14	1.42252490210707	0.114	0.004	1.3783777745527e-09	"Other"	"COMMD10"	"40-60"	"MS"
"FCHSD26"	6.96246721492107e-14	1.75715568965909	0.179	0.028	1.49567720710934e-09	"Other"	"FCHSD2"	"40-60"	"MS"
"IGHGP1"	1.04612197049557e-13	3.26260560869957	0.15	0.017	2.24727921701858e-09	"Other"	"IGHGP"	"40-60"	"MS"
"DTHD1"	1.08398670158848e-13	1.42286449314749	0.106	0.002	2.32862023235237e-09	"Other"	"DTHD1"	"40-60"	"MS"
"COX7B6"	1.23106511939448e-13	1.58178915652515	0.15	0.017	2.64457408948322e-09	"Other"	"COX7B"	"40-60"	"MS"
"SMYD36"	1.29530663837308e-13	1.48276288672678	0.199	0.037	2.78257772055306e-09	"Other"	"SMYD3"	"40-60"	"MS"
"FTL6"	2.0400292926202e-13	-0.622896987042867	0.732	0.905	4.38239092640672e-09	"Other"	"FTL"	"40-60"	"MS"
"FTX6"	2.09356714843194e-13	1.20468332950981	0.211	0.042	4.49740094826148e-09	"Other"	"FTX"	"40-60"	"MS"
"NFATC21"	2.25433529585931e-13	1.79218637100349	0.138	0.013	4.84276308256498e-09	"Other"	"NFATC2"	"40-60"	"MS"
"DENND1B2"	2.35875030548191e-13	1.41617215434126	0.159	0.02	5.06706740623623e-09	"Other"	"DENND1B"	"40-60"	"MS"
"ATXN16"	2.89923633710688e-13	1.14025405979831	0.317	0.095	6.22813949937299e-09	"Other"	"ATXN1"	"40-60"	"MS"
"MT36"	3.02160659635951e-13	-3.58208932957264	0.02	0.222	6.4910152902995e-09	"Other"	"MT3"	"40-60"	"MS"
"ANKRD446"	3.27530140730537e-13	1.47178199162197	0.305	0.097	7.0360024831734e-09	"Other"	"ANKRD44"	"40-60"	"MS"
"ATP5E6"	3.34607856640139e-13	1.55551697325419	0.264	0.073	7.18804597634346e-09	"Other"	"ATP5E"	"40-60"	"MS"
"ZFAS12"	5.61029509596875e-13	1.61853077591691	0.163	0.024	1.20520359251601e-08	"Other"	"ZFAS1"	"40-60"	"MS"
"RNF2134"	9.46913756338999e-13	1.59280585672498	0.138	0.015	2.03416013136744e-08	"Other"	"RNF213"	"40-60"	"MS"
"CBLB5"	9.50326709780923e-13	1.46709160538414	0.272	0.079	2.04149183795138e-08	"Other"	"CBLB"	"40-60"	"MS"
"ARHGAP152"	1.09309586745131e-12	1.38562071719736	0.35	0.127	2.34818854245891e-08	"Other"	"ARHGAP15"	"40-60"	"MS"
"MZB1"	1.23432550826008e-12	2.26391515343254	0.126	0.011	2.6515780568443e-08	"Other"	"MZB1"	"40-60"	"MS"
"MPHOSPH86"	1.33701383459775e-12	1.22413376673687	0.171	0.028	2.87217311948289e-08	"Other"	"MPHOSPH8"	"40-60"	"MS"
"OFD12"	1.34766967615451e-12	1.34768192919234	0.146	0.018	2.89506399831511e-08	"Other"	"OFD1"	"40-60"	"MS"
"ARHGAP181"	1.55382686599471e-12	1.13734917438802	0.11	0.006	3.33793087352984e-08	"Other"	"ARHGAP18"	"40-60"	"MS"
"TPT16"	2.20649023320855e-12	1.7996069097183	0.545	0.305	4.7399823189786e-08	"Other"	"TPT1"	"40-60"	"MS"
"AKAP96"	3.3894905338865e-12	1.27471209161697	0.232	0.059	7.28130356489498e-08	"Other"	"AKAP9"	"40-60"	"MS"
"HCST"	3.69862398487513e-12	1.78573272032861	0.142	0.018	7.94538404430876e-08	"Other"	"HCST"	"40-60"	"MS"
"TTC39C2"	4.71767840951013e-12	1.82350004257868	0.146	0.02	1.01345167593097e-07	"Other"	"TTC39C"	"40-60"	"MS"
"COX7C6"	5.69653097933414e-12	1.50514626600218	0.187	0.039	1.22372878498056e-07	"Other"	"COX7C"	"40-60"	"MS"
"TOX3"	6.29471566118058e-12	2.17473584000496	0.13	0.015	1.35223081833481e-07	"Other"	"TOX"	"40-60"	"MS"
"CCL5"	6.52054567700478e-12	1.50675649823806	0.203	0.046	1.40074362233417e-07	"Other"	"CCL5"	"40-60"	"MS"
"WWOX6"	8.45511256074057e-12	1.38579538024023	0.293	0.099	1.81632728029829e-07	"Other"	"WWOX"	"40-60"	"MS"
"ANKRD366"	8.7558717252892e-12	0.889166797843931	0.11	0.007	1.88093636402663e-07	"Other"	"ANKRD36"	"40-60"	"MS"
"BAG32"	1.02946065295331e-11	-2.86338321780922	0.024	0.209	2.2114873746743e-07	"Other"	"BAG3"	"40-60"	"MS"
"VPS13B6"	1.21773739859895e-11	1.12920805991591	0.187	0.039	2.61594347967026e-07	"Other"	"VPS13B"	"40-60"	"MS"
"LRBA6"	1.40869065453722e-11	0.948174750504798	0.179	0.035	3.02614926407685e-07	"Other"	"LRBA"	"40-60"	"MS"
"SSR43"	1.79041801113058e-11	1.79815526696204	0.228	0.064	3.8461759715107e-07	"Other"	"SSR4"	"40-60"	"MS"
"IL321"	1.97627704136656e-11	1.77297302755612	0.122	0.013	4.24543834026365e-07	"Other"	"IL32"	"40-60"	"MS"
"FAF16"	2.40930422284677e-11	1.30625234246109	0.154	0.026	5.17566733151943e-07	"Other"	"FAF1"	"40-60"	"MS"
"COX6C6"	2.78009241334584e-11	1.2740628463428	0.171	0.033	5.97219452234954e-07	"Other"	"COX6C"	"40-60"	"MS"
"ULK41"	2.84984385962681e-11	0.981497430699272	0.106	0.007	6.12203457925031e-07	"Other"	"ULK4"	"40-60"	"MS"
"CD96"	2.96917328699864e-11	1.60317074418895	0.126	0.015	6.37837805513047e-07	"Other"	"CD96"	"40-60"	"MS"
"ZRANB26"	3.01060817390233e-11	0.939709307780391	0.163	0.029	6.46738847917699e-07	"Other"	"ZRANB2"	"40-60"	"MS"
"CFAP541"	3.44001915812926e-11	1.61346464310784	0.11	0.009	7.38984915549328e-07	"Other"	"CFAP54"	"40-60"	"MS"
"ARL154"	4.14623316572174e-11	1.56919519012425	0.142	0.022	8.90693808660343e-07	"Other"	"ARL15"	"40-60"	"MS"
"GLUL6"	5.03678753499695e-11	-2.39244953226819	0.098	0.292	1.08200269826805e-06	"Other"	"GLUL"	"40-60"	"MS"
"VPS13C6"	5.33241599620977e-11	1.22519489480052	0.138	0.02	1.14550960430578e-06	"Other"	"VPS13C"	"40-60"	"MS"
"FKBP26"	6.25017740614083e-11	1.11859996390171	0.142	0.022	1.34266311038717e-06	"Other"	"FKBP2"	"40-60"	"MS"
"MYL66"	6.71082268805048e-11	1.2861728718347	0.26	0.084	1.441618929847e-06	"Other"	"MYL6"	"40-60"	"MS"
"OST45"	6.82539972128248e-11	1.48371132778201	0.187	0.044	1.4662323681259e-06	"Other"	"OST4"	"40-60"	"MS"
"RAD51B5"	9.35464585506386e-11	1.04636880461331	0.163	0.031	2.00956502258482e-06	"Other"	"RAD51B"	"40-60"	"MS"
"CLU6"	1.07515888757057e-10	-2.97025421452859	0.126	0.316	2.3096563222791e-06	"Other"	"CLU"	"40-60"	"MS"
"ATP5L2"	1.08583671351635e-10	1.42678808183305	0.163	0.033	2.33259442797582e-06	"Other"	"ATP5L"	"40-60"	"MS"
"NDUFA17"	1.28802913214659e-10	1.18471501966477	0.13	0.018	2.76694418167731e-06	"Other"	"NDUFA1"	"40-60"	"MS"
"IKZF11"	1.42538089992604e-10	1.00889601358115	0.207	0.053	3.06200324922111e-06	"Other"	"IKZF1"	"40-60"	"MS"
"CHD96"	1.76774833551119e-10	1.11936059769587	0.134	0.02	3.79747697434513e-06	"Other"	"CHD9"	"40-60"	"MS"
"IGLC2"	1.78917121117602e-10	2.45897564875414	0.114	0.013	3.84349759584832e-06	"Other"	"IGLC2"	"40-60"	"MS"
"DDX186"	1.83420340621852e-10	0.950129609141186	0.11	0.011	3.94023575723862e-06	"Other"	"DDX18"	"40-60"	"MS"
"ANKRD36C6"	2.10382269384383e-10	1.28047753666499	0.118	0.015	4.51943191091532e-06	"Other"	"ANKRD36C"	"40-60"	"MS"
"FAM214A4"	2.12521501195982e-10	1.32172068554566	0.114	0.013	4.56538688869209e-06	"Other"	"FAM214A"	"40-60"	"MS"
"NKTR6"	2.34652639758157e-10	0.846244079158842	0.199	0.05	5.04080800728472e-06	"Other"	"NKTR"	"40-60"	"MS"
"ATF7IP6"	2.41531481569412e-10	1.1307339455605	0.175	0.039	5.18857928707411e-06	"Other"	"ATF7IP"	"40-60"	"MS"
"ATP8A15"	2.5153818339877e-10	1.10364701911459	0.167	0.035	5.40354325577238e-06	"Other"	"ATP8A1"	"40-60"	"MS"
"GLTSCR1L5"	2.63284099625905e-10	1.13139331254941	0.114	0.013	5.6558690281637e-06	"Other"	"GLTSCR1L"	"40-60"	"MS"
"PRPF4B6"	2.92853179490077e-10	0.991834114483458	0.154	0.029	6.29107200180584e-06	"Other"	"PRPF4B"	"40-60"	"MS"
"IGHA13"	3.56028040815214e-10	2.94516075151131	0.102	0.009	7.64819437279242e-06	"Other"	"IGHA1"	"40-60"	"MS"
"SPG116"	3.58358902141055e-10	1.07599507617922	0.102	0.009	7.69826593579414e-06	"Other"	"SPG11"	"40-60"	"MS"
"PTPRK6"	3.58358902141055e-10	0.874850490394055	0.102	0.009	7.69826593579414e-06	"Other"	"PTPRK"	"40-60"	"MS"
"ATRX6"	3.96959602063407e-10	0.930909019871118	0.236	0.072	8.52748617152612e-06	"Other"	"ATRX"	"40-60"	"MS"
"XKR66"	4.08231056450037e-10	1.07256369300592	0.102	0.009	8.76961955465969e-06	"Other"	"XKR6"	"40-60"	"MS"
"CD2"	4.92909845426782e-10	1.4146416885001	0.134	0.022	1.05886892994581e-05	"Other"	"CD2"	"40-60"	"MS"
"MYCBP26"	6.08933304524911e-10	1.02732835856738	0.199	0.053	1.30811052478041e-05	"Other"	"MYCBP2"	"40-60"	"MS"
"NEAT16"	6.14594773734584e-10	-0.882955790778574	0.585	0.692	1.32027249293663e-05	"Other"	"NEAT1"	"40-60"	"MS"
"MT.ND46"	6.20280918246236e-10	-0.97775137941743	0.785	0.857	1.33248746857657e-05	"Other"	"MT.ND4"	"40-60"	"MS"
"PCM16"	6.24170075101002e-10	0.933659115391122	0.159	0.033	1.34084215533197e-05	"Other"	"PCM1"	"40-60"	"MS"
"H3F3B6"	6.62471682395936e-10	-1.28159032913952	0.488	0.596	1.42312166812295e-05	"Other"	"H3F3B"	"40-60"	"MS"
"DNAJB15"	7.18237267678512e-10	-2.22883646117056	0.183	0.363	1.54291729842698e-05	"Other"	"DNAJB1"	"40-60"	"MS"
"FOXN35"	8.29627792093774e-10	0.994438591949724	0.309	0.117	1.78220642297584e-05	"Other"	"FOXN3"	"40-60"	"MS"
"BPTF6"	8.59163957040184e-10	0.929051280935489	0.163	0.035	1.84565601251372e-05	"Other"	"BPTF"	"40-60"	"MS"
"PRDM1"	1.28193756236511e-09	1.52197546075571	0.102	0.011	2.75385827147274e-05	"Other"	"PRDM1"	"40-60"	"MS"
"LUC7L36"	1.29285774271328e-09	0.912545658493212	0.215	0.064	2.77731700289666e-05	"Other"	"LUC7L3"	"40-60"	"MS"
"IGHG1"	1.46978007468769e-09	1.94410525320593	0.102	0.011	3.15738155644408e-05	"Other"	"IGHG1"	"40-60"	"MS"
"CMSS16"	1.50880745726952e-09	0.937334137982657	0.13	0.022	3.24122017970638e-05	"Other"	"CMSS1"	"40-60"	"MS"
"ATM5"	1.53816903385477e-09	1.06034745085657	0.15	0.031	3.30429471852681e-05	"Other"	"ATM"	"40-60"	"MS"
"ATP5G26"	1.53875843435115e-09	0.990750125913265	0.187	0.05	3.30556086867314e-05	"Other"	"ATP5G2"	"40-60"	"MS"
"SAMD3"	1.78722753769185e-09	1.48240613403992	0.106	0.013	3.83932219646963e-05	"Other"	"SAMD3"	"40-60"	"MS"
"SUPT3H6"	1.80336019695311e-09	1.23079303709556	0.106	0.013	3.87397837509466e-05	"Other"	"SUPT3H"	"40-60"	"MS"
"PTPN43"	2.06307489840798e-09	1.07661749437613	0.106	0.013	4.43189749676002e-05	"Other"	"PTPN4"	"40-60"	"MS"
"TXNIP5"	2.4749659314008e-09	0.85518596786772	0.35	0.149	5.3167218138352e-05	"Other"	"TXNIP"	"40-60"	"MS"
"S100A112"	2.69103746176051e-09	1.46665215586419	0.187	0.053	5.78088667535393e-05	"Other"	"S100A11"	"40-60"	"MS"
"PCED1B2"	2.88713558801463e-09	1.36276358191077	0.122	0.02	6.20214467017302e-05	"Other"	"PCED1B"	"40-60"	"MS"
"COX5B6"	2.92779263347101e-09	1.09920731966377	0.183	0.05	6.28948413522242e-05	"Other"	"COX5B"	"40-60"	"MS"
"NDUFS56"	2.95442750335957e-09	1.31204153048739	0.142	0.029	6.34670116271702e-05	"Other"	"NDUFS5"	"40-60"	"MS"
"ZNF6526"	3.13992701015062e-09	1.02596508111621	0.163	0.039	6.74519120320555e-05	"Other"	"ZNF652"	"40-60"	"MS"
"DLG16"	3.15957012271969e-09	1.11647027440137	0.134	0.026	6.78738853762643e-05	"Other"	"DLG1"	"40-60"	"MS"
"FBXL176"	3.41237177719859e-09	0.995523646248049	0.142	0.029	7.33045705177802e-05	"Other"	"FBXL17"	"40-60"	"MS"
"SNTB1"	3.55790930223279e-09	1.00579627375026	0.13	0.024	7.64310076305648e-05	"Other"	"SNTB1"	"40-60"	"MS"
"VTI1A6"	3.60828573323226e-09	1.00335472381513	0.163	0.039	7.75131941212955e-05	"Other"	"VTI1A"	"40-60"	"MS"
"USP396"	7.20076532910701e-09	0.878215760247967	0.175	0.046	0.000154686840799877	"Other"	"USP39"	"40-60"	"MS"
"RP11.384F7.23"	7.50768433090517e-09	-2.59998136712069	0.016	0.154	0.000161280074796505	"Other"	"RP11.384F7.2"	"40-60"	"MS"
"CPE4"	7.55991111683884e-09	-2.76262513228557	0.041	0.189	0.000162402010611932	"Other"	"CPE"	"40-60"	"MS"
"CDKAL16"	8.52230122686973e-09	1.12108600534014	0.175	0.048	0.000183076074955616	"Other"	"CDKAL1"	"40-60"	"MS"
"POLR2L3"	8.62305953463613e-09	0.887927458610028	0.15	0.035	0.000185240564923053	"Other"	"POLR2L"	"40-60"	"MS"
"HSPA6"	1.01956518481727e-08	-2.56593727145002	0.049	0.204	0.000219022993002446	"Other"	"HSPA6"	"40-60"	"MS"
"HDLBP5"	1.09735786198904e-08	0.838947834109866	0.134	0.028	0.000235734415912485	"Other"	"HDLBP"	"40-60"	"MS"
"MBD56"	1.1022948389587e-08	0.969420973427745	0.126	0.024	0.000236794977305108	"Other"	"MBD5"	"40-60"	"MS"
"S100A9"	1.13361483386328e-08	2.54109562703134	0.179	0.055	0.00024352313861051	"Other"	"S100A9"	"40-60"	"MS"
"KLF124"	1.16699616504913e-08	0.879273805359595	0.203	0.062	0.000250694116175854	"Other"	"KLF12"	"40-60"	"MS"
"TC2N"	1.32174219862787e-08	1.09670592291802	0.138	0.029	0.000283936659109239	"Other"	"TC2N"	"40-60"	"MS"
"JUNB3"	1.4057661501853e-08	-1.40711472500534	0.199	0.391	0.000301986684382805	"Other"	"JUNB"	"40-60"	"MS"
"EXOC46"	1.4978417442375e-08	1.03345790310974	0.171	0.046	0.000321766363497099	"Other"	"EXOC4"	"40-60"	"MS"
"IQGAP21"	1.60451887477355e-08	1.00484716016457	0.163	0.042	0.000344682744678853	"Other"	"IQGAP2"	"40-60"	"MS"
"AEBP13"	1.79629357576681e-08	-2.84229443371469	0.033	0.172	0.000385879785946227	"Other"	"AEBP1"	"40-60"	"MS"
"ACYP26"	2.00096676377553e-08	1.10172653604201	0.138	0.031	0.00042984768019426	"Other"	"ACYP2"	"40-60"	"MS"
"SEC61B1"	2.02724572368817e-08	1.16543811248964	0.13	0.028	0.000435492926362692	"Other"	"SEC61B"	"40-60"	"MS"
"WDR604"	2.05835431381321e-08	0.87694467438389	0.102	0.015	0.000442175673693354	"Other"	"WDR60"	"40-60"	"MS"
"DDX465"	2.10816798038348e-08	0.928613086537607	0.106	0.017	0.00045287664554598	"Other"	"DDX46"	"40-60"	"MS"
"MGAT56"	2.56571402457595e-08	0.941447650358083	0.114	0.02	0.000551166686759405	"Other"	"MGAT5"	"40-60"	"MS"
"INPP4A3"	2.62654626175502e-08	0.818596613658124	0.118	0.022	0.000564234667950213	"Other"	"INPP4A"	"40-60"	"MS"
"SAT15"	2.80671078314862e-08	-1.06232560565622	0.378	0.554	0.000602937610435986	"Other"	"SAT1"	"40-60"	"MS"
"FOS3"	2.90260827417272e-08	-1.19495721906307	0.203	0.383	0.000623538309457783	"Other"	"FOS"	"40-60"	"MS"
"LGALS16"	3.01669676466727e-08	1.26523493071639	0.313	0.15	0.000648046798985823	"Other"	"LGALS1"	"40-60"	"MS"
"ARAP26"	3.94962397649851e-08	1.06003260969954	0.191	0.061	0.000848458222631409	"Other"	"ARAP2"	"40-60"	"MS"
"PLOD23"	4.26770020357351e-08	-3.72968073753917	0.041	0.178	0.000916787357731662	"Other"	"PLOD2"	"40-60"	"MS"
"PPP1R16B5"	5.34331904511225e-08	1.05349113814044	0.15	0.039	0.00114785179727101	"Other"	"PPP1R16B"	"40-60"	"MS"
"COMMD62"	5.79572627979332e-08	1.4278916656442	0.118	0.024	0.0012450379194252	"Other"	"COMMD6"	"40-60"	"MS"
"MDM46"	5.83285394715406e-08	0.987970551343192	0.183	0.057	0.00125301368492764	"Other"	"MDM4"	"40-60"	"MS"
"SFMBT25"	5.94614208514647e-08	0.904552961489909	0.228	0.083	0.00127735024273116	"Other"	"SFMBT2"	"40-60"	"MS"
"RASA16"	6.0245648538369e-08	1.1293847039853	0.118	0.024	0.00129419702190124	"Other"	"RASA1"	"40-60"	"MS"
"CD743"	6.18047057580034e-08	-1.61087950257478	0.431	0.528	0.00132768868909343	"Other"	"CD74"	"40-60"	"MS"
"ST6GAL13"	6.26453773809964e-08	1.35190844192264	0.15	0.04	0.00134574799689857	"Other"	"ST6GAL1"	"40-60"	"MS"
"CSGALNACT14"	6.39336087855984e-08	0.773210225443898	0.102	0.017	0.00137342178393223	"Other"	"CSGALNACT1"	"40-60"	"MS"
"POLR2B3"	6.63669867402865e-08	0.75536275129984	0.102	0.017	0.00142569560915484	"Other"	"POLR2B"	"40-60"	"MS"
"JAZF16"	6.92588557651753e-08	1.05041215220116	0.106	0.018	0.0014878187395475	"Other"	"JAZF1"	"40-60"	"MS"
"NDUFC14"	6.96277393739466e-08	0.712957727768332	0.102	0.017	0.00149574309723112	"Other"	"NDUFC1"	"40-60"	"MS"
"HSPA4L1"	9.71786993425862e-08	-2.20301191470856	0.008	0.123	0.00208759281927744	"Other"	"HSPA4L"	"40-60"	"MS"
"ELMO16"	1.01114475080901e-07	1.11820815878208	0.183	0.059	0.00217214115368792	"Other"	"ELMO1"	"40-60"	"MS"
"C14orf25"	1.01234496520473e-07	1.24000529499901	0.171	0.053	0.0021747194542528	"Other"	"C14orf2"	"40-60"	"MS"
"PPP2R2B5"	1.0543643357848e-07	1.32962692191147	0.22	0.083	0.0022649854661329	"Other"	"PPP2R2B"	"40-60"	"MS"
"SDCBP3"	1.06907158539194e-07	-1.8429374102353	0.089	0.242	0.00229657957973896	"Other"	"SDCBP"	"40-60"	"MS"
"SEC61G1"	1.11343109798045e-07	1.162623160472	0.13	0.031	0.00239187268468161	"Other"	"SEC61G"	"40-60"	"MS"
"SYNE21"	1.14095244252961e-07	0.743100777876216	0.159	0.044	0.00245099403704212	"Other"	"SYNE2"	"40-60"	"MS"
"APOE5"	1.18102360155243e-07	-2.42276672359327	0.069	0.211	0.00253707490085493	"Other"	"APOE"	"40-60"	"MS"
"DOCK106"	1.19108783789068e-07	1.13038281357044	0.228	0.09	0.00255869489335675	"Other"	"DOCK10"	"40-60"	"MS"
"STAT41"	1.26302810813132e-07	1.20672020809859	0.154	0.044	0.00271323698188769	"Other"	"STAT4"	"40-60"	"MS"
"YBX14"	1.62188709030003e-07	-1.27008255979602	0.207	0.369	0.00348413784738253	"Other"	"YBX1"	"40-60"	"MS"
"FER6"	1.66254303176622e-07	0.899231546790907	0.122	0.028	0.00357147494084019	"Other"	"FER"	"40-60"	"MS"
"PLCG2"	1.66747718528194e-07	1.06270705475685	0.102	0.018	0.00358207448942266	"Other"	"PLCG2"	"40-60"	"MS"
"ARID26"	1.72933257506218e-07	0.807439318006643	0.13	0.031	0.00371495223774857	"Other"	"ARID2"	"40-60"	"MS"
"RHBDD12"	1.75068778269105e-07	0.808572264633681	0.126	0.029	0.00376082749477691	"Other"	"RHBDD1"	"40-60"	"MS"
"GSK3B6"	1.75683235641928e-07	0.904524424945795	0.114	0.024	0.0037740272680599	"Other"	"GSK3B"	"40-60"	"MS"
"SELM6"	1.75936814272036e-07	0.773450741241066	0.122	0.028	0.00377947464419187	"Other"	"SELM"	"40-60"	"MS"
"NCOA34"	1.85673066187554e-07	0.671850745858945	0.191	0.062	0.00398862880784103	"Other"	"NCOA3"	"40-60"	"MS"
"COX6B16"	2.06201587645109e-07	0.947793890933986	0.191	0.066	0.00442962250579224	"Other"	"COX6B1"	"40-60"	"MS"
"JCHAIN"	2.18881858695607e-07	-0.711169142567846	0.106	0.02	0.00470202008849904	"Other"	"JCHAIN"	"40-60"	"MS"
"DENND1A6"	2.21362891082023e-07	0.575092252030254	0.13	0.031	0.00475531762622402	"Other"	"DENND1A"	"40-60"	"MS"
"CST35"	2.22293360672846e-07	-1.01228127302728	0.252	0.435	0.00477530597397409	"Other"	"CST3"	"40-60"	"MS"
"CDC14A2"	2.29207546107569e-07	0.55757824023086	0.114	0.024	0.00492383650548279	"Other"	"CDC14A"	"40-60"	"MS"
"SEL1L31"	2.56683286228505e-07	1.25224491031074	0.126	0.031	0.00551407035476074	"Other"	"SEL1L3"	"40-60"	"MS"
"TBL1XR16"	2.87005722974194e-07	0.749026520784929	0.183	0.061	0.00616545694093164	"Other"	"TBL1XR1"	"40-60"	"MS"
"IMMP2L6"	3.23862812030991e-07	0.717206173173954	0.142	0.039	0.00695722092804975	"Other"	"IMMP2L"	"40-60"	"MS"
"ANK35"	3.35393932825315e-07	1.14068848873499	0.126	0.031	0.00720493246495341	"Other"	"ANK3"	"40-60"	"MS"
"FAM46C"	3.47647012266795e-07	1.33519635182967	0.122	0.029	0.00746815311751529	"Other"	"FAM46C"	"40-60"	"MS"
"PFKFB34"	3.62915837294355e-07	-1.91228741271071	0.024	0.143	0.00779615801675733	"Other"	"PFKFB3"	"40-60"	"MS"
"GMDS5"	3.72376285449827e-07	1.05750552479992	0.11	0.024	0.00799938736403318	"Other"	"GMDS"	"40-60"	"MS"
"CRYAB6"	3.95872893258467e-07	-2.43987284034749	0.114	0.25	0.00850414149297839	"Other"	"CRYAB"	"40-60"	"MS"
"USP346"	4.01316568525347e-07	0.345355075695528	0.236	0.088	0.00862108252506151	"Other"	"USP34"	"40-60"	"MS"
"ZBTB386"	4.05895229728509e-07	0.872248478817314	0.122	0.029	0.00871944132502783	"Other"	"ZBTB38"	"40-60"	"MS"
"HSPA1A6"	4.0684438955675e-07	-2.75631540222665	0.195	0.323	0.0087398311764581	"Other"	"HSPA1A"	"40-60"	"MS"
"BCAS36"	4.10195826301814e-07	0.665843308575776	0.163	0.05	0.00881182674061556	"Other"	"BCAS3"	"40-60"	"MS"
"TYROBP1"	4.41531662468507e-07	1.68482332498876	0.317	0.18	0.00948498317314847	"Other"	"TYROBP"	"40-60"	"MS"
"PPP1R12B6"	4.68475970847362e-07	0.78314003919572	0.118	0.028	0.010063800805743	"Other"	"PPP1R12B"	"40-60"	"MS"
"SEC626"	4.8494202520427e-07	0.711336267825597	0.256	0.108	0.0104175245854381	"Other"	"SEC62"	"40-60"	"MS"
"FYB1"	4.87346837988086e-07	1.03261904497342	0.191	0.066	0.0104691847736601	"Other"	"FYB"	"40-60"	"MS"
"NRG34"	4.90080325471112e-07	-2.44709540485995	0.081	0.215	0.0105279055517704	"Other"	"NRG3"	"40-60"	"MS"
"TRMT1126"	4.91470626005661e-07	0.857226756357441	0.114	0.026	0.0105577719878536	"Other"	"TRMT112"	"40-60"	"MS"
"ZMYND86"	4.95166693990775e-07	0.789115603714075	0.102	0.02	0.0106371709203098	"Other"	"ZMYND8"	"40-60"	"MS"
"PSPC16"	5.29581255647315e-07	0.830277647761332	0.11	0.024	0.0113764645338156	"Other"	"PSPC1"	"40-60"	"MS"
"GNPTAB4"	5.62217229461145e-07	0.817369820373917	0.11	0.024	0.0120775505232843	"Other"	"GNPTAB"	"40-60"	"MS"
"MTDH6"	5.67674847298068e-07	0.773080109359767	0.228	0.092	0.0121947910696571	"Other"	"MTDH"	"40-60"	"MS"
"TBC1D56"	5.85869408469283e-07	0.852302587189597	0.154	0.048	0.0125856466327371	"Other"	"TBC1D5"	"40-60"	"MS"
"DPYD6"	6.8386240174306e-07	0.911527645841917	0.207	0.079	0.0146907321142444	"Other"	"DPYD"	"40-60"	"MS"
"RBFOX26"	7.01583102697356e-07	0.604209260121702	0.138	0.039	0.0150714082121446	"Other"	"RBFOX2"	"40-60"	"MS"
"EPB412"	7.04352137608721e-07	1.35244709787367	0.118	0.029	0.0151308926201105	"Other"	"EPB41"	"40-60"	"MS"
"KTN16"	7.13381878427896e-07	0.868480018327254	0.167	0.055	0.0153248695123881	"Other"	"KTN1"	"40-60"	"MS"
"NCL3"	7.22547229291952e-07	0.904001314697325	0.15	0.046	0.0155217595796497	"Other"	"NCL"	"40-60"	"MS"
"UTRN4"	7.7117295758747e-07	0.892269494277985	0.215	0.084	0.016566337474894	"Other"	"UTRN"	"40-60"	"MS"
"PCNX6"	7.84027908658285e-07	0.853411979720981	0.154	0.048	0.0168424875337973	"Other"	"PCNX"	"40-60"	"MS"
"USP166"	8.49080863967455e-07	0.854691460510641	0.122	0.031	0.0182399551197489	"Other"	"USP16"	"40-60"	"MS"
"EEF1D5"	8.60947763641327e-07	-0.953420210419374	0.207	0.378	0.018494879858543	"Other"	"EEF1D"	"40-60"	"MS"
"ERN1"	9.73437137636574e-07	0.931724387829046	0.118	0.029	0.0209113765907089	"Other"	"ERN1"	"40-60"	"MS"
